address,apt,case,offense_code,offense,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,lat,lon
1231 THEO DICKINSON DR,,09000988,ALA,ALCOHOL JUVENILE VIOLATION,2009-02-06,2009-02-06,0210,2009-02-06,0210,25.7169005,-80.280238
1211 THEO DICKINSON DR,,09001002,PRA,PROPERTY FOUND IMPOUNDED,2009-02-06,2009-02-06,1700,2009-02-06,1700,25.716037,-80.27868200000002
5500 SAN AMARO DR,BLK,09001008,FDD,FD SICK INJURED PERSON,2009-02-07,2009-02-07,0000,2009-02-07,0000,25.7202428,-80.2810222
5616 GEORGE E MERRICK ST,,09001011,ALA,ALCOHOL JUVENILE VIOLATION,2009-02-07,2009-02-07,0206,2009-02-07,0206,25.7163614,-80.2762681
1231 THEO DICKINSON DR,PT322,09001025,BUA,BURGLARY RESIDENTIAL,2009-02-07,2009-02-06,1600,2009-02-06,1600,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT322,09001025,THM,THEFT FROM BURGLARY,2009-02-07,2009-02-06,1600,2009-02-06,1600,25.7169005,-80.280238
6201 SAN AMARO DR,,09001034,ZOA,TRESPASS WARNING,2009-02-07,2009-02-07,2155,2009-02-07,2155,25.7133381,-80.2831612
6201 SAN AMARO DR,,09001034,ZOB,WARRANT ARREST,2009-02-07,2009-02-07,2155,2009-02-07,2155,25.7133381,-80.2831612
5801 PONCE DE LEON BLVD,,09001035,FAL,FAMILY MISSING PERSON RECOVERY,2009-02-08,2009-02-07,2155,2009-02-07,2155,25.7095633,-80.2839686
5501 SAN AMARO DR,,09001040,VAC,VANDALISM TO PROPERTY,2009-02-08,2009-02-07,2230,2009-02-08,2230,25.7187893,-80.2803368
1239 THEO DICKINSON DR,,09001045,FRK,FRAUD OTHER,2009-02-09,2009-02-08,1104,2009-02-08,1104,25.715591,-80.2816
1239 THEO DICKINSON DR,,09001045,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2009-02-09,2009-02-08,1104,2009-02-08,1104,25.715591,-80.2816
1239 THEO DICKINSON DR,,09001071,TVE,THEFT OF BICYCLE,2009-02-09,2009-02-06,1400,2009-02-09,1400,25.715591,-80.2816
1239 THEO DICKINSON DR,R305,09001074,FRL,FRAUD OTHER JURISDICTION,2009-02-09,2009-02-07,1300,2009-02-07,1300,25.715591,-80.2816
5621 SAN AMARO DR,,09001102,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-02-10,2009-02-10,1005,2009-02-10,1005,25.7176426,-80.2826975
5600 PAVIA ST,,09001106,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-02-10,2009-02-10,1145,2009-02-10,1145,25.7181647,-80.2760863
1231 THEO DICKINSON DR,MD 510,09001086,FDD,FD SICK INJURED PERSON,2009-02-10,2009-02-09,2030,2009-02-09,2030,25.7169005,-80.280238
5250 UNIVERSITY DR,,09001089,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-02-10,2009-02-10,0420,2009-02-10,0420,25.720281,-80.27595199999999
5100 BRUNSON DR,4027,09001117,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-02-10,2009-02-10,1810,2009-02-10,1810,25.7224132,-80.27591269999999
5185 PONCE DE LEON BLVD,511,09001151,AGC,AGGRAVATED KIDNAPPING FALSE IMPRISONMENT,2009-02-11,2009-02-11,1330,2009-02-11,1330,25.7179231,-80.2737624
5185 PONCE DE LEON BLVD,511,09001151,SCA,SIMPLE BATTERY,2009-02-11,2009-02-11,1330,2009-02-11,1330,25.7179231,-80.2737624
5185 PONCE DE LEON BLVD,,09001120,PRA,PROPERTY FOUND IMPOUNDED,2009-02-11,2009-02-10,2130,2009-02-10,2130,25.7179231,-80.2737624
1311 MILLER DR,D 337,09001159,VAC,VANDALISM TO PROPERTY,2009-02-11,2009-02-09,1730,2009-02-10,1730,25.720387,-80.279546
5100 UNIVERSITY DR,BLK,09001199,PRA,PROPERTY FOUND IMPOUNDED,2009-02-12,2009-02-12,1948,2009-02-12,1948,25.7235887,-80.2736539
1211 THEO DICKINSON DR,,09001211,THG,THEFT FROM COIN OPERATED MACHINE,2009-02-13,2009-02-12,1200,2009-02-13,1200,25.716037,-80.27868200000002
1231 THEO DICKINSON DR,,09001230,TVE,THEFT OF BICYCLE,2009-02-14,2009-02-13,1930,2009-02-14,1930,25.7169005,-80.280238
1500 LIGURIA AV,BLK,09001242,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-02-15,2009-02-15,0152,2009-02-15,0152,25.7132509,-80.283305
1231 THEO DICKINSON DR,,09001244,ALA,ALCOHOL JUVENILE VIOLATION,2009-02-15,2009-02-15,0350,2009-02-15,0350,25.7169005,-80.280238
5801 SAN AMARO DR,,09001264,PRA,PROPERTY FOUND IMPOUNDED,2009-02-16,2009-02-15,0751,2009-02-16,0751,25.7167012,-80.2830467
1320 CAMPO SANO AV,,09001274,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2009-02-16,2009-02-16,1432,2009-02-16,1432,25.7243451,-80.2763148
1320 CAMPO SANO AV,,09001274,DRF,DRUG POSSESSION OF PARAPHERNALIA EQUIPMENT,2009-02-16,2009-02-16,1432,2009-02-16,1432,25.7243451,-80.2763148
1320 CAMPO SANO AV,,09001274,ZOA,TRESPASS WARNING,2009-02-16,2009-02-16,1432,2009-02-16,1432,25.7243451,-80.2763148
1530 LIGURIA AV,,09001364,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2009-02-19,2009-02-19,0600,2009-02-19,0600,25.7132082,-80.2844442
1530 LIGURIA AV,,09001364,DRF,DRUG POSSESSION OF PARAPHERNALIA EQUIPMENT,2009-02-19,2009-02-19,0600,2009-02-19,0600,25.7132082,-80.2844442
1530 LIGURIA AV,,09001364,ZOK,SPECIAL INVESTIGATION,2009-02-19,2009-02-19,0600,2009-02-19,0600,25.7132082,-80.2844442
1530 LIGURIA AV,L,09001366,DRB,DRUG SALE CONTROLLED SUBSTANCE,2009-02-19,2009-02-19,0949,2009-02-19,0949,25.7132082,-80.2844442
1530 LIGURIA AV,L,09001366,DRF,DRUG POSSESSION OF PARAPHERNALIA EQUIPMENT,2009-02-19,2009-02-19,0949,2009-02-19,0949,25.7132082,-80.2844442
1530 LIGURIA AV,L,09001366,ZOK,SPECIAL INVESTIGATION,2009-02-19,2009-02-19,0949,2009-02-19,0949,25.7132082,-80.2844442
1530 LIGURIA AV,,09001365,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2009-02-19,2009-02-19,0815,2009-02-19,0815,25.7132082,-80.2844442
1530 LIGURIA AV,,09001365,DRF,DRUG POSSESSION OF PARAPHERNALIA EQUIPMENT,2009-02-19,2009-02-19,0815,2009-02-19,0815,25.7132082,-80.2844442
1530 LIGURIA AV,,09001365,ZOK,SPECIAL INVESTIGATION,2009-02-19,2009-02-19,0815,2009-02-19,0815,25.7132082,-80.2844442
5501 SAN AMARO DR,,09001387,TVE,THEFT OF BICYCLE,2009-02-19,2009-02-19,1845,2009-02-19,1845,25.7187893,-80.2803368
1231 THEO DICKINSON DR,,09001388,ZOA,TRESPASS WARNING,2009-02-19,2009-02-19,2345,2009-02-19,2345,25.7169005,-80.280238
5100 BRUNSON DR,,09001402,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-02-20,2009-02-20,1325,2009-02-20,1325,25.7224132,-80.27591269999999
1231 THEO DICKINSON DR,,09001389,DIB,DISTURBANCE OTHER,2009-02-20,2009-02-19,2130,2009-02-19,2130,25.7169005,-80.280238
1200 THEO DICKINSON DR,BLK,09001393,ZOA,TRESPASS WARNING,2009-02-20,2009-02-20,0854,2009-02-20,0854,25.7175523,-80.27766249999999
1231 THEO DICKINSON DR,,09001450,VAC,VANDALISM TO PROPERTY,2009-02-23,2009-02-22,2300,2009-02-23,2300,25.7169005,-80.280238
5501 SAN AMARO DR,,09001483,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-02-24,2009-02-24,1145,2009-02-24,1145,25.7187893,-80.2803368
5801 SAN AMARO DR,,09001488,ZOA,TRESPASS WARNING,2009-02-24,2009-02-24,1153,2009-02-24,1153,25.7167012,-80.2830467
1365 MEMORIAL DR,,09001515,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-02-25,2009-02-25,1009,2009-02-25,1009,25.7214386,-80.2799399
5821 SAN AMARO DR,,09001524,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-02-25,2009-02-25,1601,2009-02-25,1601,25.714778,-80.28324909999999
1101 STANFORD DR,737,09001510,DIA,DISTURBANCE DOMESTIC,2009-02-25,2009-02-24,2355,2009-02-25,2355,25.7183323,-80.27499759999999
1101 STANFORD DR,737,09001510,SCE,SIMPLE HARASSMENT,2009-02-25,2009-02-24,2355,2009-02-25,2355,25.7183323,-80.27499759999999
1101 STANFORD DR,737,09001510,ZOA,TRESPASS WARNING,2009-02-25,2009-02-24,2355,2009-02-25,2355,25.7183323,-80.27499759999999
1101 STANFORD DR,,09001518,TVE,THEFT OF BICYCLE,2009-02-25,2009-02-24,2000,2009-02-25,2000,25.7183323,-80.27499759999999
1239 THEO DICKINSON DR,WT208,09001545,DIA,DISTURBANCE DOMESTIC,2009-02-26,2009-02-22,1800,2009-02-26,1800,25.715591,-80.2816
1239 THEO DICKINSON DR,WT208,09001545,SCA,SIMPLE BATTERY,2009-02-26,2009-02-22,1800,2009-02-26,1800,25.715591,-80.2816
1239 THEO DICKINSON DR,WT208,09001545,ZOA,TRESPASS WARNING,2009-02-26,2009-02-22,1800,2009-02-26,1800,25.715591,-80.2816
1239 THEO DICKINSON DR,WT208,09001545,ZOD,INCIDENT REPORT,2009-02-26,2009-02-22,1800,2009-02-26,1800,25.715591,-80.2816
1239 THEO DICKINSON DR,WT917,09001572,BUA,BURGLARY RESIDENTIAL,2009-02-27,2009-02-26,0845,2009-02-26,0845,25.715591,-80.2816
1239 THEO DICKINSON DR,WT917,09001572,THM,THEFT FROM BURGLARY,2009-02-27,2009-02-26,0845,2009-02-26,0845,25.715591,-80.2816
1215 THEO DICKINSON DR,,09001582,SCB,SIMPLE ASSAULT THREATS,2009-02-27,2009-02-27,1230,2009-02-27,1230,25.7169792,-80.27873340000001
1215 THEO DICKINSON DR,,09001582,SCE,SIMPLE HARASSMENT,2009-02-27,2009-02-27,1230,2009-02-27,1230,25.7169792,-80.27873340000001
1300 STANFORD DR,BLK,09001594,ALA,ALCOHOL JUVENILE VIOLATION,2009-02-27,2009-02-27,1952,2009-02-27,1952,25.7190316,-80.2762626
1300 STANFORD DR,BLK,09001594,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2009-02-27,2009-02-27,1952,2009-02-27,1952,25.7190316,-80.2762626
1300 STANFORD DR,BLK,09001594,PRA,PROPERTY FOUND IMPOUNDED,2009-02-27,2009-02-27,1952,2009-02-27,1952,25.7190316,-80.2762626
1223 THEO DICKINSON DR,,09001595,ANB,ANIMAL BITE ATTACK,2009-02-27,2009-02-27,2225,2009-02-27,2225,25.7170977,-80.2793768
1365 MEMORIAL DR,418,09001625,ZOE,SUSPICIOUS INCIDENT,2009-03-01,2009-02-27,1630,2009-03-01,1630,25.7214386,-80.2799399
5616 PAVIA ST,,09001647,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-03-02,2009-03-02,1115,2009-03-02,1115,25.7181647,-80.2760863
5616 MERRICK ST,,09001646,ZOA,TRESPASS WARNING,2009-03-02,2009-03-02,0910,2009-03-02,0910,25.7163614,-80.2762681
5500 SAN AMARO DR,,09001666,THK,THEFT OTHER,2009-03-02,2009-03-01,1400,2009-03-01,1400,25.7202428,-80.2810222
5501 SAN AMARO DR,,09001683,ZOA,TRESPASS WARNING,2009-03-03,2009-03-03,1245,2009-03-03,1245,25.7187893,-80.2803368
1520 LIGURIA AV,,09001741,VAC,VANDALISM TO PROPERTY,2009-03-05,2009-03-04,0005,2009-03-04,0005,25.712868,-80.283981
5501 SAN AMARO DR,,09001745,PRB,PROPERTY LOST,2009-03-05,2009-02-23,1100,2009-02-23,1100,25.7187893,-80.2803368
5185 PONCE DE LEON BLVD,,09001752,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2009-03-05,2009-03-05,1500,2009-03-05,1500,25.7179231,-80.2737624
1101 STANFORD DR,513,09001766,PRA,PROPERTY FOUND IMPOUNDED,2009-03-05,2009-03-05,1705,2009-03-05,1705,25.7183323,-80.27499759999999
5600 MERRICK ST,BLK,09001774,PRA,PROPERTY FOUND IMPOUNDED,2009-03-06,2009-03-06,0411,2009-03-06,0411,25.7183404,-80.27676699999999
5185 PONCE DE LEON BLVD,,09001783,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-03-06,2009-03-03,1630,2009-03-03,1630,25.7179231,-80.2737624
1215 THEO DICKINSON DR,,09001797,DIB,DISTURBANCE OTHER,2009-03-06,2009-02-27,1245,2009-02-27,1245,25.7169792,-80.27873340000001
1101 STANFORD DR,,09001812,ALA,ALCOHOL JUVENILE VIOLATION,2009-03-07,2009-03-07,0150,2009-03-07,0150,25.7183323,-80.27499759999999
6100 SAN AMARO DR,,09001829,VAB,VANDALISM TO VEHICLE,2009-03-07,2009-03-06,1800,2009-03-07,1800,25.712174,-80.28349399999999
1231 THEO DICKINSON DR,,09001843,ALA,ALCOHOL JUVENILE VIOLATION,2009-03-08,2009-03-08,0355,2009-03-08,0355,25.7169005,-80.280238
6100 SAN AMARO DR,,09001847,VAB,VANDALISM TO VEHICLE,2009-03-08,2009-03-06,1700,2009-03-07,1700,25.712174,-80.28349399999999
1101 STANFORD DR,752,09001853,DIB,DISTURBANCE OTHER,2009-03-08,2009-03-08,2200,2009-03-08,2200,25.7183323,-80.27499759999999
1231 THEO DICKINSON DR,,09001918,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-03-11,2009-03-11,0026,2009-03-11,0026,25.7169005,-80.280238
5501 SAN AMARO DR,,09001938,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-03-11,2009-03-11,1400,2009-03-11,1400,25.7187893,-80.2803368
5100 BRUNSON DR,,09001962,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-03-12,2009-03-12,1102,2009-03-12,1102,25.7224132,-80.27591269999999
5500 SAN AMARO DR,BLK,09001969,THC,THEFT FROM MOTOR VEHICLE,2009-03-12,2009-03-12,0900,2009-03-12,0900,25.7202428,-80.2810222
1231 THEO DICKINSON DR,,09001992,SCA,SIMPLE BATTERY,2009-03-13,2009-03-13,0350,2009-03-13,0350,25.7169005,-80.280238
1231 THEO DICKINSON DR,,09001992,ZOA,TRESPASS WARNING,2009-03-13,2009-03-13,0350,2009-03-13,0350,25.7169005,-80.280238
1101 STANFORD DR,,09001993,ALA,ALCOHOL JUVENILE VIOLATION,2009-03-13,2009-03-13,0455,2009-03-13,0455,25.7183323,-80.27499759999999
1101 STANFORD DR,,09001993,FRG,FRAUD POSSESSION OF COUNTERFEIT,2009-03-13,2009-03-13,0455,2009-03-13,0455,25.7183323,-80.27499759999999
1101 STANFORD DR,,09001993,PRA,PROPERTY FOUND IMPOUNDED,2009-03-13,2009-03-13,0455,2009-03-13,0455,25.7183323,-80.27499759999999
1231 THEO DICKINSON DR,MT218,09002015,BUA,BURGLARY RESIDENTIAL,2009-03-13,2009-03-13,1230,2009-03-13,1230,25.7169005,-80.280238
1231 THEO DICKINSON DR,MT218,09002015,THM,THEFT FROM BURGLARY,2009-03-13,2009-03-13,1230,2009-03-13,1230,25.7169005,-80.280238
1231 THEO DICKINSON DR,,09002033,ALA,ALCOHOL JUVENILE VIOLATION,2009-03-14,2009-03-14,0200,2009-03-14,0200,25.7169005,-80.280238
1231 THEO DICKINSON DR,,09002033,FDD,FD SICK INJURED PERSON,2009-03-14,2009-03-14,0200,2009-03-14,0200,25.7169005,-80.280238
1231 THEO DICKINSON DR,MT607,09002049,ALA,ALCOHOL JUVENILE VIOLATION,2009-03-15,2009-03-15,0245,2009-03-15,0245,25.7169005,-80.280238
1211 THEO DICKINSON DR,,09002106,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-03-17,2009-03-17,1057,2009-03-17,1057,25.716037,-80.27868200000002
1231 THEO DICKINSON DR,,09002097,ZOM,INTOXICATED PERSON,2009-03-17,2009-03-17,0100,2009-03-17,0100,25.7169005,-80.280238
1100 STANFORD DR,BLK,09002099,ALA,ALCOHOL JUVENILE VIOLATION,2009-03-17,2009-03-17,0200,2009-03-17,0200,25.7176103,-80.2745494
1100 STANFORD DR,BLK,09002099,ZOM,INTOXICATED PERSON,2009-03-17,2009-03-17,0200,2009-03-17,0200,25.7176103,-80.2745494
1101 STANFORD DR,,09002204,FRG,FRAUD POSSESSION OF COUNTERFEIT,2009-03-21,2009-03-21,0237,2009-03-21,0237,25.7183323,-80.27499759999999
1101 STANFORD DR,,09002204,VAC,VANDALISM TO PROPERTY,2009-03-21,2009-03-21,0237,2009-03-21,0237,25.7183323,-80.27499759999999
1239 THEO DICKINSON DR,WT306,09002218,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2009-03-22,2009-03-21,1800,2009-03-21,1800,25.715591,-80.2816
1239 THEO DICKINSON DR,WT306,09002218,DRB,DRUG SALE CONTROLLED SUBSTANCE,2009-03-22,2009-03-21,1800,2009-03-21,1800,25.715591,-80.2816
1239 THEO DICKINSON DR,WT306,09002218,DRF,DRUG POSSESSION OF PARAPHERNALIA EQUIPMENT,2009-03-22,2009-03-21,1800,2009-03-21,1800,25.715591,-80.2816
1239 THEO DICKINSON DR,WT306,09002218,ZOA,TRESPASS WARNING,2009-03-22,2009-03-21,1800,2009-03-21,1800,25.715591,-80.2816
1215 THEO DICKINSON DR,,09002254,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-03-23,2009-03-23,1105,2009-03-23,1105,25.7169792,-80.27873340000001
1239 THEO DICKINSON DR,,09002281,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-03-24,2009-03-24,0950,2009-03-24,0950,25.715591,-80.2816
5600 PAVIA ST,,09002318,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-03-25,2009-03-25,1145,2009-03-25,1145,25.7181647,-80.2760863
1365 MEMORIAL DR,,09002327,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-03-25,2009-03-25,1440,2009-03-25,1440,25.7214386,-80.2799399
1365 MEMORIAL DR,,09002328,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-03-25,2009-03-25,1435,2009-03-25,1435,25.7214386,-80.2799399
1239 THEO DICKINSON DR,,09002365,PRA,PROPERTY FOUND IMPOUNDED,2009-03-26,2009-03-26,1546,2009-03-26,1546,25.715591,-80.2816
5616 GEORGE E MERRICK ST,22A,09002377,ZOM,INTOXICATED PERSON,2009-03-27,2009-03-27,0028,2009-03-27,0028,25.7163614,-80.2762681
1231 THEO DICKINSON DR,,09002378,DCA,DISORDERLY CONDUCT FIGHTING,2009-03-27,2009-03-27,0315,2009-03-27,0315,25.7169005,-80.280238
1231 THEO DICKINSON DR,,09002379,PRA,PROPERTY FOUND IMPOUNDED,2009-03-27,2009-03-27,0400,2009-03-27,0400,25.7169005,-80.280238
1231 THEO DICKINSON DR,,09002379,ZOM,INTOXICATED PERSON,2009-03-27,2009-03-27,0400,2009-03-27,0400,25.7169005,-80.280238
1231 THEO DICKINSON DR,,09002386,FAL,FAMILY MISSING PERSON RECOVERY,2009-03-27,2009-03-27,0910,2009-03-27,0910,25.7169005,-80.280238
1231 THEO DICKINSON DR,,09002386,ZOA,TRESPASS WARNING,2009-03-27,2009-03-27,0910,2009-03-27,0910,25.7169005,-80.280238
5600 GEORGE E MERRICK ST,BLK,09002412,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2009-03-28,2009-03-28,0518,2009-03-28,0518,25.7183404,-80.27676699999999
5600 GEORGE E MERRICK ST,BLK,09002412,XOS,LOITERING AND PROWLING CURFEW VIOLATION,2009-03-28,2009-03-28,0518,2009-03-28,0518,25.7183404,-80.27676699999999
5600 GEORGE E MERRICK ST,BLK,09002412,ZOA,TRESPASS WARNING,2009-03-28,2009-03-28,0518,2009-03-28,0518,25.7183404,-80.27676699999999
5821 SAN AMARO DR,,09002449,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-03-29,2009-03-29,0900,2009-03-29,0900,25.714778,-80.28324909999999
1223 THEO DICKINSON DR,,09002460,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-03-30,2009-03-30,1007,2009-03-30,1007,25.7170977,-80.2793768
5100 BRUNSON DR,,09002462,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-03-30,2009-03-30,1000,2009-03-30,1000,25.7224132,-80.27591269999999
1239 THEO DICKINSON DR,,09002464,TVE,THEFT OF BICYCLE,2009-03-30,2009-03-27,1330,2009-03-28,1330,25.715591,-80.2816
1101 STANFORD DR,,09002472,TVE,THEFT OF BICYCLE,2009-03-30,2009-03-26,2100,2009-03-27,2100,25.7183323,-80.27499759999999
5200 CARILLO ST,BLK,09002490,ANB,ANIMAL BITE ATTACK,2009-03-31,2009-03-31,0900,2009-03-31,0900,25.7226089,-80.2732125
5513 GEORGE E MERRICK ST,,09002496,FDD,FD SICK INJURED PERSON,2009-03-31,2009-03-31,1200,2009-03-31,1200,25.7184747,-80.27609939999999
1541 SCODELLA AV,BLK,09002504,THB,THEFT OF AUTO PART ACCESSORY,2009-03-31,2009-03-31,0900,2009-03-31,0900,25.7125401,-80.2840202
5800 SAN AMARO DR,BLK,09002510,SCA,SIMPLE BATTERY,2009-03-31,2009-03-31,1830,2009-03-31,1830,25.7150399,-80.283608
1231 THEO DICKINSON DR,MT 407,09002512,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2009-03-31,2009-03-31,1925,2009-03-31,1925,25.7169005,-80.280238
1231 THEO DICKINSON DR,MT 407,09002512,PRA,PROPERTY FOUND IMPOUNDED,2009-03-31,2009-03-31,1925,2009-03-31,1925,25.7169005,-80.280238
5500 SAN AMARO DR,BLK,09002513,SCA,SIMPLE BATTERY,2009-03-31,2009-03-31,2000,2009-03-31,2000,25.7202428,-80.2810222
1211 THEO DICKINSON DR,,09002526,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-04-01,2009-04-01,1119,2009-04-01,1119,25.716037,-80.27868200000002
5185 PONCE DE LEON BLVD,341,09002517,FRL,FRAUD OTHER JURISDICTION,2009-04-01,2009-03-17,0001,2009-03-31,0001,25.7179231,-80.2737624
5500 BLK SAN AMARO DR,BLK,09002546,FDD,FD SICK INJURED PERSON,2009-04-01,2009-04-01,1821,2009-04-01,1821,25.7202428,-80.2810222
1251 MEMORIAL DR,RM 202,09002547,PRB,PROPERTY LOST,2009-04-01,2009-04-01,1100,2009-04-01,1100,25.7227309,-80.2787218
5665 PONCE DE LEON BLVD,,09002549,ZOE,SUSPICIOUS INCIDENT,2009-04-01,2009-03-23,1800,2009-04-01,1800,25.7127401,-80.2809083
5600 PONCE DE LEON BLVD,BLK,09002551,ZOA,TRESPASS WARNING,2009-04-02,2009-04-02,0150,2009-04-02,0150,25.713698,-80.278328
1231 THEO DICKINSON DR,,09002585,ALA,ALCOHOL JUVENILE VIOLATION,2009-04-03,2009-04-03,0245,2009-04-03,0245,25.7169005,-80.280238
1231 THEO DICKINSON DR,,09002585,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2009-04-03,2009-04-03,0245,2009-04-03,0245,25.7169005,-80.280238
1300 STANFORD DR,BLK,09002584,ALA,ALCOHOL JUVENILE VIOLATION,2009-04-03,2009-04-03,0323,2009-04-03,0323,25.7190316,-80.2762626
1239 THEO DICKINSON DR,WT211,09002583,VAC,VANDALISM TO PROPERTY,2009-04-03,2009-04-02,2030,2009-04-03,2030,25.715591,-80.2816
1200 THEO DICKINSON DR,BLK,09002587,ALA,ALCOHOL JUVENILE VIOLATION,2009-04-03,2009-04-03,0450,2009-04-03,0450,25.7175523,-80.27766249999999
1211 THEO DICKINSON DR,,09002599,THC,THEFT FROM MOTOR VEHICLE,2009-04-03,2009-04-02,2100,2009-04-03,2100,25.716037,-80.27868200000002
1101 STANFORD DR,,09002603,THC,THEFT FROM MOTOR VEHICLE,2009-04-03,2009-04-03,0001,2009-04-03,0001,25.7183323,-80.27499759999999
5100 BRUNSON DR,,09002615,PRB,PROPERTY LOST,2009-04-03,2009-04-03,1125,2009-04-03,1125,25.7224132,-80.27591269999999
1101 STANFORD DR,409,09002621,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-04-03,2009-04-01,1726,2009-04-01,1726,25.7183323,-80.27499759999999
5821 SAN AMARO DR,,09002626,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2009-04-03,2009-04-03,2149,2009-04-03,2149,25.714778,-80.28324909999999
5821 SAN AMARO DR,,09002626,PRA,PROPERTY FOUND IMPOUNDED,2009-04-03,2009-04-03,2149,2009-04-03,2149,25.714778,-80.28324909999999
5821 SAN AMARO DR,,09002626,ZOA,TRESPASS WARNING,2009-04-03,2009-04-03,2149,2009-04-03,2149,25.714778,-80.28324909999999
5100 BRUNSON DR,,09002641,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-04-04,2009-04-02,2100,2009-04-02,2100,25.7224132,-80.27591269999999
5185 PONCE DE LEON BLVD,,09002646,ZOE,SUSPICIOUS INCIDENT,2009-04-05,2009-04-04,2355,2009-04-04,2355,25.7179231,-80.2737624
1245 THEO DICKINSON DR,,09002662,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-04-06,2009-04-06,1006,2009-04-06,1006,25.7148813,-80.2802567
5300 CARILLO ST,,09002668,ANB,ANIMAL BITE ATTACK,2009-04-06,2009-04-06,1344,2009-04-06,1344,25.7211886,-80.2739217
5600 GEORGE E MERRICK ST,21R,09002678,ZOJ,BAKER MARCHMAN ACT,2009-04-06,2009-04-06,1555,2009-04-06,1555,25.7183404,-80.27676699999999
1365 MEMORIAL DR,,09002712,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-04-07,2009-04-07,1553,2009-04-07,1553,25.7214386,-80.2799399
1575 LIGURIA DR,404,09002688,ZOD,INCIDENT REPORT,2009-04-07,2009-04-07,0040,2009-04-07,0040,25.7133289,-80.2853239
1100 STANFORD DR,BLK,09002720,ALA,ALCOHOL JUVENILE VIOLATION,2009-04-08,2009-04-08,0148,2009-04-08,0148,25.7176103,-80.2745494
5665 PONCE DE LEON BLVD,,09002727,TVE,THEFT OF BICYCLE,2009-04-08,2009-04-07,1415,2009-04-08,1415,25.7127401,-80.2809083
5600 GEORGE E MERRICK ST,21 R,09002773,ZOJ,BAKER MARCHMAN ACT,2009-04-09,2009-04-09,1250,2009-04-09,1250,25.7183404,-80.27676699999999
1239 THEO DICKINSON DR,,09002784,ZOD,INCIDENT REPORT,2009-04-09,2009-04-09,1640,2009-04-09,1640,25.715591,-80.2816
1231 THEO DICKINSON DR,,09002798,PRA,PROPERTY FOUND IMPOUNDED,2009-04-10,2009-04-10,0218,2009-04-10,0218,25.7169005,-80.280238
1231 THEO DICKINSON DR,,09002798,ZOM,INTOXICATED PERSON,2009-04-10,2009-04-10,0218,2009-04-10,0218,25.7169005,-80.280238
5185 PONCE DE LEON BLVD,,09002797,ZOM,INTOXICATED PERSON,2009-04-10,2009-04-10,0240,2009-04-10,0240,25.7179231,-80.2737624
5638 GEORGE E MERRICK ST,W,09002799,FDD,FD SICK INJURED PERSON,2009-04-10,2009-04-10,0329,2009-04-10,0329,25.7162931,-80.276198
