Address1,Apt,Case,Pri_Offens,Off_Code,Offense,tract,date_rept,DATEofReport,REP_DATE,date_occ,hour_occ,date_fnd,hour_fnd,FID,X,Y,Donxees,Donyees
1535 LEVANTE AV,,07009334,1,ZOD,INCIDENT REPORT,07U,[$-409]10/16/07 10:35 a10/p10,10/16/07,07/10/16 ,[$-409]10/15/07 14:00 a10/p10,1400,[$-409]10/16/07 07:30 a10/p10,14:00,94,891627.89,501154.33500000002,892157.060,502383.440
1300 MEMORIAL DR,,07009356,1,THK,THEFT OTHER,07U,[$-409]10/16/07 18:30 a10/p10,10/16/07,07/10/16 ,[$-409]10/16/07 18:15 a10/p10,1815,[$-409]10/16/07 18:30 a10/p10,18:15,16,893634.74199999997,505003.36800000002,893147.190,503186.560
1314 MILLER DR,,07009388,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"10/17/2007""  ""00:00:00 a10/p10",10/17/07,07/10/17 ,"10/17/2007""  ""00:00:00 a10/p10",1228,"10/17/2007""  ""00:00:00 a10/p10",12:28,33,893377.17200000002,504450.17200000002,894674.130,504087.690
5821 SAN AMARO DR,,07009396,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"10/17/2007""  ""00:00:00 a10/p10",10/17/07,07/10/17 ,"10/17/2007""  ""00:00:00 a10/p10",1505,"10/17/2007""  ""00:00:00 a10/p10",15:04,#N/A,#N/A,#N/A,893764.810,503534.190
1231 THEO DICKINSON DR,P712,07009366,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,"10/17/2007""  ""02:40:00 a10/p10",10/17/07,07/10/17 ,"10/17/2007""  ""01:58:00 a10/p10",0158,"10/17/2007""  ""02:02:00 a10/p10",0.081944,#N/A,#N/A,#N/A,895346.880,503851.810
1239 THEO DICKINSON DR,TR1005,07009368,1,FDD,FD INJURED PERSON,07U,[$-409]10/17/07 07:02 a10/p10,10/17/07,07/10/17 ,[$-409]10/17/07 06:50 a10/p10,0650,[$-409]10/17/07 06:50 a10/p10,06:50,#N/A,#N/A,#N/A,894376.310,505924.030
1531 ALBENGA AV,,07009375,1,BUB,BURGLARY NON-RESIDENTIAL,07U,[$-409]10/17/07 10:20 a10/p10,10/17/07,07/10/17 ,[$-409]10/16/07 15:00 a10/p10,1500,[$-409]10/17/07 09:00 a10/p10,15:00,#N/A,#N/A,#N/A,892602.130,501365.560
1531 ALBENGA AV,,07009375,2,THK,BURGLARY NON-RESIDENTIAL,07U,[$-409]10/17/07 10:20 a10/p10,10/17/07,07/10/17 ,[$-409]10/16/07 15:00 a10/p10,1500,[$-409]10/17/07 09:00 a10/p10,15:00,#N/A,#N/A,#N/A,893254.750,504971.780
1216 THEO DICKINSON DR,36-S,07009402,1,BUA,BURGLARY RESIDENTIAL,07U,[$-409]10/17/07 17:40 a10/p10,10/17/07,07/10/17 ,[$-409]10/ 3/07 12:00 a10/p10,1200,[$-409]10/15/07 14:00 a10/p10,12:00,62,893730.56900000002,503420.55200000003,893750.000,503560.280
1216 THEO DICKINSON DR,36-S,07009402,2,THK,BURGLARY RESIDENTIAL,07U,[$-409]10/17/07 17:40 a10/p10,10/17/07,07/10/17 ,[$-409]10/ 3/07 12:00 a10/p10,1200,[$-409]10/15/07 14:00 a10/p10,12:00,62,893730.56900000002,503420.55200000003,893202.500,503207.000
1241 THEO DICKINSON DR,,07009420,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"10/18/2007""  ""00:00:00 a10/p10",10/18/07,07/10/18 ,"10/18/2007""  ""00:00:00 a10/p10",0855,"10/18/2007""  ""00:00:00 a10/p10",08:55,81,892858.31700000004,503002.52299999999,893423.310,504641.500
5501 SAN AMARO DR,,07009422,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"10/18/2007""  ""00:00:00 a10/p10",10/18/07,07/10/18 ,"10/18/2007""  ""00:00:00 a10/p10",1020,"10/18/2007""  ""00:00:00 a10/p10",10:20,#N/A,#N/A,#N/A,892659.810,504265.590
5100 BRUNSON DR,,07009435,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"10/18/2007""  ""00:00:00 a10/p10",10/18/07,07/10/18 ,"10/18/2007""  ""00:00:00 a10/p10",1503,"10/18/2007""  ""00:00:00 a10/p10",15:03,#N/A,#N/A,#N/A,893881.060,503611.660
1231 THEO DICKINSON DR,,07009412,1,FDD,FD INJURED PERSON,07U,"10/18/2007""  ""01:56:00 a10/p10",10/18/07,07/10/18 ,"10/18/2007""  ""01:21:00 a10/p10",0121,"10/18/2007""  ""01:22:00 a10/p10",0.05625,#N/A,#N/A,#N/A,891627.880,502105.560
1231 THEO DICKINSON DR,,07009412,2,PRA,FD INJURED PERSON,07U,[$-409]10/18/07 01:56 a10/p10,10/18/07,07/10/18 ,[$-409]10/18/07 01:21 a10/p10,0121,[$-409]10/18/07 01:22 a10/p10,0.05625,#N/A,#N/A,#N/A,894842.250,504006.090
1301 MEMORIAL DR,,07009431,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"10/18/2007""  ""13:30:00 a10/p10",10/18/07,07/10/18 ,"09/28/2007""  ""12:00:00 a09/p09",1200,"10/15/2007""  ""13:00:00 a10/p10",12:00,7,893366.68200000003,505369.12400000001,894362.500,503350.880
1306 STANFORD DR,,07009441,1,ZOA,TRESPASS WARNING,07U,"10/18/2007""  ""16:45:00 a10/p10",10/18/07,07/10/18 ,"10/18/2007""  ""16:00:00 a10/p10",1600,"10/18/2007""  ""16:20:00 a10/p10",16:00,31,893821.40300000005,504487.02600000001,895346.880,503851.810
1500 ALBENGA AV,BLK,07009461,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,[$-409]10/19/07 01:51 a10/p10,10/19/07,07/10/19 ,[$-409]10/18/07 11:25 a10/p10,1125,[$-409]10/18/07 11:26 a10/p10,11:25,#N/A,#N/A,#N/A,893582.810,505289.780
1239 THEO DICKINSON DR,,07009462,1,ZOD,INCIDENT REPORT,07U,"10/19/2007""  ""03:49:05 a10/p10",10/19/07,07/10/19 ,"10/19/2007""  ""02:50:05 a10/p10",0250,"10/19/2007""  ""03:05:06 a10/p10",02:50,#N/A,#N/A,#N/A,0.000,0.000
5185 PONCE DE LEON BLVD,,07009463,1,DCC,DISORDERLY INTOXICATION,07U,[$-409]10/19/07 04:51 a10/p10,10/19/07,07/10/19 ,[$-409]10/19/07 03:18 a10/p10,0318,[$-409]10/19/07 03:27 a10/p10,03:18,#N/A,#N/A,#N/A,892161.250,502788.720
5185 PONCE DE LEON BLVD,,07009463,2,XOM,DISORDERLY INTOXICATION,07U,[$-409]10/19/07 04:51 a10/p10,10/19/07,07/10/19 ,[$-409]10/19/07 03:18 a10/p10,0318,[$-409]10/19/07 03:27 a10/p10,03:18,#N/A,#N/A,#N/A,893202.500,503207.000
1300 MEMORIAL DR,,07009472,1,FDD,FD SICK/INJURED PERSON,07U,[$-409]10/19/07 10:51 a10/p10,10/19/07,07/10/19 ,[$-409]10/19/07 10:45 a10/p10,1045,[$-409]10/19/07 10:45 a10/p10,10:45,16,893634.74199999997,505003.36800000002,894676.060,504097.910
1300 MEMORIAL DR,,07009472,2,ZOD,INCIDENT REPORT,07U,"10/19/2007""  ""10:51:00 a10/p10",10/19/07,07/10/19 ,"10/19/2007""  ""10:45:00 a10/p10",1045,"10/19/2007""  ""10:45:00 a10/p10",10:45,16,893634.74199999997,505003.36800000002,892003.000,501211.690
1306 STANFORD DR,,07009474,1,XOT,TRESPASSING,07U,[$-409]10/19/07 13:00 a10/p10,10/19/07,07/10/19 ,[$-409]10/19/07 11:30 a10/p10,1130,[$-409]10/19/07 11:55 a10/p10,11:30,31,893821.40300000005,504487.02600000001,894482.430,505820.460
5513 GEORGE E MERRICK ST,,07009477,1,ASA,ASSIST LAW AGENCY,07U,"10/19/2007""  ""16:00:00 a10/p10",10/19/07,07/10/19 ,"10/19/2007""  ""14:00:00 a10/p10",1400,"10/19/2007""  ""14:35:00 a10/p10",14:00,#N/A,#N/A,#N/A,893254.750,504971.780
1239 THEO DICKINSON DR,,07009501,1,ZOD,INCIDENT REPORT,07U,[$-409]10/20/07 06:00 a10/p10,10/20/07,07/10/20 ,[$-409]10/20/07 05:00 a10/p10,0500,[$-409]10/20/07 05:05 a10/p10,05:00,#N/A,#N/A,#N/A,894189.810,503659.940
1231 THEO DICKINSON DR,,07009517,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,[$-409]10/21/07 04:00 a10/p10,10/21/07,07/10/21 ,[$-409]10/21/07 03:25 a10/p10,0325,[$-409]10/21/07 03:30 a10/p10,03:25,#N/A,#N/A,#N/A,,
1101 STANFORD DR,,07009531,1,ZOE,SUSPICIOUS INCIDENT,07U,[$-409]10/21/07 22:27 a10/p10,10/21/07,07/10/21 ,[$-409]10/21/07 21:42 a10/p10,2142,[$-409]10/21/07 21:45 a10/p10,21:42,#N/A,#N/A,#N/A,,
1111 MEMORIAL DR,,07009545,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"10/22/2007""  ""00:00:00 a10/p10",10/22/07,07/10/22 ,"10/22/2007""  ""00:00:00 a10/p10",1033,"10/22/2007""  ""00:00:00 a10/p10",10:33,18,894105.66599999997,505505.27299999999,,
5821 SAN AMARO DR,,07009546,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"10/22/2007""  ""00:00:00 a10/p10",10/22/07,07/10/22 ,"10/22/2007""  ""00:00:00 a10/p10",1035,"10/22/2007""  ""00:00:00 a10/p10",10:35,#N/A,#N/A,#N/A,,
5821 SAN AMARO DR,,07009544,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"10/22/2007""  ""09:15:00 a10/p10",10/22/07,07/10/22 ,"10/11/2007""  ""19:00:00 a10/p10",1900,"10/11/2007""  ""21:00:00 a10/p10",19:00,#N/A,#N/A,#N/A,,
1565 LIGURIA AV,306C,07009558,1,ZOD,INCIDENT REPORT,07U,[$-409]10/22/07 14:24 a10/p10,10/22/07,07/10/22 ,[$-409]10/20/07 10:02 a10/p10,1002,[$-409]10/20/07 10:02 a10/p10,10:02,106,891560.51199999999,502214.28499999997,,
5501 SAN AMARO DR,134,07009563,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"10/22/2007""  ""15:30:00 a10/p10",10/22/07,07/10/22 ,"10/22/2007""  ""10:00:00 a10/p10",1000,"10/22/2007""  ""12:30:00 a10/p10",10:00,#N/A,#N/A,#N/A,,
1300 THEO DICKINSON DR,,07009585,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"10/23/2007""  ""00:00:00 a10/p10",10/23/07,07/10/23 ,"10/23/2007""  ""00:00:00 a10/p10",0954,"10/23/2007""  ""00:00:00 a10/p10",09:54,90,893194.61100000003,502210.72700000001,,
1239 THEO DICKINSON DR,,07009620,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"10/23/2007""  ""00:00:00 a10/p10",10/23/07,07/10/23 ,"10/23/2007""  ""00:00:00 a10/p10",1810,"10/23/2007""  ""00:00:00 a10/p10",18:10,#N/A,#N/A,#N/A,,
1365 MEMORIAL DR,,07009575,1,THC,THEFT FROM MOTOR VEHICLE,07U,[$-409]10/23/07 01:52 a10/p10,10/23/07,07/10/23 ,[$-409]10/23/07 00:08 a10/p10,0008,[$-409]10/23/07 00:54 a10/p10,0.005556,#N/A,#N/A,#N/A,,
1241 THEO DICKINSON DR,,07009581,1,ZOE,SUSPICIOUS INCIDENT,07U,[$-409]10/23/07 08:22 a10/p10,10/23/07,07/10/23 ,[$-409]10/22/07 20:00 a10/p10,2000,[$-409]10/22/07 20:05 a10/p10,20:00,81,892858.31700000004,503002.52299999999,,
1204 THEO DICKINSON DR,37W,07009590,1,XOT,TRESPASSING,07U,[$-409]10/23/07 10:50 a10/p10,10/23/07,07/10/23 ,[$-409]10/23/07 10:47 a10/p10,1047,[$-409]10/23/07 10:50 a10/p10,10:47,61,893997.68799999997,503562.033,,
5821 SAN AMARO DR,,07009598,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"10/23/2007""  ""13:15:00 a10/p10",10/23/07,07/10/23 ,"10/11/2007""  ""19:00:00 a10/p10",1900,"10/11/2007""  ""21:00:00 a10/p10",19:00,#N/A,#N/A,#N/A,,
1111 MEMORIAL DR,,07009599,1,PRB,PROPERTY LOST,07U,[$-409]10/23/07 16:33 a10/p10,10/23/07,07/10/23 ,[$-409]10/22/07 19:00 a10/p10,1900,[$-409]10/22/07 20:15 a10/p10,19:00,18,894105.66599999997,505505.27299999999,,
1244 STANFORD DR,,07009621,1,PRB,PROPERTY LOST,07U,"10/23/2007""  ""20:00:27 a10/p10",10/23/07,07/10/23 ,"10/23/2007""  ""13:00:26 a10/p10",1300,"10/23/2007""  ""13:15:27 a10/p10",13:00,45,895022.70700000005,504471.212,,
5050 BRUNSON DR,,07009644,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"10/24/2007""  ""00:00:00 a10/p10",10/24/07,07/10/24 ,"10/24/2007""  ""00:00:00 a10/p10",1323,"10/24/2007""  ""00:00:00 a10/p10",13:23,20,894420.18700000003,505665.27899999998,,
5401 PONCE DE LEON BLVD,,07009625,1,ZOD,INCIDENT REPORT,07U,[$-409]10/24/07 04:00 a10/p10,10/24/07,07/10/24 ,[$-409]10/24/07 02:40 a10/p10,0240,[$-409]10/24/07 02:50 a10/p10,02:40,51,895056.26599999995,503786.853,,
1315 MILLER DR,,07009633,2,DIA,DISTURBANCE DOMESTIC,07U,"10/24/2007""  ""10:38:00 a10/p10",10/24/07,07/10/24 ,"10/24/2007""  ""09:15:00 a10/p10",0915,"10/24/2007""  ""10:38:00 a10/p10",09:15,#N/A,#N/A,#N/A,,
1315 MILLER DR,,07009633,1,SCB,SIMPLE ASSAULT / THREATS,07U,[$-409]10/24/07 10:38 a10/p10,10/24/07,07/10/24 ,[$-409]10/24/07 09:15 a10/p10,0915,[$-409]10/24/07 10:38 a10/p10,09:15,#N/A,#N/A,#N/A,,
1315 MILLER DR,,07009633,2,ZOA,SIMPLE ASSAULT / THREATS,07U,[$-409]10/24/07 10:38 a10/p10,10/24/07,07/10/24 ,[$-409]10/24/07 09:15 a10/p10,0915,[$-409]10/24/07 10:38 a10/p10,09:15,#N/A,#N/A,#N/A,,
1239 THEO DICKINSON DR,W1107,07009641,1,BUA,BURGLARY RESIDENTIAL,07U,"10/24/2007""  ""11:34:52 a10/p10",10/24/07,07/10/24 ,"10/23/2007""  ""16:30:00 a10/p10",1630,"10/24/2007""  ""10:30:00 a10/p10",16:30,#N/A,#N/A,#N/A,,
1239 THEO DICKINSON DR,W1107,07009641,2,THK,BURGLARY RESIDENTIAL,07U,[$-409]10/24/07 11:34 a10/p10,10/24/07,07/10/24 ,[$-409]10/23/07 16:30 a10/p10,1630,[$-409]10/24/07 10:30 a10/p10,16:30,#N/A,#N/A,#N/A,,
5700 PONCE DE LEON BLVD,BLK,07009645,1,THC,THEFT FROM MOTOR VEHICLE,07U,"10/24/2007""  ""13:43:47 a10/p10",10/24/07,07/10/24 ,"10/24/2007""  ""11:05:00 a10/p10",1105,"10/24/2007""  ""13:15:00 a10/p10",11:05,#N/A,#N/A,#N/A,,
1211 THEO DICKINSON DR,,07009650,1,THC,THEFT FROM MOTOR VEHICLE,07U,[$-409]10/24/07 14:19 a10/p10,10/24/07,07/10/24 ,[$-409]10/23/07 09:00 a10/p10,0900,[$-409]10/23/07 22:30 a10/p10,09:00,#N/A,#N/A,#N/A,,
1300 MEMORIAL DR,,07009654,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"10/24/2007""  ""15:10:00 a10/p10",10/24/07,07/10/24 ,"10/24/2001""  ""14:10:00 a10/p10",1410,"10/24/2007""  ""14:10:00 a10/p10",14:10,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,07009662,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,[$-409]10/24/07 19:54 a10/p10,10/24/07,07/10/24 ,[$-409]10/24/07 17:45 a10/p10,1745,[$-409]10/24/07 19:00 a10/p10,17:45,16,893634.74199999997,505003.36800000002,,
1239 THEO DICKINSON DR,RT921,07009666,1,FDD,FD SICK/INJURED PERSON,07U,[$-409]10/25/07 01:24 a10/p10,10/25/07,07/10/25 ,[$-409]10/25/07 00:05 a10/p10,0005,[$-409]10/25/07 00:32 a10/p10,0.003472,#N/A,#N/A,#N/A,,
1231 THEO DICKINSON DR,MT904,07009669,1,FDD,FD SICK/INJURED PERSON,07U,"10/25/2007""  ""03:41:00 a10/p10",10/25/07,07/10/25 ,"10/25/2007""  ""03:38:00 a10/p10",0338,"10/25/2007""  ""03:38:00 a10/p10",03:37,#N/A,#N/A,#N/A,,
1252 MEMORIAL DR,158,07009673,1,FDC,FD OTHER FIRE,07U,"10/25/2007""  ""07:20:52 a10/p10",10/25/07,07/10/25 ,"10/25/2007""  ""07:00:00 a10/p10",0700,"10/25/2007""  ""07:00:00 a10/p10",07:00,17,893876.15800000005,505263.125,,
1210 STANFORD DR,,07009690,1,FAL,FAMILY MISSING PERSON RECOVERY,07U,"10/25/2007""  ""11:00:00 a10/p10",10/25/07,07/10/25 ,"10/21/2007""  ""12:00:00 a10/p10",1200,"10/25/2007""  ""10:34:00 a10/p10",12:00,#N/A,#N/A,#N/A,,
1540 LEVANTE AV,,07009694,1,VAA,VANDALISM TO STRUCTURE,07U,[$-409]10/25/07 14:34 a10/p10,10/25/07,07/10/25 ,[$-409]10/24/07 20:00 a10/p10,2000,[$-409]10/25/07 14:00 a10/p10,20:00,92,892004.78300000005,501116.19300000003,,
5500 SAN AMARO DR,,07009703,1,THC,THEFT FROM MOTOR VEHICLE,07U,[$-409]10/25/07 18:00 a10/p10,10/25/07,07/10/25 ,[$-409]10/23/07 08:00 a10/p10,0800,[$-409]10/23/07 16:30 a10/p10,08:00,#N/A,#N/A,#N/A,,
5183 PONCE DE LEON BLVD,,07009746,1,THC,THEFT FROM MOTOR VEHICLE,07U,"10/26/2007""  ""18:30:00 a10/p10",10/26/07,07/10/26 ,"10/23/2007""  ""07:00:00 a10/p10",0700,"10/23/2007""  ""19:00:00 a10/p10",07:00,49,895569.78700000001,504323.94,,
1244 STANFORD DR,,07009747,1,PRB,PROPERTY LOST,07U,[$-409]10/26/07 19:25 a10/p10,10/26/07,07/10/26 ,[$-409]10/26/07 10:00 a10/p10,1000,[$-409]10/26/07 17:00 a10/p10,10:00,45,895022.70700000005,504471.212,,
1311 MILLER DR,,07009770,1,THC,THEFT FROM MOTOR VEHICLE,07U,"10/27/2007""  ""13:26:00 a10/p10",10/27/07,07/10/27 ,"10/27/2007""  ""08:55:00 a10/p10",0855,"10/27/2007""  ""13:10:00 a10/p10",08:55,#N/A,#N/A,#N/A,,
1211 THEO DICKINSON DR,232,07009773,1,SCE,SIMPLE HARASSMENT,07U,[$-409]10/27/07 15:36 a10/p10,10/27/07,07/10/27 ,[$-409]06/25/07 00:00 a06/p06,0000,[$-409]10/26/07 17:00 a10/p10,00:00,#N/A,#N/A,#N/A,,
5638 GEORGE E MERRICK ST,,07009777,1,THC,THEFT FROM MOTOR VEHICLE,07U,"10/27/2007""  ""17:42:51 a10/p10",10/27/07,07/10/27 ,"10/27/2007""  ""00:00:00 a10/p10",0000,"10/27/2007""  ""14:30:00 a10/p10",00:00,#N/A,#N/A,#N/A,,
5638 GEORGE E MERRICK ST,,07009778,1,THC,THEFT FROM MOTOR VEHICLE,07U,[$-409]10/27/07 19:26 a10/p10,10/27/07,07/10/27 ,[$-409]10/13/07 15:00 a10/p10,1500,[$-409]10/14/07 19:00 a10/p10,15:00,#N/A,#N/A,#N/A,,
5185 PONCE DE LEON BLVD,610,07009782,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"10/27/2007""  ""21:50:00 a10/p10",10/27/07,07/10/27 ,"10/27/2007""  ""16:30:00 a10/p10",1630,"10/27/2007""  ""20:45:00 a10/p10",16:30,#N/A,#N/A,#N/A,,
1239 THEO DICKINSON DR,,07009789,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,"10/28/2007""  ""03:19:29 a10/p10",10/28/07,07/10/28 ,"10/28/2007""  ""02:40:28 a10/p10",0240,"10/28/2007""  ""02:45:29 a10/p10",02:40,#N/A,#N/A,#N/A,,
5638 GEORGE E MERRICK ST,,07009803,1,ZOA,TRESPASS WARNING,07U,"10/28/2007""  ""20:54:00 a10/p10",10/28/07,07/10/28 ,"10/28/2007""  ""20:12:00 a10/p10",2012,"10/28/2007""  ""20:12:00 a10/p10",20:12,#N/A,#N/A,#N/A,,
5638 GEORGE E MERRICK ST,,07009803,1,ZOB,TRESPASS WARNING,07U,[$-409]10/28/07 20:54 a10/p10,10/28/07,07/10/28 ,[$-409]10/28/07 20:12 a10/p10,2012,[$-409]10/28/07 20:12 a10/p10,20:12,#N/A,#N/A,#N/A,,
1241 THEO DICKINSON DR,,07009817,1,PRB,PROPERTY LOST,07U,"10/29/2007""  ""11:27:12 a10/p10",10/29/07,07/10/29 ,"10/26/2007""  ""13:45:00 a10/p10",1345,"10/26/2007""  ""15:45:00 a10/p10",13:45,81,892858.31700000004,503002.52299999999,,
5500 SAN AMARO DR,BLK,07009819,1,THC,THEFT FROM MOTOR VEHICLE,07U,[$-409]10/29/07 12:02 a10/p10,10/29/07,07/10/29 ,[$-409]10/28/07 22:00 a10/p10,2200,[$-409]10/29/07 11:30 a10/p10,22:00,#N/A,#N/A,#N/A,,
1204 THEO DICKINSON DR,,07009827,1,ZOA,TRESPASS WARNING,07U,[$-409]10/29/07 13:56 a10/p10,10/29/07,07/10/29 ,[$-409]10/29/07 13:45 a10/p10,1345,[$-409]10/29/07 13:50 a10/p10,13:45,61,893997.68799999997,503562.033,,
5616 GEORGE E MERRICK ST,22A,07009829,1,THK,THEFT OTHER,07U,"10/29/2007""  ""15:26:25 a10/p10",10/29/07,07/10/29 ,"10/28/2007""  ""23:30:00 a10/p10",2330,"10/29/2007""  ""08:45:00 a10/p10",23:30,#N/A,#N/A,#N/A,,
1101 STANFORD DR,328,07009834,1,SCB,SIMPLE ASSAULT / THREATS,07U,[$-409]10/29/07 19:49 a10/p10,10/29/07,07/10/29 ,[$-409]10/29/07 17:00 a10/p10,1700,[$-409]10/29/07 19:00 a10/p10,17:00,#N/A,#N/A,#N/A,,
1111 MEMORIAL DR,306,07009835,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"10/29/2007""  ""20:58:07 a10/p10",10/29/07,07/10/29 ,"10/29/2007""  ""19:40:00 a10/p10",1940,"10/29/2007""  ""20:30:00 a10/p10",19:40,18,894105.66599999997,505505.27299999999,,
"5150 BRUNSON DR, LIRC",,07009845,1,FDD,FD INJURED PERSON,07U,[$-409]10/30/07 09:34 a10/p10,10/30/07,07/10/30 ,[$-409]10/30/07 09:25 a10/p10,0925,[$-409]10/30/07 09:34 a10/p10,09:25,22,894535.49300000002,505370.87,,
1301 STANFORD DR,,07009848,1,VAB,VANDALISM TO VEHICLE,07U,[$-409]10/30/07 09:56 a10/p10,10/30/07,07/10/30 ,[$-409]10/23/07 11:00 a10/p10,1100,[$-409]10/23/07 15:15 a10/p10,11:00,50,894666.745,504343.22399999999,,
1241 THEO DICKINSON DR,,07009851,1,AGA,AGGRAVATED ASSAULT,07U,[$-409]10/30/07 10:54 a10/p10,10/30/07,07/10/30 ,[$-409]10/30/07 10:15 a10/p10,1015,[$-409]10/30/07 10:15 a10/p10,10:15,81,892858.31700000004,503002.52299999999,,
5100 BRUNSON DR,,07009863,1,PRC,PROPERTY DAMAGED,07U,"10/30/2007""  ""14:40:00 a10/p10",10/30/07,07/10/30 ,"10/30/2007""  ""11:23:00 a10/p10",1123,"10/30/2007""  ""14:00:00 a10/p10",11:23,#N/A,#N/A,#N/A,,
5185 PONCE DE LEON BLVD,,07009869,1,PRB,PROPERTY LOST,07U,[$-409]10/30/07 16:04 a10/p10,10/30/07,07/10/30 ,[$-409]09/20/07 00:00 a09/p09,0000,[$-409]10/30/07 15:30 a10/p10,00:00,#N/A,#N/A,#N/A,,
5665 PONCE DE LEON BLVD,,07009885,1,SCE,SIMPLE HARASSMENT,07U,[$-409]10/31/07 08:54 a10/p10,10/31/07,07/10/31 ,[$-409]08/30/07 12:00 a08/p08,1200,[$-409]10/31/07 07:48 a10/p10,12:00,#N/A,#N/A,#N/A,,
1101 STANFORD DR,    326,07009892,1,SCB,SIMPLE ASSAULT / THREATS,07U,"10/31/2007""  ""11:30:00 a10/p10",10/31/07,07/10/31 ,"10/31/2007""  ""10:45:00 a10/p10",1045,"10/31/2007""  ""11:16:00 a10/p10",10:45,#N/A,#N/A,#N/A,,
5183 PONCE DE LEON BLVD,,07009903,1,THC,THEFT FROM MOTOR VEHICLE,07U,[$-409]10/31/07 14:50 a10/p10,10/31/07,07/10/31 ,[$-409]10/30/07 23:30 a10/p10,2330,[$-409]10/31/07 14:15 a10/p10,23:30,49,895569.78700000001,504323.94,,
1223 THEO DICKINSON DR,,07009904,1,FDD,FD INJURED PERSON,07U,"10/31/2007""  ""15:30:30 a10/p10",10/31/07,07/10/31 ,"10/31/2007""  ""15:05:00 a10/p10",1505,"10/31/2007""  ""15:07:00 a10/p10",15:04,#N/A,#N/A,#N/A,,
1111 MEMORIAL DR,,07009928,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"11/ 1/2007""  ""00:00:00 a11/p11",11/01/07,07/11/01 ,"11/ 1/2007""  ""00:00:00 a11/p11",0920,"11/ 1/2007""  ""00:00:00 a11/p11",09:20,18,894105.66599999997,505505.27299999999,,
5200 UNIVERSITY DR,,07009935,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"11/ 1/2007""  ""00:00:00 a11/p11",11/01/07,07/11/01 ,"11/ 1/2007""  ""00:00:00 a11/p11",1110,"11/ 1/2007""  ""00:00:00 a11/p11",11:10,26,894776.12800000003,505230.76899999997,,
5615 PAVIA ST,,07009931,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"11/ 1/2007""  ""00:00:00 a11/p11",11/01/07,07/11/01 ,"11/ 1/2007""  ""00:00:00 a11/p11",1015,"11/ 1/2007""  ""00:00:00 a11/p11",10:15,54,894485.30200000003,503768.17499999999,,
1200 THEO DICKINSON DR,BLK,07009938,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"11/ 1/2007""  ""00:00:00 a11/p11",11/01/07,07/11/01 ,"11/ 1/2007""  ""00:00:00 a11/p11",1242,"11/ 1/2007""  ""00:00:00 a11/p11",12:42,#N/A,#N/A,#N/A,,
1211 THEO DICKINSON DR,,07009948,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"11/ 1/2007""  ""00:00:00 a11/p11",11/01/07,07/11/01 ,"11/ 1/2007""  ""00:00:00 a11/p11",1500,"11/ 1/2007""  ""00:00:00 a11/p11",15:00,#N/A,#N/A,#N/A,,
1200 STANFORD DR,BLK,07009919,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,[$-409]11/ 1/07 02:24 a11/p11,11/01/07,07/11/01 ,[$-409]11/ 1/07 02:24 a11/p11,0224,[$-409]11/ 1/07 02:24 a11/p11,0.1,#N/A,#N/A,#N/A,,
