Address1,Apt,Case,Pri_Offens,Off_Code,Offense,tract,DATEofReport,date_occ,hour_occ,date_fnd,hour_fnd,FID,X,Y,Donxees,Donyees
1320 CAMPO SANO AV,,09001274,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2009-02-16,2009-02-16,1432,2009-02-16,1432,,,,,
1320 CAMPO SANO AV,,09001274,2,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,2009-02-16,2009-02-16,1432,2009-02-16,1432,,,,,
1320 CAMPO SANO AV,,09001274,2,ZOA,TRESPASS WARNING,07U,2009-02-16,2009-02-16,1432,2009-02-16,1432,,,,,
1241 THEO DICKINSON DR,,09001284,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-02-16,2009-02-16,1930,2009-02-16,1930,81,892858.31700000004,503002.52299999999,,
5615 PAVIA ST,,09001336,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-18,2009-02-18,1146,2009-02-18,1146,54,894485.30200000003,503768.17499999999,,
5050 BRUNSON DR,,09001343,1,THK,THEFT OTHER,07U,2009-02-18,2009-02-18,1330,2009-02-18,1330,20,894420.18700000003,505665.27899999998,,
1530 LIGURIA AV,,09001364,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2009-02-19,2009-02-19,0600,2009-02-19,0600,,,,,
1530 LIGURIA AV,,09001364,2,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,2009-02-19,2009-02-19,0600,2009-02-19,0600,,,,,
1530 LIGURIA AV,,09001364,2,ZOK,SPECIAL INVESTIGATION,07U,2009-02-19,2009-02-19,0600,2009-02-19,0600,,,,,
1530 LIGURIA AV,L,09001366,2,DRB,DRUG SALE CONTROLLED SUBSTANCE,07U,2009-02-19,2009-02-19,0949,2009-02-19,0949,,,,,
1530 LIGURIA AV,L,09001366,1,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,2009-02-19,2009-02-19,0949,2009-02-19,0949,,,,,
1530 LIGURIA AV,L,09001366,2,ZOK,SPECIAL INVESTIGATION,07U,2009-02-19,2009-02-19,0949,2009-02-19,0949,,,,,
1530 LIGURIA AV,,09001365,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2009-02-19,2009-02-19,0815,2009-02-19,0815,,,,,
1530 LIGURIA AV,,09001365,2,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,2009-02-19,2009-02-19,0815,2009-02-19,0815,,,,,
1530 LIGURIA AV,,09001365,2,ZOK,SPECIAL INVESTIGATION,07U,2009-02-19,2009-02-19,0815,2009-02-19,0815,,,,,
1244 STANFORD DR,,09001368,1,SCB,SIMPLE ASSAULT / THREATS,07U,2009-02-19,2009-02-19,0959,2009-02-19,0959,45,895022.70700000005,504471.212,,
1306 STANFORD DR,,09001376,1,THK,THEFT OTHER,07U,2009-02-19,2009-02-19,0750,2009-02-19,0750,31,893821.40300000005,504487.02600000001,,
5501 SAN AMARO DR,,09001387,1,TVE,THEFT OF BICYCLE,07U,2009-02-19,2009-02-19,1845,2009-02-19,1845,,,,,
1231 THEO DICKINSON DR,,09001388,1,ZOA,TRESPASS WARNING,07U,2009-02-19,2009-02-19,2345,2009-02-19,2345,,,,,
1241 THEO DICKINSON DR,,09001396,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-20,2009-02-20,1032,2009-02-20,1032,81,892858.31700000004,503002.52299999999,,
5100 BRUNSON DR,,09001402,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-20,2009-02-20,1325,2009-02-20,1325,,,,,
1231 THEO DICKINSON DR,,09001389,1,DIB,DISTURBANCE OTHER,07U,2009-02-20,2009-02-19,2130,2009-02-19,2130,,,,,
1200 THEO DICKINSON DR,BLK,09001393,1,ZOA,TRESPASS WARNING,07U,2009-02-20,2009-02-20,0854,2009-02-20,0854,,,,,
1111 MEMORIAL DR,,09001398,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2009-02-20,2009-02-20,1025,2009-02-20,1025,18,894105.66599999997,505505.27299999999,,
1111 MEMORIAL DR,,09001398,2,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-20,2009-02-20,1025,2009-02-20,1025,18,894105.66599999997,505505.27299999999,,
1306 STANFORD DR,,09001449,1,ZOA,TRESPASS WARNING,07U,2009-02-23,2009-02-22,2005,2009-02-22,2005,31,893821.40300000005,504487.02600000001,,
1231 THEO DICKINSON DR,,09001450,1,VAC,VANDALISM TO PROPERTY,07U,2009-02-23,2009-02-22,2300,2009-02-23,2300,,,,,
5501 SAN AMARO DR,,09001483,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-24,2009-02-24,1145,2009-02-24,1145,,,,,
1306 STANFORD DR,,09001478,1,THK,THEFT OTHER,07U,2009-02-24,2009-02-18,2130,2009-02-19,2130,31,893821.40300000005,504487.02600000001,,
5801 SAN AMARO DR,,09001488,1,ZOA,TRESPASS WARNING,07U,2009-02-24,2009-02-24,1153,2009-02-24,1153,,,,,
5200 BRUNSON DR,,09001521,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-25,2009-02-25,1454,2009-02-25,1454,24,894706.67700000003,505424.42,,
1365 MEMORIAL DR,,09001515,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-25,2009-02-25,1009,2009-02-25,1009,,,,,
5821 SAN AMARO DR,,09001524,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-25,2009-02-25,1601,2009-02-25,1601,,,,,
1101 STANFORD DR,737,09001510,2,DIA,DISTURBANCE DOMESTIC,07U,2009-02-25,2009-02-24,2355,2009-02-25,2355,,,,,
1101 STANFORD DR,737,09001510,1,SCE,SIMPLE HARASSMENT,07U,2009-02-25,2009-02-24,2355,2009-02-25,2355,,,,,
1101 STANFORD DR,737,09001510,2,ZOA,TRESPASS WARNING,07U,2009-02-25,2009-02-24,2355,2009-02-25,2355,,,,,
1101 STANFORD DR,,09001518,1,TVE,THEFT OF BICYCLE,07U,2009-02-25,2009-02-24,2000,2009-02-25,2000,,,,,
1300 MEMORIAL DR,,09001503,1,ZOA,TRESPASS WARNING,07U,2009-02-25,2009-02-24,1710,2009-02-24,1710,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,09001546,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-26,2009-02-26,1415,2009-02-26,1415,16,893634.74199999997,505003.36800000002,,
1244 STANFORD DR,,09001536,1,PRB,PROPERTY LOST,07U,2009-02-26,2009-02-25,1500,2009-02-25,1500,45,895022.70700000005,504471.212,,
1239 THEO DICKINSON DR,WT208,09001545,2,DIA,DISTURBANCE DOMESTIC,07U,2009-02-26,2009-02-22,1800,2009-02-26,1800,,,,,
1239 THEO DICKINSON DR,WT208,09001545,1,SCA,SIMPLE BATTERY,07U,2009-02-26,2009-02-22,1800,2009-02-26,1800,,,,,
1239 THEO DICKINSON DR,WT208,09001545,2,ZOA,TRESPASS WARNING,07U,2009-02-26,2009-02-22,1800,2009-02-26,1800,,,,,
1239 THEO DICKINSON DR,WT208,09001545,2,ZOD,INCIDENT REPORT,07U,2009-02-26,2009-02-22,1800,2009-02-26,1800,,,,,
1541 BRESCIA AV,,09001569,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-02-27,2009-02-27,1038,2009-02-27,1038,100,891661.20299999998,501694.89199999999,,
1239 THEO DICKINSON DR,WT917,09001572,1,BUA,BURGLARY RESIDENTIAL,07U,2009-02-27,2009-02-26,0845,2009-02-26,0845,,,,,
1239 THEO DICKINSON DR,WT917,09001572,2,THM,THEFT FROM BURGLARY,07U,2009-02-27,2009-02-26,0845,2009-02-26,0845,,,,,
1215 THEO DICKINSON DR,,09001582,1,SCB,SIMPLE ASSAULT / THREATS,07U,2009-02-27,2009-02-27,1230,2009-02-27,1230,,,,,
1215 THEO DICKINSON DR,,09001582,2,SCE,SIMPLE HARASSMENT,07U,2009-02-27,2009-02-27,1230,2009-02-27,1230,,,,,
1300 STANFORD DR,BLK,09001594,2,ALA,ALCOHOL JUVENILE VIOLATION,07U,2009-02-27,2009-02-27,1952,2009-02-27,1952,,,,,
1300 STANFORD DR,BLK,09001594,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2009-02-27,2009-02-27,1952,2009-02-27,1952,,,,,
1300 STANFORD DR,BLK,09001594,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2009-02-27,2009-02-27,1952,2009-02-27,1952,,,,,
1223 THEO DICKINSON DR,,09001595,1,ANB,ANIMAL BITE / ATTACK,07U,2009-02-27,2009-02-27,2225,2009-02-27,2225,,,,,
1213 WILLIAM E WALSH AV,42K,09001600,1,DCA,DISORDERLY CONDUCT / FIGHTING,07U,2009-02-28,2009-02-28,0420,2009-02-28,0420,59,894010.11800000002,503323.35100000002,,
1244 STANFORD DR,,09001618,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,2009-02-28,2009-02-28,1920,2009-02-28,1920,45,895022.70700000005,504471.212,,
1300 THEO DICKINSON DR,,09001624,1,ZOA,TRESPASS WARNING,07U,2009-03-01,2009-03-01,1128,2009-03-01,1128,90,893194.61100000003,502210.72700000001,,
1365 MEMORIAL DR,418,09001625,1,ZOE,SUSPICIOUS INCIDENT,07U,2009-03-01,2009-02-27,1630,2009-03-01,1630,,,,,
5616 PAVIA ST,,09001647,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-02,2009-03-02,1115,2009-03-02,1115,,,,,
5616 MERRICK ST,,09001646,1,ZOA,TRESPASS WARNING,07U,2009-03-02,2009-03-02,0910,2009-03-02,0910,,,,,
1565 LIGURIA AV,,09001653,1,VAC,VANDALISM TO PROPERTY,07U,2009-03-02,2009-02-08,1500,2009-03-01,1500,106,891560.51199999999,502214.28499999997,,
5500 SAN AMARO DR,,09001666,1,THK,THEFT OTHER,07U,2009-03-02,2009-03-01,1400,2009-03-01,1400,,,,,
1312 MILLER DR,,09001674,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-03-03,2009-02-23,0900,2009-02-27,0900,34,893200.60100000002,504423.66399999999,,
5501 SAN AMARO DR,,09001683,1,ZOA,TRESPASS WARNING,07U,2009-03-03,2009-03-03,1245,2009-03-03,1245,,,,,
"5150 BRUNSON DR, LIRC",,09001690,1,ZOD,INCIDENT REPORT,07U,2009-03-03,2009-03-02,1730,2009-03-02,1730,22,894535.49300000002,505370.87,,
5202 UNIVERSITY DR,120,09001692,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-03-03,2009-02-25,1130,2009-02-26,1130,27,894455.40899999999,504947.43699999998,,
1245 DAUER DR,,09001721,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-04,2009-03-04,1408,2009-03-04,1408,65,893424.071,502854.73300000001,,
1241 THEO DICKINSON DR,,09001723,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-03-04,2009-03-03,2145,2009-03-03,2145,81,892858.31700000004,503002.52299999999,,
1520 LIGURIA AV,,09001741,1,VAC,VANDALISM TO PROPERTY,07U,2009-03-05,2009-03-04,0005,2009-03-04,0005,,,,,
5501 SAN AMARO DR,,09001745,1,PRB,PROPERTY LOST,07U,2009-03-05,2009-02-23,1100,2009-02-23,1100,,,,,
5185 PONCE DE LEON BLVD,,09001752,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2009-03-05,2009-03-05,1500,2009-03-05,1500,,,,,
1101 STANFORD DR,513,09001766,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2009-03-05,2009-03-05,1705,2009-03-05,1705,,,,,
1535 LEVANTE AV,,09001779,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-06,2009-03-06,0915,2009-03-06,0915,94,891627.89,501154.33500000002,,
5600 MERRICK ST,BLK,09001774,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2009-03-06,2009-03-06,0411,2009-03-06,0411,,,,,
5185 PONCE DE LEON BLVD,,09001783,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-03-06,2009-03-03,1630,2009-03-03,1630,,,,,
1241 THEO DICKINSON DR,,09001805,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-03-06,2009-03-06,1900,2009-03-06,1900,81,892858.31700000004,503002.52299999999,,
1215 THEO DICKINSON DR,,09001797,1,DIB,DISTURBANCE OTHER,07U,2009-03-06,2009-02-27,1245,2009-02-27,1245,,,,,
1101 STANFORD DR,,09001812,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,2009-03-07,2009-03-07,0150,2009-03-07,0150,,,,,
6100 SAN AMARO DR,,09001829,1,VAB,VANDALISM TO VEHICLE,07U,2009-03-07,2009-03-06,1800,2009-03-07,1800,,,,,
1231 THEO DICKINSON DR,,09001843,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,2009-03-08,2009-03-08,0355,2009-03-08,0355,,,,,
6100 SAN AMARO DR,,09001847,1,VAB,VANDALISM TO VEHICLE,07U,2009-03-08,2009-03-06,1700,2009-03-07,1700,,,,,
1560 LIGURIA AV,407,09001849,1,ZOD,INCIDENT REPORT,07U,2009-03-08,2009-03-08,2030,2009-03-08,2030,103,891566.97100000002,501944.41700000002,,
1101 STANFORD DR,752,09001853,1,DIB,DISTURBANCE OTHER,07U,2009-03-08,2009-03-08,2200,2009-03-08,2200,,,,,
1306 STANFORD DR,,09001904,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-03-10,2009-03-10,1345,2009-03-10,1345,31,893821.40300000005,504487.02600000001,,
1231 THEO DICKINSON DR,,09001918,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-11,2009-03-11,0026,2009-03-11,0026,,,,,
5501 SAN AMARO DR,,09001938,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-11,2009-03-11,1400,2009-03-11,1400,,,,,
1300 MEMORIAL DR,BLK,09001935,1,ZOD,INCIDENT REPORT,07U,2009-03-11,2009-03-03,1230,2009-03-03,1230,16,893634.74199999997,505003.36800000002,,
5850 SAN AMARO DR,RM 403D,09001952,1,ZOE,SUSPICIOUS INCIDENT,07U,2009-03-11,2009-03-10,2300,2009-03-11,2300,111,892024.495,502487.71799999999,,
5100 BRUNSON DR,,09001962,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-12,2009-03-12,1102,2009-03-12,1102,,,,,
1550 BRESCIA AV,,09001967,1,FDD,FD SICK/INJURED PERSON,07U,2009-03-12,2009-03-12,1150,2009-03-12,1150,97,891684.67799999996,501443.87400000001,,
5202 UNIVERSITY DR,,09001964,1,ZOE,SUSPICIOUS INCIDENT,07U,2009-03-12,2009-03-11,1229,2009-03-12,1229,27,894455.40899999999,504947.43699999998,,
5500 SAN AMARO DR,BLK,09001969,1,THC,THEFT FROM MOTOR VEHICLE,07U,2009-03-12,2009-03-12,0900,2009-03-12,0900,,,,,
1231 THEO DICKINSON DR,,09001992,1,SCA,SIMPLE BATTERY,07U,2009-03-13,2009-03-13,0350,2009-03-13,0350,,,,,
1231 THEO DICKINSON DR,,09001992,2,ZOA,TRESPASS WARNING,07U,2009-03-13,2009-03-13,0350,2009-03-13,0350,,,,,
1101 STANFORD DR,,09001993,2,ALA,ALCOHOL JUVENILE VIOLATION,07U,2009-03-13,2009-03-13,0455,2009-03-13,0455,,,,,
1101 STANFORD DR,,09001993,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,2009-03-13,2009-03-13,0455,2009-03-13,0455,,,,,
1101 STANFORD DR,,09001993,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2009-03-13,2009-03-13,0455,2009-03-13,0455,,,,,
1231 THEO DICKINSON DR,MT218,09002015,1,BUA,BURGLARY RESIDENTIAL,07U,2009-03-13,2009-03-13,1230,2009-03-13,1230,,,,,
1231 THEO DICKINSON DR,MT218,09002015,2,THM,THEFT FROM BURGLARY,07U,2009-03-13,2009-03-13,1230,2009-03-13,1230,,,,,
1231 THEO DICKINSON DR,,09002033,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,2009-03-14,2009-03-14,0200,2009-03-14,0200,,,,,
1231 THEO DICKINSON DR,,09002033,2,FDD,FD SICK/INJURED PERSON,07U,2009-03-14,2009-03-14,0200,2009-03-14,0200,,,,,
1231 THEO DICKINSON DR,MT607,09002049,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,2009-03-15,2009-03-15,0245,2009-03-15,0245,,,,,
1245 DAUER DR,,09002082,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-16,2009-03-16,1451,2009-03-16,1451,65,893424.071,502854.73300000001,,
1241 THEO DICKINSON DR,,09002072,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-16,2009-03-16,0925,2009-03-16,0925,81,892858.31700000004,503002.52299999999,,
1525 ALBENGA AV,,09002074,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-16,2009-03-16,1023,2009-03-16,1023,109,891786.45900000003,502485.90500000003,,
6200 SAN AMARO DR,,09002081,1,THC,THEFT FROM MOTOR VEHICLE,07U,2009-03-16,2009-03-16,1255,2009-03-16,1255,96,892059.28200000001,501423.57299999997,,
1211 THEO DICKINSON DR,,09002106,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-17,2009-03-17,1057,2009-03-17,1057,,,,,
1231 THEO DICKINSON DR,,09002097,1,ZOM,INTOXICATED PERSON,07U,2009-03-17,2009-03-17,0100,2009-03-17,0100,,,,,
1100 STANFORD DR,BLK,09002099,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,2009-03-17,2009-03-17,0200,2009-03-17,0200,,,,,
1100 STANFORD DR,BLK,09002099,2,ZOM,INTOXICATED PERSON,07U,2009-03-17,2009-03-17,0200,2009-03-17,0200,,,,,
1590 SCODELLA AV,,09002100,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2009-03-17,2009-03-17,0810,2009-03-17,0810,102,891475.59199999995,501707.87099999998,,
1312 MILLER DR,,09002142,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-18,2009-03-18,1430,2009-03-18,1430,34,893200.60100000002,504423.66399999999,,
1312 MILLER DR,,09002143,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-18,2009-03-18,1400,2009-03-18,1400,34,893200.60100000002,504423.66399999999,,
1101 STANFORD DR,,09002204,2,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,2009-03-21,2009-03-21,0237,2009-03-21,0237,,,,,
1101 STANFORD DR,,09002204,1,VAC,VANDALISM TO PROPERTY,07U,2009-03-21,2009-03-21,0237,2009-03-21,0237,,,,,
1239 THEO DICKINSON DR,WT306,09002218,2,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2009-03-22,2009-03-21,1800,2009-03-21,1800,,,,,
1239 THEO DICKINSON DR,WT306,09002218,1,DRB,DRUG SALE CONTROLLED SUBSTANCE,07U,2009-03-22,2009-03-21,1800,2009-03-21,1800,,,,,
1239 THEO DICKINSON DR,WT306,09002218,2,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,2009-03-22,2009-03-21,1800,2009-03-21,1800,,,,,
1239 THEO DICKINSON DR,WT306,09002218,1,ZOA,TRESPASS WARNING,07U,2009-03-22,2009-03-21,1800,2009-03-21,1800,,,,,
1241 THEO DICKINSON DR,,09002234,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-03-22,2009-03-11,2200,2009-03-11,2200,81,892858.31700000004,503002.52299999999,,
1300 MEMORIAL DR,,09002237,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-03-22,2009-03-22,1640,2009-03-22,1640,16,893634.74199999997,505003.36800000002,,
1215 THEO DICKINSON DR,,09002254,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-23,2009-03-23,1105,2009-03-23,1105,,,,,
1241 THEO DICKINSON DR,,09002259,1,DIB,DISTURBANCE OTHER,07U,2009-03-23,2009-03-23,1215,2009-03-23,1215,81,892858.31700000004,503002.52299999999,,
1239 THEO DICKINSON DR,,09002281,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-24,2009-03-24,0950,2009-03-24,0950,,,,,
1245 DAUER DR,,09002290,1,ZOA,TRESPASS WARNING,07U,2009-03-24,2009-03-24,1430,2009-03-24,1430,65,893424.071,502854.73300000001,,
1241 THEO DICKINSON DR,,09002312,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-25,2009-03-25,1030,2009-03-25,1030,81,892858.31700000004,503002.52299999999,,
5600 PAVIA ST,,09002318,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-25,2009-03-25,1145,2009-03-25,1145,,,,,
1365 MEMORIAL DR,,09002327,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-25,2009-03-25,1440,2009-03-25,1440,,,,,
1365 MEMORIAL DR,,09002328,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-25,2009-03-25,1435,2009-03-25,1435,,,,,
1535 LEVANTE AV,,09002339,1,VAB,VANDALISM TO VEHICLE,07U,2009-03-25,2009-03-25,0001,2009-03-25,0001,94,891627.89,501154.33500000002,,
1241 THEO DICKINSON DR,,09002340,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-03-25,2009-03-25,2100,2009-03-25,2100,81,892858.31700000004,503002.52299999999,,
5050 BRUNSON DR,,09002364,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-26,2009-03-26,1435,2009-03-26,1435,20,894420.18700000003,505665.27899999998,,
1300 MEMORIAL DR,,09002355,1,PRB,PROPERTY LOST,07U,2009-03-26,2009-03-24,1530,2009-03-24,1530,16,893634.74199999997,505003.36800000002,,
1239 THEO DICKINSON DR,,09002365,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2009-03-26,2009-03-26,1546,2009-03-26,1546,,,,,
5616 GEORGE E MERRICK ST,22A,09002377,1,ZOM,INTOXICATED PERSON,07U,2009-03-27,2009-03-27,0028,2009-03-27,0028,,,,,
1231 THEO DICKINSON DR,,09002378,1,DCA,DISORDERLY CONDUCT / FIGHTING,07U,2009-03-27,2009-03-27,0315,2009-03-27,0315,,,,,
1231 THEO DICKINSON DR,,09002379,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2009-03-27,2009-03-27,0400,2009-03-27,0400,,,,,
1231 THEO DICKINSON DR,,09002379,1,ZOM,INTOXICATED PERSON,07U,2009-03-27,2009-03-27,0400,2009-03-27,0400,,,,,
1231 THEO DICKINSON DR,,09002386,1,FAL,FAMILY MISSING PERSON RECOVERY,07U,2009-03-27,2009-03-27,0910,2009-03-27,0910,,,,,
1231 THEO DICKINSON DR,,09002386,1,ZOA,TRESPASS WARNING,07U,2009-03-27,2009-03-27,0910,2009-03-27,0910,,,,,
1527 ALBENGA AV,,09002404,1,ZOM,INTOXICATED PERSON,07U,2009-03-27,2009-03-27,1923,2009-03-27,1923,110,891783.19900000002,502422.848,,
5600 GEORGE E MERRICK ST,BLK,09002412,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2009-03-28,2009-03-28,0518,2009-03-28,0518,,,,,
5600 GEORGE E MERRICK ST,BLK,09002412,2,XOS,LOITERING AND PROWLING /CURFEW VIOLATION,07U,2009-03-28,2009-03-28,0518,2009-03-28,0518,,,,,
5600 GEORGE E MERRICK ST,BLK,09002412,2,ZOA,TRESPASS WARNING,07U,2009-03-28,2009-03-28,0518,2009-03-28,0518,,,,,
5821 SAN AMARO DR,,09002449,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2009-03-29,2009-03-29,0900,2009-03-29,0900,,,,,
1570 LIGURIA AV,,09002452,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-29,2009-03-29,2020,2009-03-29,2020,104,891512.72,501942.45299999998,,
1223 THEO DICKINSON DR,,09002460,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-30,2009-03-30,1007,2009-03-30,1007,,,,,
5100 BRUNSON DR,,09002462,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-03-30,2009-03-30,1000,2009-03-30,1000,,,,,
1301 MEMORIAL DR,40,09002470,1,THL,THEFT FROM UNSECURED CONSTRUCTION SITE,07U,2009-03-30,2009-03-30,1237,2009-03-30,1237,7,893366.68200000003,505369.12400000001,,
1239 THEO DICKINSON DR,,09002464,1,TVE,THEFT OF BICYCLE,07U,2009-03-30,2009-03-27,1330,2009-03-28,1330,,,,,
1101 STANFORD DR,,09002472,1,TVE,THEFT OF BICYCLE,07U,2009-03-30,2009-03-26,2100,2009-03-27,2100,,,,,
5813 PONCE DE LEON BLVD,,09002341,1,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,2009-03-31,2009-03-26,0023,2009-03-26,0023,91,892276.28300000005,501189.15100000001,,
5813 PONCE DE LEON BLVD,,09002341,2,ZOB,WARRANT ARREST,07U,2009-03-31,2009-03-26,0023,2009-03-26,0023,91,892276.28300000005,501189.15100000001,,
5200 CARILLO ST,BLK,09002490,1,ANB,ANIMAL BITE / ATTACK,07U,2009-03-31,2009-03-31,0900,2009-03-31,0900,,,,,
1320 CAMPO SANO DR,335,09002491,1,ZOE,SUSPICIOUS INCIDENT,07U,2009-03-31,2009-03-30,1700,2009-03-31,1700,2,893382.26100000006,505799.98,,
1535 LEVANTE AV,,09002488,1,ZOD,INCIDENT REPORT,07U,2009-03-31,2009-03-31,0158,2009-03-31,0158,94,891627.89,501154.33500000002,,
5513 GEORGE E MERRICK ST,,09002496,1,FDD,FD SICK/INJURED PERSON,07U,2009-03-31,2009-03-31,1200,2009-03-31,1200,,,,,
1541 SCODELLA AV,BLK,09002504,1,THB,THEFT OF AUTO PART / ACCESSORY,07U,2009-03-31,2009-03-31,0900,2009-03-31,0900,,,,,
5800 SAN AMARO DR,BLK,09002510,1,SCA,SIMPLE BATTERY,07U,2009-03-31,2009-03-31,1830,2009-03-31,1830,,,,,
1231 THEO DICKINSON DR,MT 407,09002512,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2009-03-31,2009-03-31,1925,2009-03-31,1925,,,,,
1231 THEO DICKINSON DR,MT 407,09002512,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2009-03-31,2009-03-31,1925,2009-03-31,1925,,,,,
5500 SAN AMARO DR,BLK,09002513,1,SCA,SIMPLE BATTERY,07U,2009-03-31,2009-03-31,2000,2009-03-31,2000,,,,,
1211 THEO DICKINSON DR,,09002526,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2009-04-01,2009-04-01,1119,2009-04-01,1119,,,,,
5185 PONCE DE LEON BLVD,341,09002517,1,FRL,FRAUD OTHER JURISDICTION,07U,2009-04-01,2009-03-17,0001,2009-03-31,0001,,,,,
