Address1,Apt,Case,Pri_Offens,Off_Code,Offense,tract,date_rept,DATEofReport,REP_DATE,date_occ,hour_occ,date_fnd,hour_fnd,FID,X,Y,Donxees,Donyees
1231 THEO DICKINSON DR,,07001483,1,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,"02/18/2007""  ""18:00:00 a02/p02",02/18/07,07/02/18,"02/18/2007""  ""02:18:00 a02/p02",0218,"02/18/2007""  ""02:18:00 a02/p02",0.095833,,,,894285.000,506040.970
1101 STANFORD DR,623,07001491,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,"02/18/2007""  ""20:18:36 a02/p02",02/18/07,07/02/18,"02/18/2007""  ""20:18:35 a02/p02",2018,"02/18/2007""  ""20:18:36 a02/p02",20:18,,,,0.000,0.000
1301 STANFORD DR,,07001499,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/19/2007""  ""00:00:00 a02/p02",02/19/07,07/02/19,"02/19/2007""  ""00:00:00 a02/p02",1427,"02/19/2007""  ""00:00:00 a02/p02",14:27,50,894666.745,504343.22399999999,893582.810,505289.780
1311 MILLER DR,,07001500,1,PRB,PROPERTY LOST,07U,"02/19/2007""  ""14:44:20 a02/p02",02/19/07,07/02/19,"02/14/2007""  ""19:30:00 a02/p02",1930,"02/14/2007""  ""19:35:00 a02/p02",19:30,,,,893930.810,506169.750
5185 PONCE DE LEON BLVD,242,07001503,1,SCE,SIMPLE HARASSMENT,07U,"02/19/2007""  ""15:31:18 a02/p02",02/19/07,07/02/19,"02/13/2007""  ""17:00:00 a02/p02",1700,"02/13/2007""  ""17:01:00 a02/p02",17:00,,,,893288.190,503307.880
1300 MEMORIAL DR,,07001539,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/20/2007""  ""00:00:00 a02/p02",02/20/07,07/02/20,"02/20/2007""  ""00:00:00 a02/p02",1210,"02/20/2007""  ""00:00:00 a02/p02",12:10,16,893634.74199999997,505003.36800000002,895227.560,503603.810
5050 BRUNSON DR,,07001529,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/20/2007""  ""00:00:00 a02/p02",02/20/07,07/02/20,"02/20/2007""  ""00:00:00 a02/p02",1000,"02/20/2007""  ""00:00:00 a02/p02",10:00,20,894420.18700000003,505665.27899999998,894074.940,503721.690
5600 MILLER DR,,07001530,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/20/2007""  ""00:00:00 a02/p02",02/20/07,07/02/20,"02/20/2007""  ""00:00:00 a02/p02",1010,"02/20/2007""  ""00:00:00 a02/p02",10:10,,,,894074.940,503721.690
1252 MEMORIAL DR,,07001561,1,ZOD,INCIDENT REPORT,07U,"02/20/2007""  ""22:37:52 a02/p02",02/20/07,07/02/20,"02/20/2007""  ""17:00:00 a02/p02",1700,"02/20/2007""  ""22:33:00 a02/p02",17:00,17,893876.15800000005,505263.125,894137.680,503780.250
1330 MILLER DR,,07001563,1,THK,THEFT OTHER,07U,"02/20/2007""  ""22:49:28 a02/p02",02/20/07,07/02/20,"02/20/2007""  ""21:30:00 a02/p02",2130,"02/20/2007""  ""22:49:00 a02/p02",21:30,32,893531.48600000003,504366.55300000001,893255.060,504941.780
1111 MEMORIAL DR,,07001594,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/21/2007""  ""00:00:00 a02/p02",02/21/07,07/02/21,"02/21/2007""  ""00:00:00 a02/p02",1510,"02/21/2007""  ""00:00:00 a02/p02",15:10,18,894105.66599999997,505505.27299999999,894689.880,504124.530
1244 THEO DICKINSON DR,,07001572,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/21/2007""  ""00:00:00 a02/p02",02/21/07,07/02/21,"02/21/2007""  ""00:00:00 a02/p02",0951,"02/21/2007""  ""00:00:00 a02/p02",09:51,,,,893149.690,503104.660
1320 CAMPO SANO AV,,07001580,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/21/2007""  ""00:00:00 a02/p02",02/21/07,07/02/21,"02/21/2007""  ""00:00:00 a02/p02",1236,"02/21/2007""  ""00:00:00 a02/p02",12:36,,,,893812.060,506200.880
1300 CAMPO SANO AV,,07001595,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/21/2007""  ""00:00:00 a02/p02",02/21/07,07/02/21,"02/21/2007""  ""00:00:00 a02/p02",1535,"02/21/2007""  ""00:00:00 a02/p02",15:35,,,,894689.880,504124.530
1203 THEO DICKINSON DR,41K,07001596,1,FRC,FRAUD BY CONFIDENCE GAME,07U,"02/21/2007""  ""15:21:54 a02/p02",02/21/07,07/02/21,"01/10/2007""  ""12:00:00 a01/p01",1200,"02/21/2007""  ""15:21:00 a02/p02",12:00,,,,894179.500,506143.780
1203 THEO DICKINSON DR,41K,07001596,2,FRE,FRAUD BY IDENTITY THEFT / IMPERSONATION,07U,"02/21/2007""  ""15:21:54 a02/p02",02/21/07,07/02/21,"01/10/2007""  ""12:00:00 a01/p01",1200,"02/21/2007""  ""15:21:00 a02/p02",12:00,,,,893303.880,503282.280
1200 THEO DICKINSON DR,BLK,07001606,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,"02/22/2007""  ""00:00:00 a02/p02",02/22/07,07/02/22,"02/22/2007""  ""00:00:00 a02/p02",0000,"02/22/2007""  ""00:00:00 a02/p02",00:00,,,,893303.880,503282.280
1301 STANFORD DR,,07001620,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/22/2007""  ""00:00:00 a02/p02",02/22/07,07/02/22,"02/22/2007""  ""00:00:00 a02/p02",1217,"02/22/2007""  ""00:00:00 a02/p02",12:16,50,894666.745,504343.22399999999,892136.930,502902.210
5821 SAN AMARO DR,,07001619,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/22/2007""  ""00:00:00 a02/p02",02/22/07,07/02/22,"02/22/2007""  ""00:00:00 a02/p02",1112,"02/22/2007""  ""00:00:00 a02/p02",11:12,,,,892136.930,502902.210
5000 BRUNSON DR,BLK,07001627,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/22/2007""  ""00:00:00 a02/p02",02/22/07,07/02/22,"02/22/2007""  ""00:00:00 a02/p02",1533,"02/22/2007""  ""00:00:00 a02/p02",15:33,,,,894667.940,504124.660
1311 MILLER DR,,07001641,1,ZOD,INCIDENT REPORT,07U,"02/22/2007""  ""21:02:01 a02/p02",02/22/07,07/02/22,"02/22/2007""  ""21:02:00 a02/p02",2102,"02/22/2007""  ""21:02:01 a02/p02",21:02,,,,893881.060,503611.660
1238 THEO DICKINSON DR,,07001645,1,VAC,VANDALISM TO PERSONAL PROPERTY,07U,"02/23/2007""  ""00:13:53 a02/p02",02/23/07,07/02/23,"02/22/2007""  ""23:15:00 a02/p02",2315,"02/22/2007""  ""23:15:00 a02/p02",23:15,64,893333.80900000001,503125.55,895346.880,503851.810
5900 SAN AMARO DR,BLK,07001682,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,"02/24/2007""  ""01:55:00 a02/p02",02/24/07,07/02/24,"02/24/2007""  ""01:55:00 a02/p02",0155,"02/24/2007""  ""01:55:00 a02/p02",0.079861,,,,893424.250,504611.500
5900 SAN AMARO DR,BLK,07001682,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,"02/24/2007""  ""01:55:00 a02/p02",02/24/07,07/02/24,"02/24/2007""  ""01:55:00 a02/p02",0155,"02/24/2007""  ""01:55:00 a02/p02",0.079861,,,,893199.630,503231.970
1221 WILLIAM E WALSH AV,43D,07001686,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"02/24/2007""  ""05:14:19 a02/p02",02/24/07,07/02/24,"02/24/2007""  ""04:00:18 a02/p02",0400,"02/24/2007""  ""05:00:19 a02/p02",04:00,60,893899.23800000001,503195.21100000001,894135.560,503185.160
1239 THEO DICKINSON DR,,07001677,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,"02/24/2007""  ""22:44:00 a02/p02",02/24/07,07/02/24,"02/24/2007""  ""00:40:00 a02/p02",0040,"02/24/2007""  ""00:40:00 a02/p02",0.027778,,,,892161.250,502788.720
1200 THEO DICKINSON DR,BLK,07001684,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,"02/24/2007""  ""23:37:53 a02/p02",02/24/07,07/02/24,"02/24/2007""  ""03:00:01 a02/p02",0300,"02/24/2007""  ""03:05:53 a02/p02",03:00,,,,895153.380,503690.130
1200 THEO DICKINSON DR,BLK,07001684,2,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,"02/24/2007""  ""23:37:53 a02/p02",02/24/07,07/02/24,"02/24/2007""  ""03:00:01 a02/p02",0300,"02/24/2007""  ""03:05:53 a02/p02",03:00,,,,892161.250,502788.720
1306 STANFORD DR,,07001712,1,PRB,PROPERTY LOST,07U,"02/25/2007""  ""10:14:37 a02/p02",02/25/07,07/02/25,"02/24/2007""  ""19:00:00 a02/p02",1900,"02/24/2007""  ""19:40:00 a02/p02",19:00,31,893821.40300000005,504487.02600000001,893698.190,502569.410
1300 MEMORIAL DR,,07001760,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/26/2007""  ""00:00:00 a02/p02",02/26/07,07/02/26,"02/26/2007""  ""00:00:00 a02/p02",1328,"02/26/2007""  ""00:00:00 a02/p02",13:28,16,893634.74199999997,505003.36800000002,893582.810,505289.780
1111 MEMORIAL DR,,07001750,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/26/2007""  ""00:00:00 a02/p02",02/26/07,07/02/26,"02/26/2007""  ""00:00:00 a02/p02",1010,"02/26/2007""  ""00:00:00 a02/p02",10:10,18,894105.66599999997,505505.27299999999,893705.940,502575.750
1111 MEMORIAL DR,,07001761,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/26/2007""  ""00:00:00 a02/p02",02/26/07,07/02/26,"02/26/2007""  ""00:00:00 a02/p02",1345,"02/26/2007""  ""00:00:00 a02/p02",13:45,18,894105.66599999997,505505.27299999999,893255.630,504951.780
1245 DAUER DR,,07001739,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/26/2007""  ""00:00:00 a02/p02",02/26/07,07/02/26,"02/26/2007""  ""00:00:00 a02/p02",0930,"02/26/2007""  ""00:00:00 a02/p02",09:30,65,893424.071,502854.73300000001,893582.810,505289.780
1245 DAUER DR,,07001764,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/26/2007""  ""00:00:00 a02/p02",02/26/07,07/02/26,"02/26/2007""  ""00:00:00 a02/p02",1500,"02/26/2007""  ""00:00:00 a02/p02",15:00,65,893424.071,502854.73300000001,895227.560,503603.810
1150 STANFORD DR,,07001745,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/26/2007""  ""00:00:00 a02/p02",02/26/07,07/02/26,"02/26/2007""  ""00:00:00 a02/p02",0950,"02/26/2007""  ""00:00:00 a02/p02",09:50,133,894933.25600000005,503710.15,893698.190,502569.410
5821 SAN AMARO DR,,07001740,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/26/2007""  ""00:00:00 a02/p02",02/26/07,07/02/26,"02/26/2007""  ""00:00:00 a02/p02",0917,"02/26/2007""  ""00:00:00 a02/p02",09:17,,,,895227.560,503603.810
1211 THEO DICKINSON DR,,07001729,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/26/2007""  ""00:45:24 a02/p02",02/26/07,07/02/26,"02/25/2007""  ""23:50:23 a02/p02",2350,"02/25/2007""  ""23:54:24 a02/p02",23:50,,,,893705.940,502575.750
1245 DAUER DR,,07001778,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/27/2007""  ""00:00:00 a02/p02",02/27/07,07/02/27,"02/27/2007""  ""00:00:00 a02/p02",0950,"02/27/2007""  ""00:00:00 a02/p02",09:50,65,893424.071,502854.73300000001,893288.190,503307.880
1245 DAUER DR,,07001788,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/27/2007""  ""00:00:00 a02/p02",02/27/07,07/02/27,"02/27/2007""  ""00:00:00 a02/p02",1230,"02/27/2007""  ""00:00:00 a02/p02",12:30,65,893424.071,502854.73300000001,894285.000,506040.970
1101 STANFORD DR,,07001776,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/27/2007""  ""00:00:00 a02/p02",02/27/07,07/02/27,"02/27/2007""  ""00:00:00 a02/p02",0952,"02/27/2007""  ""00:00:00 a02/p02",09:52,,,,893147.190,503186.560
1101 STANFORD DR,,07001779,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/27/2007""  ""00:00:00 a02/p02",02/27/07,07/02/27,"02/27/2007""  ""00:00:00 a02/p02",0850,"02/27/2007""  ""00:00:00 a02/p02",08:50,,,,893147.190,503186.560
5050 BRUNSON DR,,07001816,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/28/2007""  ""00:00:00 a02/p02",02/28/07,07/02/28,"02/28/2007""  ""00:00:00 a02/p02",1025,"02/28/2007""  ""00:00:00 a02/p02",10:25,20,894420.18700000003,505665.27899999998,893371.630,502064.840
1241 THEO DICKINSON DR,,07001829,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/28/2007""  ""00:00:00 a02/p02",02/28/07,07/02/28,"02/28/2007""  ""00:00:00 a02/p02",1508,"02/28/2007""  ""00:00:00 a02/p02",15:08,81,892858.31700000004,503002.52299999999,893202.500,503207.000
1241 THEO DICKINSON DR,,07001830,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/28/2007""  ""00:00:00 a02/p02",02/28/07,07/02/28,"02/28/2007""  ""00:00:00 a02/p02",1508,"02/28/2007""  ""00:00:00 a02/p02",15:08,81,892858.31700000004,503002.52299999999,893172.310,503170.250
6100 SAN AMARO DR,,07001824,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/28/2007""  ""00:00:00 a02/p02",02/28/07,07/02/28,"02/28/2007""  ""00:00:00 a02/p02",1423,"02/28/2007""  ""00:00:00 a02/p02",14:23,,,,893172.310,503170.250
1241 THEO DICKINSON DR,,07001806,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,"02/28/2007""  ""01:29:01 a02/p02",02/28/07,07/02/28,"02/28/2007""  ""01:29:00 a02/p02",0129,"02/28/2007""  ""01:30:00 a02/p02",0.061806,81,892858.31700000004,503002.52299999999,894245.500,506085.060
1241 THEO DICKINSON DR,,07001806,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,"02/28/2007""  ""01:29:01 a02/p02",02/28/07,07/02/28,"02/28/2007""  ""01:29:00 a02/p02",0129,"02/28/2007""  ""01:29:00 a02/p02",0.061806,81,892858.31700000004,503002.52299999999,893172.310,503170.250
5600 PAVIA ST,,07001817,1,STC,STOLEN PROPERTY RECOVERY,07U,"02/28/2007""  ""10:50:00 a02/p02",02/28/07,07/02/28,"02/28/2007""  ""10:30:00 a02/p02",1030,"02/28/2007""  ""10:30:00 a02/p02",10:30,,,,893172.310,503170.250
1239 THEO DICKINSON DR,WT 1006,07001820,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,"02/28/2007""  ""12:32:00 a02/p02",02/28/07,07/02/28,"02/28/2007""  ""12:15:00 a02/p02",1215,"02/28/2007""  ""12:30:00 a02/p02",12:15,,,,893371.630,502064.840
5030 BRUNSON DR,RM 332,07001826,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"02/28/2007""  ""14:36:44 a02/p02",02/28/07,07/02/28,"02/15/2007""  ""00:00:00 a02/p02",0000,"02/28/2007""  ""14:00:00 a02/p02",00:00,19,894255.06599999999,505594.31900000002,893371.630,502064.840
1241 THEO DICKINSON DR,,07001839,2,FRD,FRAUD BY CREDIT CARD / ATM,07U,"02/28/2007""  ""17:53:52 a02/p02",02/28/07,07/02/28,"02/23/2007""  ""17:00:00 a02/p02",1700,"02/23/2007""  ""17:15:00 a02/p02",17:00,81,892858.31700000004,503002.52299999999,894342.620,504082.530
1241 THEO DICKINSON DR,,07001839,1,THK,THEFT OTHER,07U,"02/28/2007""  ""17:53:52 a02/p02",02/28/07,07/02/28,"02/23/2007""  ""17:00:00 a02/p02",1700,"02/23/2007""  ""17:15:00 a02/p02",17:00,81,892858.31700000004,503002.52299999999,895139.130,503690.500
5400 PONCE DE LEON BLVD,,07001844,1,ASA,ASSIST LAW AGENCY,07U,"02/28/2007""  ""20:49:44 a02/p02",02/28/07,07/02/28,"02/28/2007""  ""20:47:00 a02/p02",2047,"02/28/2007""  ""20:47:00 a02/p02",20:47,,,,893172.310,503170.250
5400 PONCE DE LEON BLVD,,07001844,2,FDD,FD INJURED PERSON,07U,"02/28/2007""  ""20:49:44 a02/p02",02/28/07,07/02/28,"02/28/2007""  ""20:47:00 a02/p02",2047,"02/28/2007""  ""20:47:00 a02/p02",20:47,,,,891856.880,502611.310
5050 BRUNSON DR,,07001864,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"03/ 1/2007""  ""00:00:00 a03/p03",03/01/07,07/03/01,"03/ 1/2007""  ""00:00:00 a03/p03",1020,"03/ 1/2007""  ""00:00:00 a03/p03",10:20,20,894420.18700000003,505665.27899999998,892176.190,501351.440
5050 BRUNSON DR,,07001878,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"03/ 1/2007""  ""00:00:00 a03/p03",03/01/07,07/03/01,"03/ 1/2007""  ""00:00:00 a03/p03",1340,"03/ 1/2007""  ""00:00:00 a03/p03",13:40,20,894420.18700000003,505665.27899999998,892176.190,501351.440
5050 BRUNSON DR,,07001880,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"03/ 1/2007""  ""00:00:00 a03/p03",03/01/07,07/03/01,"03/ 1/2007""  ""00:00:00 a03/p03",1425,"03/ 1/2007""  ""00:00:00 a03/p03",14:25,20,894420.18700000003,505665.27899999998,895234.060,503611.910
1100 STANFORD DR,,07001862,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"03/ 1/2007""  ""00:00:00 a03/p03",03/01/07,07/03/01,"03/ 1/2007""  ""00:00:00 a03/p03",0930,"03/ 1/2007""  ""00:00:00 a03/p03",09:30,,,,894285.000,506040.970
5200 PONCE DE LEON BLVD,BLK,07001851,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"03/ 1/2007""  ""01:02:26 a03/p03",03/01/07,07/03/01,"03/ 1/2007""  ""01:00:25 a03/p03",0100,"03/ 1/2007""  ""01:02:26 a03/p03",0.041667,,,,894285.000,506040.970
5400 PONCE DE LEON BLVD,,07001860,1,FDD,FD INJURED PERSON,07U,"03/ 1/2007""  ""09:50:56 a03/p03",03/01/07,07/03/01,"03/ 1/2007""  ""09:00:00 a03/p03",0900,"03/ 1/2007""  ""09:00:56 a03/p03",09:00,,,,894285.000,506040.970
1241 THEO DICKINSON DR,,07001893,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"03/ 1/2007""  ""18:44:13 a03/p03",03/01/07,07/03/01,"03/ 1/2007""  ""14:50:00 a03/p03",1450,"03/ 1/2007""  ""15:20:00 a03/p03",14:50,81,892858.31700000004,503002.52299999999,895227.560,503603.810
1507 LEVANTE AV,,07001905,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,"03/ 1/2007""  ""23:31:55 a03/p03",03/01/07,07/03/01,"03/ 1/2007""  ""23:31:00 a03/p03",2331,"03/ 1/2007""  ""23:31:00 a03/p03",23:31,95,891853.24100000004,501275.31300000002,893202.500,503207.000
1507 LEVANTE AV,,07001905,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,"03/ 1/2007""  ""23:31:55 a03/p03",03/01/07,07/03/01,"03/ 1/2007""  ""23:31:00 a03/p03",2331,"03/ 1/2007""  ""23:31:00 a03/p03",23:31,95,891853.24100000004,501275.31300000002,892147.750,502372.940
1535 CORNICHE AV,,07001906,1,THC,THEFT FROM MOTOR VEHICLE,07U,"03/ 2/2007""  ""01:07:52 a03/p03",03/02/07,07/03/02,"03/ 1/2007""  ""21:00:00 a03/p03",2100,"03/ 1/2007""  ""23:00:00 a03/p03",21:00,,,,893172.310,503170.250
1239 THEO DICKINSON DR,RT212,07001909,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,"03/ 2/2007""  ""04:07:35 a03/p03",03/02/07,07/03/02,"03/ 2/2007""  ""02:30:00 a03/p03",0230,"03/ 2/2007""  ""03:10:00 a03/p03",02:30,,,,894137.690,503780.250
5501 SAN AMARO DR,204A,07001918,1,ASA,ASSIST LAW AGENCY,07U,"03/ 2/2007""  ""07:14:07 a03/p03",03/02/07,07/03/02,"03/ 2/2007""  ""07:14:00 a03/p03",0714,"03/ 2/2007""  ""07:14:00 a03/p03",07:13,,,,895346.880,503851.810
1241 THEO DICKINSON DR,,07001927,1,THC,THEFT FROM MOTOR VEHICLE,07U,"03/ 2/2007""  ""14:05:52 a03/p03",03/02/07,07/03/02,"03/ 2/2007""  ""10:30:00 a03/p03",1030,"03/ 2/2007""  ""13:30:00 a03/p03",10:30,81,892858.31700000004,503002.52299999999,893303.880,503282.280
5900 SAN AMARO DR,BLK,07001935,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,"03/ 2/2007""  ""15:57:35 a03/p03",03/02/07,07/03/02,"03/ 2/2007""  ""15:52:34 a03/p03",1552,"03/ 2/2007""  ""15:56:35 a03/p03",15:52,,,,893254.750,504971.780
1265 DAUER DR,,07001965,1,DIB,DISTURBANCE OTHER,07U,"03/ 3/2007""  ""14:41:02 a03/p03",03/03/07,07/03/03,"03/ 3/2007""  ""14:30:00 a03/p03",1430,"03/ 3/2007""  ""14:30:00 a03/p03",14:30,,,,893254.750,504971.780
1101 STANFORD DR,446,07001979,1,ZOJ,BAKER / MARCHMAN ACT,07U,"03/ 3/2007""  ""23:06:24 a03/p03",03/03/07,07/03/03,"03/ 3/2007""  ""23:06:00 a03/p03",2306,"03/ 3/2007""  ""23:06:00 a03/p03",23:06,,,,892669.500,504245.340
1200 THEO DICKINSON DR,BLK,07001981,1,THC,THEFT FROM MOTOR VEHICLE,07U,"03/ 4/2007""  ""01:00:00 a03/p03",03/04/07,07/03/04,"03/ 3/2007""  ""16:00:00 a03/p03",1600,"03/ 4/2007""  ""00:51:00 a03/p03",16:00,,,,893881.060,503611.660
5185 PONCE DE LEON BLVD,235,07001996,1,SCE,SIMPLE HARASSMENT,07U,"03/ 4/2007""  ""14:43:16 a03/p03",03/04/07,07/03/04,"03/ 4/2007""  ""00:21:00 a03/p03",0021,"03/ 4/2007""  ""00:21:00 a03/p03",0.014583,,,,895227.560,503603.810
1231 THEO DICKINSON DR,MT 1206,07001997,1,SCE,SIMPLE HARASSMENT,07U,"03/ 4/2007""  ""15:22:14 a03/p03",03/04/07,07/03/04,"12/ 5/2006""  ""00:00:00 a12/p12",0000,"03/ 4/2007""  ""15:22:14 a03/p03",00:00,,,,894667.940,504124.660
1101 STANFORD DR,,07001999,1,VAB,VANDALISM TO VEHICLE,07U,"03/ 4/2007""  ""18:40:00 a03/p03",03/04/07,07/03/04,"03/ 4/2007""  ""04:00:00 a03/p03",0400,"03/ 4/2007""  ""18:30:00 a03/p03",04:00,,,,893254.750,504971.780
1306 STANFORD DR,,07002003,1,PRB,PROPERTY LOST,07U,"03/ 4/2007""  ""20:29:24 a03/p03",03/04/07,07/03/04,"02/28/2007""  ""18:00:23 a02/p02",1800,"02/28/2007""  ""18:05:00 a02/p02",18:00,31,893821.40300000005,504487.02600000001,893736.940,502522.000
1300 MEMORIAL DR,,07002018,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"03/ 5/2007""  ""00:00:00 a03/p03",03/05/07,07/03/05,"03/ 5/2007""  ""00:00:00 a03/p03",0925,"03/ 5/2007""  ""00:00:00 a03/p03",09:25,16,893634.74199999997,505003.36800000002,894245.500,506085.060
5615 PAVIA ST,,07002031,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"03/ 5/2007""  ""00:00:00 a03/p03",03/05/07,07/03/05,"03/ 5/2007""  ""00:00:00 a03/p03",1515,"03/ 5/2007""  ""00:00:00 a03/p03",15:15,54,894485.30200000003,503768.17499999999,892822.380,501564.190
1535 LEVANTE AV,,07002017,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"03/ 5/2007""  ""00:00:00 a03/p03",03/05/07,07/03/05,"03/ 5/2007""  ""00:00:00 a03/p03",0925,"03/ 5/2007""  ""00:00:00 a03/p03",09:25,94,891627.89,501154.33500000002,893202.500,503207.000
5185 STANFORD DR,,07002025,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"03/ 5/2007""  ""00:00:00 a03/p03",03/05/07,07/03/05,"03/ 5/2007""  ""00:00:00 a03/p03",1240,"03/ 5/2007""  ""00:00:00 a03/p03",12:40,,,,892215.310,503504.340
1101 STANFORD DR,,07002029,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"03/ 5/2007""  ""00:00:00 a03/p03",03/05/07,07/03/05,"03/ 5/2007""  ""00:00:00 a03/p03",1425,"03/ 5/2007""  ""00:00:00 a03/p03",14:25,,,,894842.250,504006.090
5030 BRUNSON DR,,07002032,1,FRL,FRAUD OTHER JURISDICTION,07U,"03/ 5/2007""  ""15:58:24 a03/p03",03/05/07,07/03/05,"02/ 1/2007""  ""12:00:00 a02/p02",1200,"02/21/2007""  ""12:00:02 a02/p02",12:00,19,894255.06599999999,505594.31900000002,0.000,0.000
1300 MEMORIAL DR,,07002033,1,PRB,PROPERTY LOST,07U,"03/ 5/2007""  ""16:40:25 a03/p03",03/05/07,07/03/05,"02/19/2007""  ""18:00:00 a02/p02",1800,"02/19/2007""  ""22:00:00 a02/p02",18:00,16,893634.74199999997,505003.36800000002,0.000,0.000
1300 MEMORIAL DR,,07002037,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"03/ 5/2007""  ""17:36:20 a03/p03",03/05/07,07/03/05,"03/ 5/2007""  ""17:20:00 a03/p03",1720,"03/ 5/2007""  ""17:30:00 a03/p03",17:20,16,893634.74199999997,505003.36800000002,894376.310,505924.030
1241 THEO DICKINSON DR,,07002050,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"03/ 6/2007""  ""00:00:00 a03/p03",03/06/07,07/03/06,"03/ 6/2007""  ""00:00:00 a03/p03",0915,"03/ 6/2007""  ""00:00:00 a03/p03",09:15,81,892858.31700000004,503002.52299999999,892677.440,504239.280
5100 BRUNSON DR,,07002051,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"03/ 6/2007""  ""00:00:00 a03/p03",03/06/07,07/03/06,"03/ 6/2007""  ""00:00:00 a03/p03",0930,"03/ 6/2007""  ""00:00:00 a03/p03",09:30,,,,893423.310,504641.500
1101 STANFORD DR,,07002052,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"03/ 6/2007""  ""00:00:00 a03/p03",03/06/07,07/03/06,"03/ 6/2007""  ""00:00:00 a03/p03",0915,"03/ 6/2007""  ""00:00:00 a03/p03",09:15,,,,0.000,0.000
