address,apt,case,primary_offense,offense_code,offense,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,fid,x,y
1239 THEO DICKINSON DR,,07011083,1,FDD,FD SICK/INJURED PERSON,2007-12-06,2007-12-06,0630,2007-12-06,0630,,,
5400 PONCE DE LEON BLVD,BLK,07011134,1,ZOD,INCIDENT REPORT,2007-12-07,2007-12-07,0630,2007-12-07,0630,,,
1320 S DIXIE HWY,,07011138,1,SCB,SIMPLE ASSAULT / THREATS,2007-12-07,2007-11-29,1630,2007-11-29,1630,,,
5501 SAN AMARO DR,,07011150,1,VAB,VANDALISM TO VEHICLE,2007-12-07,2007-12-04,0800,2007-12-04,0800,,,
1221 WILLIAM E WALSH AV,,07011155,1,PRC,PROPERTY DAMAGED,2007-12-07,2007-12-01,1600,2007-12-04,1600,60,893899.23800000001,503195.21100000001
5202 UNIVERSITY DR,,07011156,1,PRB,PROPERTY LOST,2007-12-07,2007-12-06,1600,2007-12-06,1600,27,894455.40899999999,504947.43699999998
1525 ALBENGA AV,BLDG 4,07011173,1,PRC,PROPERTY DAMAGED,2007-12-07,2007-12-07,2221,2007-12-07,2221,109,891786.45900000003,502485.90500000003
1101 STANFORD DR,,07011206,1,PRA,TRESPASSING,2007-12-09,2007-12-09,0420,2007-12-09,0420,,,
1101 STANFORD DR,,07011206,2,XOT,TRESPASSING,2007-12-09,2007-12-09,0420,2007-12-09,0420,,,
1203 WILLIAM E WALSH AV,,07011250,2,PRC,PROPERTY DAMAGED,2007-12-10,2007-12-08,2000,2007-12-10,2000,58,894141.21200000006,503428.23700000002
1228 THEO DICKINSON DR,,07011249,1,TVE,THEFT OF BICYCLE,2007-12-10,2007-12-06,2200,2007-12-07,2200,63,893509.95700000005,503319.49900000001
1365 MEMORIAL DR,,07011254,1,SCA,SIMPLE BATTERY,2007-12-10,2007-12-10,1815,2007-12-10,1815,,,
1365 MEMORIAL DR,,07011254,2,ZOE,SIMPLE BATTERY,2007-12-10,2007-12-10,1815,2007-12-10,1815,,,
1101 STANFORD DR,,07011256,1,THK,THEFT OTHER,2007-12-10,2007-12-07,0030,2007-12-10,0.020,,,
1306 STANFORD DR,N201,07011263,1,SCE,SIMPLE HARASSMENT,2007-12-11,2007-12-07,1620,2007-12-11,1619,31,893821.40300000005,504487.02600000001
5665 PONCE DE LEON BLVD,,07011278,1,ZOE,SUSPICIOUS INCIDENT,2007-12-11,2007-12-10,2214,2007-12-11,2214,,,
1245 DAUER DR,,07011283,2,FRD,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2007-12-11,2007-12-08,1700,2007-12-09,1700,65,893424.071,502854.73300000001
1245 DAUER DR,,07011283,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2007-12-11,2007-12-08,1700,2007-12-09,1700,65,893424.071,502854.73300000001
1239 THEO DICKINSON DR,,07011294,1,ZOJ,BAKER / MARCHMAN ACT,2007-12-12,2007-12-12,0720,2007-12-12,0719,,,
5185 PONCE DE LEON BLVD,,07011299,1,THB,THEFT OF AUTO PART / ACCESSORY,2007-12-12,2007-12-11,2300,2007-12-12,2300,,,
5185 PONCE DE LEON BLVD,,07011299,2,VAB,THEFT OF AUTO PART / ACCESSORY,2007-12-12,2007-12-11,2300,2007-12-12,2300,,,
1211 THEO DICKINSON DR,,07011319,1,FDC,FD OTHER FIRE,2007-12-12,2007-12-12,1945,2007-12-12,1945,,,
5600 GEORGE E MERRICK ST,21Q,07011329,1,ZOA,TRESPASS WARNING,2007-12-13,2007-12-13,0953,2007-12-13,0953,,,
1252 MEMORIAL DR,,07011346,1,FDD,FD INJURED PERSON,2007-12-13,2007-12-13,1459,2007-12-13,1459,17,893876.15800000005,505263.125
1213 WILLIAM E WALSH AV,,07011370,1,TVE,THEFT OF BICYCLE,2007-12-14,2007-12-13,2230,2007-12-14,2230,59,894010.11800000002,503323.35100000002
5800 PONCE DE LEON BLVD,BLK,07011390,1,VEA,VEHICLE DRIVING / BOATING UNDER THE INFLUENCE,2007-12-15,2007-12-15,0105,2007-12-15,0.045,,,
5800 PONCE DE LEON BLVD,BLK,07011390,2,VEC,VEHICLE DRIVING / BOATING UNDER THE INFLUENCE,2007-12-15,2007-12-15,0105,2007-12-15,0.045,,,
5665 PONCE DE LEON BLVD,,07011415,1,ZOA,TRESPASS WARNING,2007-12-16,2007-12-16,0406,2007-12-16,0405,,,
1251 MEMORIAL DR,,07011420,1,ZOA,TRESPASS WARNING,2007-12-16,2007-12-16,1237,2007-12-16,1237,,,
1252 MEMORIAL DR,,07011439,1,ZOE,SUSPICIOUS INCIDENT,2007-12-17,2007-12-17,1249,2007-12-17,1249,17,893876.15800000005,505263.125
1239 THEO DICKINSON DR,,07011465,1,FDC,FD OTHER FIRE,2007-12-17,2007-12-17,2215,2007-12-17,2215,,,
1245 DAUER DR,,07011521,1,ZOA,TRESPASS WARNING,2007-12-19,2007-12-19,1210,2007-12-19,1210,65,893424.071,502854.73300000001
5665 PONCE DE LEON BLVD,,07011544,1,ZOA,TRESPASS WARNING,2007-12-20,2007-12-20,0009,2007-12-20,0.006,,,
5501 SAN AMARO DR,,07011556,1,THC,THEFT FROM MOTOR VEHICLE,2007-12-20,2007-12-20,1130,2007-12-20,1130,,,
5501 SAN AMARO DR,,07011676,1,PRA,PROPERTY FOUND / IMPOUNDED,2007-12-25,2007-12-25,0300,2007-12-25,0300,,,
1570 LIGURIA AV,,07011713,1,VAC,VANDALISM TO PERSONAL PROPERTY,2007-12-27,2007-12-26,0700,2007-12-27,0700,104,891512.72,501942.45299999998
1252 MEMORIAL DR,401,07011717,1,THK,THEFT OTHER,2007-12-27,2007-12-01,0900,2007-12-27,0900,17,893876.15800000005,505263.125
1575 LIGURIA AV,203C,07011732,1,BUA,BURGLARY RESIDENTIAL,2007-12-27,2007-12-19,0000,2007-12-27,0000,105,891500.13199999998,502206.99300000002
1575 LIGURIA AV,203C,07011732,2,THK,BURGLARY RESIDENTIAL,2007-12-27,2007-12-19,0000,2007-12-27,0000,105,891500.13199999998,502206.99300000002
1241 THEO DICKINSON DR,,07011739,1,SCA,SIMPLE BATTERY,2007-12-27,2007-12-27,1730,2007-12-27,1730,81,892858.31700000004,503002.52299999999
5801 SAN AMARO DR,,07011789,1,THC,THEFT FROM MOTOR VEHICLE,2007-12-30,2007-12-30,1530,2007-12-30,1530,,,
1311 MILLER DR,F303,08000227,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2008-01-09,2007-12-26,1000,2008-01-04,1000,,,
5185 PONCE DE LEON BLVD,604,08000396,1,BUA,BURGLARY RESIDENTIAL,2008-01-15,2007-12-13,1700,2008-01-14,1700,,,
5185 PONCE DE LEON BLVD,604,08000396,2,THK,THEFT OTHER,2008-01-15,2007-12-13,1700,2008-01-14,1700,,,
1101 STANFORD DR,613,08000420,1,BUA,BURGLARY RESIDENTIAL,2008-01-16,2007-12-13,2100,2008-01-14,2100,,,
1101 STANFORD DR,613,08000420,2,THK,THEFT OTHER,2008-01-16,2007-12-13,2100,2008-01-14,2100,,,
5185 PONCE DE LEON BLVD,602,08000435,1,BUA,BURGLARY RESIDENTIAL,2008-01-16,2007-12-13,1700,2008-01-14,1700,,,
5185 PONCE DE LEON BLVD,602,08000435,2,THK,THEFT OTHER,2008-01-16,2007-12-13,1700,2008-01-14,1700,,,
5700 PONCE DE LEON BLVD,,08000640,1,THC,THEFT FROM MOTOR VEHICLE,2008-01-24,2007-12-09,1630,2007-12-09,1630,,,
5185 PONCE DE LEON BLVD,628,08000759,1,BUA,BURGLARY RESIDENTIAL,2008-01-28,2007-12-12,1900,2008-01-13,1900,,,
5185 PONCE DE LEON BLVD,628,08000759,2,THK,BURGLARY RESIDENTIAL,2008-01-28,2007-12-12,1900,2008-01-13,1900,,,
1306 STANFORD DR,,08000032,1,FRG,FRAUD BY UTTERING FORGERY,2008-01-02,2008-01-02,1536,2008-01-02,1536,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,08000032,2,FRG,FRAUD POSSESSION OF COUNTERFEIT,2008-01-02,2008-01-02,1536,2008-01-02,1536,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,08000032,1,FRH,FRAUD BY UTTERING FORGERY,2008-01-02,2008-01-02,1536,2008-01-02,1536,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,08000032,2,FRH,FRAUD BY UTTERING FORGERY,2008-01-02,2008-01-02,1536,2008-01-02,1536,31,893821.40300000005,504487.02600000001
1216 THEO DICKINSON DR,,08000058,2,SCE,VANDALISM TO VEHICLE,2008-01-03,2008-01-02,1930,2008-01-02,1930,62,893730.56900000002,503420.55200000003
1216 THEO DICKINSON DR,,08000058,1,VAB,VANDALISM TO VEHICLE,2008-01-03,2008-01-02,1930,2008-01-02,1930,62,893730.56900000002,503420.55200000003
5665 PONCE DE LEON BLVD,,08000097,1,VAB,VANDALISM TO VEHICLE,2008-01-04,2008-01-04,0001,2008-01-04,0.000,,,
1330 MILLER DR,,08000128,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2008-01-05,2008-01-05,2250,2008-01-05,2250,32,893531.48600000003,504366.55300000001
1330 MILLER DR,,08000131,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2008-01-06,2008-01-05,2250,2008-01-05,2250,32,893531.48600000003,504366.55300000001
1330 MILLER DR,,08000136,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2008-01-06,2008-01-05,2145,2008-01-05,2145,32,893531.48600000003,504366.55300000001
1330 MILLER DR,,08000136,1,THK,THEFT OTHER,2008-01-06,2008-01-05,2145,2008-01-05,2145,32,893531.48600000003,504366.55300000001
1330 MILLER DR,,08000136,2,VAC,VANDALISM TO PERSONAL PROPERTY,2008-01-06,2008-01-05,2145,2008-01-05,2145,32,893531.48600000003,504366.55300000001
1330 MILLER DR,,08000141,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2008-01-06,2008-01-05,2145,2008-01-05,2145,32,893531.48600000003,504366.55300000001
1330 MILLER DR,,08000141,1,VAC,VANDALISM TO PERSONAL PROPERTY,2008-01-06,2008-01-05,2145,2008-01-05,2145,32,893531.48600000003,504366.55300000001
1330 MILLER DR,,08000141,2,VAC,VANDALISM TO PERSONAL PROPERTY,2008-01-06,2008-01-05,2145,2008-01-05,2145,32,893531.48600000003,504366.55300000001
5183 PONCE DE LEON BLVD,,08000143,1,THC,THEFT FROM MOTOR VEHICLE,2008-01-06,2008-01-05,2140,2008-01-06,2140,49,895569.78700000001,504323.94
5616 GEORGE E MERRICK ST,,08000148,1,VAB,VANDALISM TO VEHICLE,2008-01-07,2008-01-06,2341,2008-01-06,2341,,,
5616 GEORGE E MERRICK ST,,08000148,1,ZOE,SUSPICIOUS INCIDENT,2008-01-07,2008-01-06,2341,2008-01-06,2341,,,
5050 BRUNSON DR,,08000170,1,THC,THEFT FROM MOTOR VEHICLE,2008-01-07,2008-01-07,0930,2008-01-07,0930,20,894420.18700000003,505665.27899999998
5821 SAN AMARO DR,278,08000172,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2008-01-07,2008-01-07,1000,2008-01-07,1000,,,
5500 SAN AMARO DR,BLK,08000188,1,XOT,TRESPASSING,2008-01-08,2008-01-08,1012,2008-01-08,1012,,,
5800 SAN AMARO DR,,08000197,1,VAA,VANDALISM TO STRUCTURE,2008-01-08,2008-01-07,1800,2008-01-08,1800,,,
5800 SAN AMARO DR,,08000197,2,VAB,VANDALISM TO STRUCTURE,2008-01-08,2008-01-07,1800,2008-01-08,1800,,,
1306 STANFORD DR,,08000215,1,THK,THEFT OTHER,2008-01-09,2008-01-09,0306,2008-01-09,0306,31,893821.40300000005,504487.02600000001
1239 THEO DICKINSON DR,,08000248,1,ZOA,TRESPASS WARNING,2008-01-10,2008-01-10,0045,2008-01-10,0.031,,,
6300 SAN AMARO DR,BLK,08000273,1,VEA,VEHICLE DRIVING / BOATING UNDER THE INFLUENCE,2008-01-11,2008-01-11,0110,2008-01-11,0.048,,,
6300 SAN AMARO DR,BLK,08000273,2,VEC,VEHICLE DRIVING / BOATING UNDER THE INFLUENCE,2008-01-11,2008-01-11,0110,2008-01-11,0.048,,,
5900 SAN AMARO DR,BLK,08000285,1,ZOE,SUSPICIOUS INCIDENT,2008-01-11,2008-01-11,0900,2008-01-11,0900,,,
1551 BRESCIA AV,,08000292,1,BUB,BURGLARY NON-RESIDENTIAL,2008-01-11,2008-01-11,1410,2008-01-11,1410,99,891580.03899999999,501686.75099999999
1551 BRESCIA AV,,08000292,2,THK,BURGLARY NON-RESIDENTIAL,2008-01-11,2008-01-11,1410,2008-01-11,1410,99,891580.03899999999,501686.75099999999
1551 BRESCIA AV,,08000292,2,XOM,BURGLARY NON-RESIDENTIAL,2008-01-11,2008-01-11,1410,2008-01-11,1410,99,891580.03899999999,501686.75099999999
1551 BRESCIA AV,,08000292,2,XOR,BURGLARY NON-RESIDENTIAL,2008-01-11,2008-01-11,1410,2008-01-11,1410,99,891580.03899999999,501686.75099999999
1551 BRESCIA AV,,08000292,2,ZOA,BURGLARY NON-RESIDENTIAL,2008-01-11,2008-01-11,1410,2008-01-11,1410,99,891580.03899999999,501686.75099999999
5616 GEORGE E MERRICK ST,,08000289,1,XOT,TRESPASSING,2008-01-11,2008-01-11,1230,2008-01-11,1230,,,
5665 PONCE DE LEON BLVD,,08000313,1,ZOA,TRESPASS WARNING,2008-01-12,2008-01-12,1220,2008-01-12,1220,,,
1245 DAUER DR,,08000337,1,VAB,VANDALISM TO VEHICLE,2008-01-13,2008-01-13,1315,2008-01-13,1315,65,893424.071,502854.73300000001
5183 PONCE DE LEON BLV,,08000357,1,THC,THEFT FROM MOTOR VEHICLE,2008-01-14,2008-01-12,2355,2008-01-13,2355,,,
1365 MEMORIAL DR,,08000276,1,ZOA,TRESPASS WARNING,2008-01-14,2008-01-11,0330,2008-01-11,0330,,,
5500 PONCE DE LEON BLVD,,08000363,1,THC,THEFT FROM MOTOR VEHICLE,2008-01-14,2008-01-14,1300,2008-01-14,1300,,,
1200 MEMORIAL DR,BLK,08000389,1,PRB,PROPERTY LOST,2008-01-15,2008-01-14,0930,2008-01-14,0930,,,
5501 SAN AMARO DR,,08000467,2,XOT,TRESPASSING,2008-01-18,2008-01-18,0048,2008-01-18,0.033,,,
5501 SAN AMARO DR,,08000467,1,ZOA,TRESPASS WARNING,2008-01-18,2008-01-18,0048,2008-01-18,0.033,,,
1101 STANFORD DR,716,08000474,1,VAC,VANDALISM TO PERSONAL PROPERTY,2008-01-18,2008-01-17,2300,2008-01-18,2300,,,
1111 MEMORIAL DR,,08000488,1,FDD,FD SICK/INJURED PERSON,2008-01-18,2008-01-18,1920,2008-01-18,1920,18,894105.66599999997,505505.27299999999
1101 STANFORD DR,,08000494,1,ALA,ALCOHOL JUVENILE VIOLATION,2008-01-19,2008-01-19,0401,2008-01-19,0401,,,
5501 SAN AMARO DR,,08000499,1,VAA,VANDALISM TO STRUCTURE,2008-01-19,2008-01-19,1300,2008-01-19,1300,,,
1301 STANFORD DR,,08000540,1,PRB,PROPERTY LOST,2008-01-21,2008-01-19,1145,2008-01-19,1145,50,894666.745,504343.22399999999
5615 PAVIA ST,,08000559,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2008-01-22,2008-01-22,1530,2008-01-22,1530,54,894485.30200000003,503768.17499999999
1211 THEO DICKINSON DR,E427,08000548,1,BUA,BURGLARY RESIDENTIAL,2008-01-22,2008-01-18,0800,2008-01-21,0800,,,
1306 STANFORD DR,,08000561,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2008-01-22,2008-01-22,1520,2008-01-22,1520,31,893821.40300000005,504487.02600000001
5500 PONCE DE LEON BLVD,,08000575,1,THC,THEFT FROM MOTOR VEHICLE,2008-01-22,2008-01-22,0730,2008-01-22,0730,,,
1306 STANFORD DR,,08000576,1,ZOA,TRESPASS WARNING,2008-01-22,2008-01-22,1854,2008-01-22,1854,31,893821.40300000005,504487.02600000001
1231 THEO DICKINSON DR,,08000582,1,SCE,SIMPLE HARASSMENT,2008-01-22,2008-01-16,0800,2008-01-22,0800,,,
1300 MEMORIAL DR,,08000597,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2008-01-23,2008-01-23,1100,2008-01-23,1100,16,893634.74199999997,505003.36800000002
5600 MILLER DR,,08000593,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2008-01-23,2008-01-23,0910,2008-01-23,0910,,,
5100 BRUNSON DR,,08000600,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2008-01-23,2008-01-23,1300,2008-01-23,1300,,,
1365 MEMORIAL DR,,08000601,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2008-01-23,2008-01-23,1315,2008-01-23,1315,,,
1311 MILLER DR,F109,08000594,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2008-01-23,2008-01-23,0923,2008-01-23,0923,,,
1306 STANFORD DR,,08000592,1,XOT,TRESPASSING,2008-01-23,2008-01-23,0923,2008-01-23,0923,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,08000598,1,SCB,SIMPLE ASSAULT / THREATS,2008-01-23,2008-01-22,2130,2008-01-22,2130,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,08000598,2,SCE,SIMPLE HARASSMENT,2008-01-23,2008-01-22,2130,2008-01-22,2130,31,893821.40300000005,504487.02600000001
5665 PONCE DE LEON BLVD,,08000613,1,DIA,DISTURBANCE DOMESTIC,2008-01-23,2008-01-23,2010,2008-01-23,2010,,,
5700 PONCE DE LEON BLVD,BLK,08000583,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2008-01-23,2008-01-23,0159,2008-01-23,0.082,,,
5700 PONCE DE LEON BLVD,BLK,08000583,2,VEC,VEHICLE TRAFFIC OFFENSE (NON-DUI),2008-01-23,2008-01-23,0159,2008-01-23,0.082,,,
5050 BRUNSON DR,,08000623,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2008-01-24,2008-01-24,1000,2008-01-24,1000,20,894420.18700000003,505665.27899999998
5600 MILLER,,08000622,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2008-01-24,2008-01-24,1000,2008-01-24,1000,,,
1204 THEO DICKINSON DR,,08000621,1,THC,THEFT FROM MOTOR VEHICLE,2008-01-24,2008-01-23,0830,2008-01-23,0830,61,893997.68799999997,503562.033
5202 UNIVERSITY DR,212-7,08000631,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2008-01-24,2008-01-24,1155,2008-01-24,1155,27,894455.40899999999,504947.43699999998
1330 MILLER DR,,08000642,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2008-01-24,2008-01-05,2250,2008-01-05,2250,32,893531.48600000003,504366.55300000001
1550 BRESCIA AV,,08000651,1,ZOA,TRESPASS WARNING,2008-01-24,2008-01-24,1850,2008-01-24,1850,97,891684.67799999996,501443.87400000001
1216 THEO DICKINSON DR,36P,08000657,1,BUA,BURGLARY RESIDENTIAL,2008-01-24,2008-01-24,1230,2008-01-24,1230,62,893730.56900000002,503420.55200000003
1216 THEO DICKINSON DR,36P,08000657,2,THK,THEFT OTHER,2008-01-24,2008-01-24,1230,2008-01-24,1230,62,893730.56900000002,503420.55200000003
1585 ALBENGA AV,,08000660,2,ALA,ALCOHOL JUVENILE VIOLATION,2008-01-25,2008-01-25,0517,2008-01-25,0517,107,891478.31499999994,502478.739
1585 ALBENGA AV,,08000660,1,FRE,FRAUD BY IDENTITY THEFT / IMPERSONATION,2008-01-25,2008-01-25,0517,2008-01-25,0517,107,891478.31499999994,502478.739
1574 LIGURIA AV,,08000674,1,VAA,VANDALISM TO STRUCTURE,2008-01-25,2008-01-25,1210,2008-01-25,1210,,,
1211 THEO DICKINSON DR,,08000682,1,THC,THEFT FROM MOTOR VEHICLE,2008-01-25,2008-01-21,1930,2008-01-25,1930,,,
1216 THEO DICKINSON DR,36P-2,08000685,1,BUA,BURGLARY RESIDENTIAL,2008-01-25,2008-01-24,1000,2008-01-24,1000,62,893730.56900000002,503420.55200000003
1216 THEO DICKINSON DR,36P-2,08000685,2,THK,THEFT OTHER,2008-01-25,2008-01-24,1000,2008-01-24,1000,62,893730.56900000002,503420.55200000003
1239 THEO DICKINSON DR,WT 1204,08000692,1,PRB,PROPERTY LOST,2008-01-25,2008-01-24,2330,2008-01-25,2330,,,
1300 MEMORIAL DR,,08000697,1,ROD,ROBBERY STRONGARM,2008-01-25,2008-01-25,1920,2008-01-25,1920,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,08000697,2,SCA,SIMPLE BATTERY,2008-01-25,2008-01-25,1920,2008-01-25,1920,16,893634.74199999997,505003.36800000002
1239 THEO DICKINSON DR,WT906,08000701,2,FDD,FD SICK/INJURED PERSON,2008-01-26,2008-01-26,0043,2008-01-26,0.029,,,
5821 SAN AMARO DR,,08000702,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,2008-01-26,2008-01-26,0200,2008-01-26,0.083,,,
5821 SAN AMARO DR,,08000702,2,ZOM,INTOXICATED PERSON,2008-01-26,2008-01-26,0200,2008-01-26,0.083,,,
1239 THEO DICKINSON DR,,08000704,1,ZOJ,BAKER / MARCHMAN ACT,2008-01-26,2008-01-26,0242,2008-01-26,0242,,,
1111 MEMORIAL DR,,08000732,1,ZOD,INCIDENT REPORT,2008-01-27,2008-01-26,2355,2008-01-27,2355,18,894105.66599999997,505505.27299999999
1306 STANFORD DR,,08000733,1,THK,THEFT OTHER,2008-01-27,2008-01-27,0208,2008-01-27,0.088,31,893821.40300000005,504487.02600000001
5185 PONCE DE LEON BLVD,,08000737,1,ZOE,SUSPICIOUS INCIDENT,2008-01-27,2008-01-27,0530,2008-01-27,0530,,,
1101 STANFORD DR,,08000740,1,SCE,SIMPLE HARASSMENT,2008-01-27,2008-01-27,1515,2008-01-27,1515,,,
1231 THEO DICKINSON DR,,08000742,1,ZOD,INCIDENT REPORT,2008-01-27,2008-01-27,2135,2008-01-27,2135,,,
5501 SAN AMARO DR,1 FLOOR,08000745,1,VAC,VANDALISM TO PERSONAL PROPERTY,2008-01-27,2008-01-27,1200,2008-01-27,1200,,,
5200 UNIVERSITY DR,,08000755,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2008-01-28,2008-01-28,1050,2008-01-28,1050,26,894776.12800000003,505230.76899999997
1303 STANFORD DR,,08000771,2,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2008-01-28,2008-01-28,1515,2008-01-28,1515,43,894817.86600000004,504665.10800000001
1303 STANFORD DR,,08000773,2,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2008-01-28,2008-01-28,1515,2008-01-28,1515,43,894817.86600000004,504665.10800000001
1101 STANFORD DR,,08000748,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2008-01-28,2008-01-28,0850,2008-01-28,0850,,,
5100 BRUNSON DR,,08000753,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2008-01-28,2008-01-28,1015,2008-01-28,1015,,,
5202 UNIVERSITY DR,,08000746,1,VAC,VANDALISM TO PERSONAL PROPERTY,2008-01-28,2008-01-28,0300,2008-01-28,0300,27,894455.40899999999,504947.43699999998
5250 UNIVERSITY DR,,08000758,1,VAA,VANDALISM TO STRUCTURE,2008-01-28,2008-01-28,0955,2008-01-28,0955,,,
1231 THEO DICKINSON DR,1013,08000770,2,SCE,SIMPLE HARASSMENT,2008-01-28,2008-01-21,1500,2008-01-28,1500,,,
6200 SAN AMARO DR,,08000777,1,THC,THEFT FROM MOTOR VEHICLE,2008-01-28,2008-01-24,1800,2008-01-25,1800,96,892059.28200000001,501423.57299999997
5100 BRUNSON DR,2012,08000781,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2008-01-28,2008-01-28,1200,2008-01-28,1200,,,
1101 STANFORD DR,,08000783,1,VAB,VANDALISM TO VEHICLE,2008-01-29,2008-01-29,0200,2008-01-29,0.083,,,
1303 STANFORD DR,,08000820,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2008-01-30,2008-01-30,0900,2008-01-30,0900,43,894817.86600000004,504665.10800000001
1241 THEO DICKINSON DR,,08000822,1,FDD,FD SICK/INJURED PERSON,2008-01-30,2008-01-30,0940,2008-01-30,0940,81,892858.31700000004,503002.52299999999
5185 PONCE DE LEON BLVD,652,08000819,1,ZOE,SUSPICIOUS INCIDENT,2008-01-30,2008-01-30,0057,2008-01-30,0.039,,,
1565 LIGURIA AV,304,08000824,1,SCB,SIMPLE ASSAULT / THREATS,2008-01-30,2008-01-30,0715,2008-01-30,0715,106,891560.51199999999,502214.28499999997
5700 PONCE DE LEON BLVD,,08000832,1,ZOA,TRESPASS WARNING,2008-01-30,2008-01-30,1725,2008-01-30,1725,,,
1239 THEO DICKINSON DR,RT 1022,08000837,2,FDD,FD SICK/INJURED PERSON,2008-01-30,2008-01-30,1950,2008-01-30,1950,,,
1239 THEO DICKINSON DR,RT 1022,08000837,1,PRC,FD SICK/INJURED PERSON,2008-01-30,2008-01-30,1950,2008-01-30,1950,,,
1301 STANFORD DR,,08000851,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2008-01-31,2008-01-31,0950,2008-01-31,0950,50,894666.745,504343.22399999999
1365 MEMORIAL DR,,08000849,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2008-01-31,2008-01-31,0945,2008-01-31,0945,,,
5501 SAN AMARO DR,,08000885,1,ZZZ,VOID (RECORDS USE ONLY),2008-01-31,2008-01-31,2254,2008-01-31,2254,,,
5250 UNIVERSITY DR,SB302,08000860,1,PRB,PROPERTY LOST,2008-01-31,2008-01-29,1515,2008-01-29,1515,,,
1300 MEMORIAL DR,,08000869,1,VAB,VANDALISM TO VEHICLE,2008-01-31,2008-01-31,1400,2008-01-31,1400,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,08000870,1,SCE,SIMPLE HARASSMENT,2008-01-31,2008-01-31,1630,2008-01-31,1630,16,893634.74199999997,505003.36800000002
1535 LEVANTE AV,,08000874,1,SCE,SIMPLE HARASSMENT,2008-01-31,2008-01-31,1715,2008-01-31,1715,94,891627.89,501154.33500000002
5600 PAVIA ST,,08000904,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2008-02-01,2008-02-01,1230,2008-02-01,1230,,,
1211 THEO DICKINSON DR,,08000908,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2008-02-01,2008-02-01,1415,2008-02-01,1415,,,
1239 THEO DICKINSON DR,RT1122,08000888,1,ALD,ALCOHOL VIOLATION,2008-02-01,2008-02-01,0400,2008-02-01,0400,,,
5300 CARILLO ST,,08000957,1,SCA,SIMPLE BATTERY,2008-02-02,2008-02-02,1915,2008-02-02,1915,,,
1231 THEO DICKINSON DR,,08000962,2,ALA,FRAUD POSSESSION OF COUNTERFEIT,2008-02-03,2008-02-02,2329,2008-02-03,2329,,,
1231 THEO DICKINSON DR,,08000962,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,2008-02-03,2008-02-02,2329,2008-02-03,2329,,,
5600 PAVIA ST,,08001009,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2008-02-04,2008-02-04,1500,2008-02-04,1500,,,
