Address1,Apt,Case,Pri_Offens,Off_Code,Offense,tract,DATEofReport,date_occ,hour_occ,date_fnd,hour_fnd,FID,X,Y,Donxees,Donyees
5030 BRUNSON DR,217,10001220,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-02-12,2010-01-23,0900,2010-01-30,0900,19,894255.06599999999,505594.31900000002,,
5030 BRUNSON DR,318,10001238,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-02-12,2010-02-09,1410,2010-02-10,1410,19,894255.06599999999,505594.31900000002,,
5030 BRUNSON DR,318,10001238,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-02-12,2010-02-09,1410,2010-02-10,1410,19,894255.06599999999,505594.31900000002,,
1239 THEO DICKINSON DR,,10001268,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-02-13,2010-02-13,0200,2010-02-13,0200,76,892865.95600000001,503580.26199999999,,
1239 THEO DICKINSON DR,,10001270,,FDD,FD SICK/INJURED PERSON,07U,2010-02-13,2010-02-13,0550,2010-02-13,0550,76,892865.95600000001,503580.26199999999,,
1239 THEO DICKINSON DR,,10001270,,ZOM,INTOXICATED PERSON,07U,2010-02-13,2010-02-13,0550,2010-02-13,0550,71,893300.82700000005,503382.65600000002,,
1320 CAMPO SANO AVE,,10001274,,VAC,VANDALISM TO PROPERTY,07U,2010-02-13,2010-02-13,0600,2010-02-13,0600,,,,,
5501 SAN AMARO DR,,10001278,,ZOA,TRESPASS WARNING,07U,2010-02-13,2010-02-13,1205,2010-02-13,1205,,,,,
1239 THEO DICKINSON DR,,10001299,,ZOM,INTOXICATED PERSON,07U,2010-02-14,2010-02-14,0200,2010-02-14,0200,,,,,
1101 STANFORD DR,MRC205,10001308,,SCE,SIMPLE HARASSMENT,07U,2010-02-14,2010-02-10,0930,2010-02-13,0930,,,,,
1241 THEO DICKINSON DR,,10001319,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-02-15,2010-02-15,1035,2010-02-15,1035,81,892858.31700000004,503002.52299999999,,
1241 THEO DICKINSON DR,,10001319,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-02-15,2010-02-15,1035,2010-02-15,1035,81,892858.31700000004,503002.52299999999,,
1535 LEVANTE AV,,10001317,1,PRC,PROPERTY DAMAGED,07U,2010-02-15,2010-02-12,1500,2010-02-15,1500,94,891627.89,501154.33500000002,,
1535 LEVANTE AV,,10001317,,PRC,PROPERTY DAMAGED,07U,2010-02-15,2010-02-12,1500,2010-02-15,1500,94,891627.89,501154.33500000002,,
1239 THEO DICKINSON DR,WT 1018,10001336,,DIA,DISTURBANCE DOMESTIC,07U,2010-02-16,2010-02-16,0140,2010-02-16,0140,,,,,
1239 THEO DICKINSON DR,WT 1018,10001336,,ZOA,TRESPASS WARNING,07U,2010-02-16,2010-02-16,0140,2010-02-16,0140,,,,,
5100 PONCE DE LEON BLVD,BLK,10001341,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-02-16,2010-02-16,0741,2010-02-16,0741,,,,,
1306 STANFORD DR,,10001343,1,PRB,PROPERTY LOST,07U,2010-02-16,2010-02-15,1200,2010-02-15,1200,31,893821.40300000005,504487.02600000001,,
1306 STANFORD DR,,10001343,,PRB,PROPERTY LOST,07U,2010-02-16,2010-02-15,1200,2010-02-15,1200,31,893821.40300000005,504487.02600000001,,
1231 THEO DICKINSON DR,,10001357,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-02-16,2010-02-14,0430,2010-02-14,0430,,,,,
1101 STANFORD DR,533,10001363,,ZOA,TRESPASS WARNING,07U,2010-02-16,2010-02-12,1200,2010-02-16,1200,,,,,
6100 SAN AMARO DR,,10001364,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-02-16,2010-02-14,0200,2010-02-14,0200,,,,,
1101 STANFORD DR,533,10001365,,BUA,BURGLARY RESIDENTIAL,07U,2010-02-16,2010-02-12,1200,2010-02-16,1200,,,,,
1101 STANFORD DR,533,10001365,,THM,THEFT FROM BURGLARY,07U,2010-02-16,2010-02-12,1200,2010-02-16,1200,,,,,
5030 BRUNSON DR,,10001366,1,ZOE,SUSPICIOUS INCIDENT,07U,2010-02-16,2010-02-15,1813,2010-02-15,1813,19,894255.06599999999,505594.31900000002,,
5030 BRUNSON DR,,10001366,,ZOE,SUSPICIOUS INCIDENT,07U,2010-02-16,2010-02-15,1813,2010-02-15,1813,19,894255.06599999999,505594.31900000002,,
1111 MEMORIAL DR,,10001380,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-02-17,2010-02-17,1128,2010-02-17,1128,18,894105.66599999997,505505.27299999999,,
1111 MEMORIAL DR,,10001380,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-02-17,2010-02-17,1128,2010-02-17,1128,18,894105.66599999997,505505.27299999999,,
5100 BRUNSON DR,,10001392,,VAB,VANDALISM TO VEHICLE,07U,2010-02-17,2010-02-16,2215,2010-02-17,2215,,,,,
1245 DAUER DR,,10001416,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-02-18,2010-02-18,1522,2010-02-18,1522,65,893424.071,502854.73300000001,,
1245 DAUER DR,,10001416,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-02-18,2010-02-18,1522,2010-02-18,1522,65,893424.071,502854.73300000001,,
5200 PONCE DE LEON BLVD,BLK,10001402,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-02-18,2010-02-18,0003,2010-02-18,0003,,,,,
5200 PONCE DE LEON BLVD,BLK,10001402,,VEC,VEHICLE TRAFFIC OFFENSE (NON-DUI),07U,2010-02-18,2010-02-18,0003,2010-02-18,0003,,,,,
1101 STANFORD DR,665,10001423,,ZOE,SUSPICIOUS INCIDENT,07U,2010-02-18,2010-01-25,1500,2010-02-18,1500,,,,,
1239 THEO DICKINSON DR,,10001428,,FDD,FD SICK/INJURED PERSON,07U,2010-02-19,2010-02-19,0312,2010-02-19,0312,,,,,
1239 THEO DICKINSON DR,,10001428,,ZOM,INTOXICATED PERSON,07U,2010-02-19,2010-02-19,0312,2010-02-19,0312,,,,,
1239 THEO DICKINSON DR,512 WT,10001458,,FDD,FD SICK/INJURED PERSON,07U,2010-02-19,2010-02-19,2200,2010-02-19,2200,,,,,
1239 THEO DICKINSON DR,512 WT,10001458,,ZOM,INTOXICATED PERSON,07U,2010-02-19,2010-02-19,2200,2010-02-19,2200,,,,,
1239 THEO DICKINSON DR,RT214,10001460,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-02-20,2010-02-20,0027,2010-02-20,0027,,,,,
1101 STANFORD DR,,10001465,,FDD,FD SICK/INJURED PERSON,07U,2010-02-20,2010-02-20,0230,2010-02-20,0230,,,,,
1101 STANFORD DR,,10001465,,ZOM,INTOXICATED PERSON,07U,2010-02-20,2010-02-20,0230,2010-02-20,0230,,,,,
1239 THEO DICKINSON DR,RT 522,10001459,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-02-20,2010-02-19,2339,2010-02-19,2339,,,,,
5665 PONCE DE LEON BLVD,,10001469,,THA,THEFT OF AUTO TAG / REGISTRATION DECAL,07U,2010-02-20,2010-02-20,1119,2010-02-20,1119,,,,,
5185 PONCE DE LEON BLVD,209,10001470,,FRL,FRAUD OTHER JURISDICTION,07U,2010-02-20,2010-02-16,2000,2010-02-17,2000,,,,,
1231 THEO DICKINSON DR,,10001485,,FDD,FD SICK/INJURED PERSON,07U,2010-02-21,2010-02-21,0209,2010-02-21,0209,,,,,
1231 THEO DICKINSON DR,,10001485,,ZOM,INTOXICATED PERSON,07U,2010-02-21,2010-02-21,0209,2010-02-21,0209,,,,,
1241 THEO DICKINSON DR,,10001495,1,THK,THEFT OTHER,07U,2010-02-21,2010-02-21,2000,2010-02-21,2000,81,892858.31700000004,503002.52299999999,,
1241 THEO DICKINSON DR,,10001495,,THK,THEFT OTHER,07U,2010-02-21,2010-02-21,2000,2010-02-21,2000,81,892858.31700000004,503002.52299999999,,
1244 STANFORD DR,,10001494,1,DIB,DISTURBANCE OTHER,07U,2010-02-21,2010-02-21,1910,2010-02-21,1910,45,895022.70700000005,504471.212,,
1244 STANFORD DR,,10001494,,DIB,DISTURBANCE OTHER,07U,2010-02-21,2010-02-21,1910,2010-02-21,1910,45,895022.70700000005,504471.212,,
1300 MEMORIAL DR,,10001522,1,PRB,PROPERTY LOST,07U,2010-02-22,2010-02-22,1000,2010-02-22,1000,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,10001522,,PRB,PROPERTY LOST,07U,2010-02-22,2010-02-22,1000,2010-02-22,1000,16,893634.74199999997,505003.36800000002,,
1211 THEO DICKINSON DR,BLK,10001546,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-02-23,2010-02-23,1015,2010-02-23,1015,,,,,
1300 MILLER DR,,10001557,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-02-23,2010-02-23,1250,2010-02-23,1250,,,,,
1101 STANFORD DR,,10001559,,PRB,PROPERTY LOST,07U,2010-02-23,2010-02-22,1215,2010-02-23,1215,,,,,
1245 DAUER DR,,10001563,1,THC,THEFT FROM MOTOR VEHICLE,07U,2010-02-23,2010-02-18,0830,2010-02-18,0830,65,893424.071,502854.73300000001,,
1245 DAUER DR,,10001563,,THC,THEFT FROM MOTOR VEHICLE,07U,2010-02-23,2010-02-18,0830,2010-02-18,0830,65,893424.071,502854.73300000001,,
1200 THEO DICKINSON DR,BLK,10001574,,DRB,DRUG SALE CONTROLLED SUBSTANCE,07U,2010-02-23,2010-02-23,1015,2010-02-23,1015,,,,,
1200 THEO DICKINSON DR,BLK,10001574,,ZOK,SPECIAL INVESTIGATION,07U,2010-02-23,2010-02-23,1015,2010-02-23,1015,,,,,
1311 MILLER DR,,10001575,,ZOA,TRESPASS WARNING,07U,2010-02-24,2010-02-24,0400,2010-02-24,0400,,,,,
1312 MILLER DR,,10001582,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-02-24,2010-02-16,1400,2010-02-16,1400,34,893200.60100000002,504423.66399999999,,
1312 MILLER DR,,10001582,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-02-24,2010-02-16,1400,2010-02-16,1400,34,893200.60100000002,504423.66399999999,,
1239 THEO DICKINSON DR,,10001595,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-02-24,2010-02-24,1408,2010-02-24,1408,,,,,
1540 CORNICHE AV,2-106,10001605,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-02-24,2010-02-24,1600,2010-02-24,1600,108,891547.33,502483.14199999999,,
1540 CORNICHE AV,2-106,10001605,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-02-24,2010-02-24,1600,2010-02-24,1600,108,891547.33,502483.14199999999,,
5665 PONCE DE LEON BLVD,,10001614,,SCB,SIMPLE ASSAULT / THREATS,07U,2010-02-25,2010-02-24,0657,2010-02-24,0657,,,,,
5050 BRUNSON DR,,10001620,1,ZOD,INCIDENT REPORT,07U,2010-02-25,2010-02-23,1328,2010-02-25,1328,20,894420.18700000003,505665.27899999998,,
5050 BRUNSON DR,,10001620,,ZOD,INCIDENT REPORT,07U,2010-02-25,2010-02-23,1328,2010-02-25,1328,20,894420.18700000003,505665.27899999998,,
5665 PONCE DE LEON BLVD,,10001622,,THC,THEFT FROM MOTOR VEHICLE,07U,2010-02-25,2010-02-24,1515,2010-02-24,1515,,,,,
1200 THEO DICKINSON DR,BLK,10001623,,ZOA,TRESPASS WARNING,07U,2010-02-25,2010-02-25,1515,2010-02-25,1515,,,,,
5501 SAN AMARO DR,,10001627,,THK,THEFT OTHER,07U,2010-02-25,2010-02-12,1400,2010-02-12,1400,,,,,
5100 BRUNSON DR,,10001658,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-02-26,2010-02-26,1606,2010-02-26,1606,,,,,
1231 THEO DICKINSON DR,,10001638,,DIB,DISTURBANCE OTHER,07U,2010-02-26,2010-02-26,0320,2010-02-26,0320,,,,,
1231 THEO DICKINSON DR,,10001638,,FDD,FD SICK/INJURED PERSON,07U,2010-02-26,2010-02-26,0320,2010-02-26,0320,,,,,
1231 THEO DICKINSON DR,,10001638,,ZOM,INTOXICATED PERSON,07U,2010-02-26,2010-02-26,0320,2010-02-26,0320,,,,,
5600 SAN AMARO DR,BLK,10001636,,ALA,ALCOHOL JUVENILE VIOLATION,07U,2010-02-26,2010-02-26,0138,2010-02-26,0138,,,,,
5600 SAN AMARO DR,BLK,10001636,,SCA,SIMPLE BATTERY,07U,2010-02-26,2010-02-26,0138,2010-02-26,0138,,,,,
5600 SAN AMARO DR,BLK,10001636,,XOM,OBSTRUCTION OF JUSTICE / RESIST ARREST / ESCAPE,07U,2010-02-26,2010-02-26,0138,2010-02-26,0138,,,,,
5600 SAN AMARO DR,BLK,10001636,,ZOM,INTOXICATED PERSON,07U,2010-02-26,2010-02-26,0138,2010-02-26,0138,,,,,
1570 LIGURIA AV,,10001644,1,VAC,VANDALISM TO PROPERTY,07U,2010-02-26,2010-02-25,1730,2010-02-26,1730,104,891512.72,501942.45299999998,,
1570 LIGURIA AV,,10001644,,VAC,VANDALISM TO PROPERTY,07U,2010-02-26,2010-02-25,1730,2010-02-26,1730,104,891512.72,501942.45299999998,,
5050 BRUNSON DR,,10001690,2,FAH,JUVENILE INCIDENT,07U,2010-02-27,2010-02-27,2100,2010-02-27,2100,20,894420.18700000003,505665.27899999998,,
5050 BRUNSON DR,,10001690,,FAH,JUVENILE INCIDENT,07U,2010-02-27,2010-02-27,2100,2010-02-27,2100,20,894420.18700000003,505665.27899999998,,
5050 BRUNSON DR,,10001690,1,ZOA,TRESPASS WARNING,07U,2010-02-27,2010-02-27,2100,2010-02-27,2100,20,894420.18700000003,505665.27899999998,,
5050 BRUNSON DR,,10001690,,ZOA,TRESPASS WARNING,07U,2010-02-27,2010-02-27,2100,2010-02-27,2100,20,894420.18700000003,505665.27899999998,,
1551 BRESCIA AV,,10001714,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-03-01,2010-03-01,1042,2010-03-01,1042,99,891580.03899999999,501686.75099999999,,
1551 BRESCIA AV,,10001714,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-03-01,2010-03-01,1042,2010-03-01,1042,99,891580.03899999999,501686.75099999999,,
1239 THEO DICKINSON DR,R805,10001729,,ZOD,INCIDENT REPORT,07U,2010-03-01,2010-02-25,1700,2010-02-25,1700,,,,,
1244 STANFORD DR,,10001730,1,FDD,FD SICK/INJURED PERSON,07U,2010-03-01,2010-03-01,1754,2010-03-01,1754,45,895022.70700000005,504471.212,,
1244 STANFORD DR,,10001730,,FDD,FD SICK/INJURED PERSON,07U,2010-03-01,2010-03-01,1754,2010-03-01,1754,45,895022.70700000005,504471.212,,
1101 STANFORD DR,M120,10001733,,FDD,FD SICK/INJURED PERSON,07U,2010-03-01,2010-03-01,2011,2010-03-01,2011,,,,,
1231 THEO DICKINSON DR,PT418,10001738,,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2010-03-02,2010-03-01,2336,2010-03-01,2336,,,,,
1231 THEO DICKINSON DR,PT418,10001738,,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,2010-03-02,2010-03-01,2336,2010-03-01,2336,,,,,
1231 THEO DICKINSON DR,PT418,10001738,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-03-02,2010-03-01,2336,2010-03-01,2336,,,,,
1203 WILLIAM E WALSH AV,41E2,10001750,1,SCE,SIMPLE HARASSMENT,07U,2010-03-02,2010-03-01,1500,2010-03-02,1500,58,894141.21200000006,503428.23700000002,,
1203 WILLIAM E WALSH AV,41E2,10001750,,SCE,SIMPLE HARASSMENT,07U,2010-03-02,2010-03-01,1500,2010-03-02,1500,58,894141.21200000006,503428.23700000002,,
1100 STANFORD DR,BLK,10001763,,FDD,FD SICK/INJURED PERSON,07U,2010-03-02,2010-03-02,1910,2010-03-02,1910,,,,,
1241 THEO DICKINSON DR,,10001767,2,XOQ,COURT VIOLATION,07U,2010-03-02,2010-03-02,2145,2010-03-02,2145,81,892858.31700000004,503002.52299999999,,
1241 THEO DICKINSON DR,,10001767,,XOQ,COURT VIOLATION,07U,2010-03-02,2010-03-02,2145,2010-03-02,2145,81,892858.31700000004,503002.52299999999,,
1241 THEO DICKINSON DR,,10001767,1,XOT,TRESPASSING,07U,2010-03-02,2010-03-02,2145,2010-03-02,2145,81,892858.31700000004,503002.52299999999,,
1241 THEO DICKINSON DR,,10001767,,XOT,TRESPASSING,07U,2010-03-02,2010-03-02,2145,2010-03-02,2145,81,892858.31700000004,503002.52299999999,,
1241 THEO DICKINSON DR,,10001767,2,ZOA,TRESPASS WARNING,07U,2010-03-02,2010-03-02,2145,2010-03-02,2145,81,892858.31700000004,503002.52299999999,,
1241 THEO DICKINSON DR,,10001767,,ZOA,TRESPASS WARNING,07U,2010-03-02,2010-03-02,2145,2010-03-02,2145,81,892858.31700000004,503002.52299999999,,
1314 MILLER DR,,10001795,1,ZOD,INCIDENT REPORT,07U,2010-03-03,2010-02-25,2030,2010-02-25,2030,33,893377.17200000002,504450.17200000002,,
1314 MILLER DR,,10001795,,ZOD,INCIDENT REPORT,07U,2010-03-03,2010-02-25,2030,2010-02-25,2030,33,893377.17200000002,504450.17200000002,,
1231 THEO DICKINSON DR,,10001797,,FDD,FD SICK/INJURED PERSON,07U,2010-03-03,2010-03-03,2137,2010-03-03,2137,,,,,
1300 MEMORIAL DR,1 FLOOR,10001798,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-03,2010-03-03,2230,2010-03-03,2230,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,1 FLOOR,10001798,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-03,2010-03-03,2230,2010-03-03,2230,16,893634.74199999997,505003.36800000002,,
1239 THEO DICKINSON DR,,10001815,,PRB,PROPERTY LOST,07U,2010-03-04,2010-03-03,2030,2010-03-03,2030,,,,,
5665 PONCE DE LEON BLVD,,10001842,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-03-05,2010-03-05,1211,2010-03-05,1211,,,,,
1251 MEMORIAL DR,,10001846,,PRB,PROPERTY LOST,07U,2010-03-05,2010-03-05,1000,2010-03-05,1000,,,,,
1300 MEMORIAL DR,,10001874,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-06,2010-03-06,1655,2010-03-06,1655,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,10001874,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-06,2010-03-06,1655,2010-03-06,1655,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,10001874,,ZOA,TRESPASS WARNING,07U,2010-03-06,2010-03-06,1655,2010-03-06,1655,16,893634.74199999997,505003.36800000002,,
5185 PONCE DE LEON BLVD,,10001879,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-03-06,2010-03-06,2110,2010-03-06,2110,,,,,
1200 THEO DICKINSON DR,,10001887,,FDD,FD SICK/INJURED PERSON,07U,2010-03-07,2010-03-07,0600,2010-03-07,0600,,,,,
1200 THEO DICKINSON DR,,10001887,,ZOM,INTOXICATED PERSON,07U,2010-03-07,2010-03-07,0600,2010-03-07,0600,,,,,
5185 PONCE DE LEON BLVD,PRC110,10001894,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-07,2010-03-07,0400,2010-03-07,0400,,,,,
5050 BRUNSON DR,,10001931,1,PRB,PROPERTY LOST,07U,2010-03-08,2010-02-04,1100,2010-03-07,1100,20,894420.18700000003,505665.27899999998,,
5050 BRUNSON DR,,10001931,,PRB,PROPERTY LOST,07U,2010-03-08,2010-02-04,1100,2010-03-07,1100,20,894420.18700000003,505665.27899999998,,
6100 SAN AMARO DR,,10001933,,TVE,THEFT OF BICYCLE,07U,2010-03-08,2010-03-06,2100,2010-03-07,2100,,,,,
1312 MILLER DR,,10001936,1,VAB,VANDALISM TO VEHICLE,07U,2010-03-08,2010-03-04,1930,2010-03-04,1930,34,893200.60100000002,504423.66399999999,,
1312 MILLER DR,,10001936,,VAB,VANDALISM TO VEHICLE,07U,2010-03-08,2010-03-04,1930,2010-03-04,1930,34,893200.60100000002,504423.66399999999,,
1300 MEMORIAL DR,,10001941,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-08,2010-03-08,1300,2010-03-08,1300,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,10001941,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-08,2010-03-08,1300,2010-03-08,1300,16,893634.74199999997,505003.36800000002,,
5638 GEORGE E MERRICK ST,,10001945,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-03-09,2010-03-09,0942,2010-03-09,0942,,,,,
1231 THEO DICKINSON DR,,10001970,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,2010-03-09,2010-03-09,2220,2010-03-09,2220,,,,,
1239 THEO DICKINSON DR,W1221,10001942,,FDD,FD SICK/INJURED PERSON,07U,2010-03-09,2010-03-09,0358,2010-03-09,0358,,,,,
5513 GEORGE E MERRICK ST,120,10001950,,ZOJ,BAKER / MARCHMAN ACT,07U,2010-03-09,2010-03-09,1047,2010-03-09,1047,,,,,
5665 PONCE DE LEON BLVD,,10001961,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-09,2010-03-07,1900,2010-03-07,1900,,,,,
1300 MEMORIAL DR,2 FLOOR,10001966,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-09,2010-03-09,1345,2010-03-09,1345,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,2 FLOOR,10001966,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-09,2010-03-09,1345,2010-03-09,1345,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,10001981,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-10,2010-03-10,1005,2010-03-10,1005,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,10001981,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-10,2010-03-10,1005,2010-03-10,1005,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,10002006,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-10,2010-03-10,1900,2010-03-10,1900,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,10002006,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-10,2010-03-10,1900,2010-03-10,1900,16,893634.74199999997,505003.36800000002,,
1101 STANFORD DR,,10002008,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-03-10,2010-03-10,2340,2010-03-10,2340,,,,,
5501 SAN AMARO DR,,10002014,,PRB,PROPERTY LOST,07U,2010-03-11,2010-02-28,2240,2010-02-28,2240,,,,,
5665 PONCE DE LEON BLVD,BLK,10002017,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-03-11,2010-03-11,0915,2010-03-11,0915,,,,,
1365 MEMORIAL DR,,10002028,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-11,2010-03-01,2000,2010-03-11,2000,,,,,
1101 STANFORD DR,,10002041,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-03-11,2010-03-11,1730,2010-03-11,1730,,,,,
1300 MEMORIAL DR,,10002037,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-11,2010-03-11,1645,2010-03-11,1645,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,10002037,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-11,2010-03-11,1645,2010-03-11,1645,16,893634.74199999997,505003.36800000002,,
5501 SAN AMARO DR,,10002042,,TVE,THEFT OF BICYCLE,07U,2010-03-11,2010-03-11,1345,2010-03-11,1345,,,,,
1239 THEO DICKINSON DR,,10002049,,VAC,VANDALISM TO PROPERTY,07U,2010-03-12,2010-03-12,0226,2010-03-12,0226,,,,,
1239 THEO DICKINSON DR,WT 906,10002048,,PRA,PROPERTY FOUND / IMPOUNDED,07U,2010-03-12,2010-03-12,0330,2010-03-12,0330,,,,,
1231 THEO DICKINSON DR,,10002051,,SCE,SIMPLE HARASSMENT,07U,2010-03-12,2010-03-11,1930,2010-03-11,1930,,,,,
1231 THEO DICKINSON DR,,10002051,,VAA,VANDALISM TO STRUCTURE,07U,2010-03-12,2010-03-11,1930,2010-03-11,1930,,,,,
1231 THEO DICKINSON DR,,10002050,,PRB,PROPERTY LOST,07U,2010-03-12,2010-03-12,0350,2010-03-12,0350,,,,,
1300 MEMORIAL DR,,10002062,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-12,2010-03-12,1554,2010-03-12,1554,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,10002062,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2010-03-12,2010-03-12,1554,2010-03-12,1554,16,893634.74199999997,505003.36800000002,,
5821 SAN AMARO DR,,10002093,,THC,THEFT FROM MOTOR VEHICLE,07U,2010-03-13,2010-03-12,1300,2010-03-12,1300,,,,,
5600 PONCE DE LEON BLVD,BLK,10002095,,THC,THEFT FROM MOTOR VEHICLE,07U,2010-03-13,2010-03-12,1920,2010-03-12,1920,,,,,
1560 LIGURIA AV,303C,10002094,1,ZOJ,BAKER / MARCHMAN ACT,07U,2010-03-13,2010-03-13,0014,2010-03-13,0014,103,891566.97100000002,501944.41700000002,,
1560 LIGURIA AV,303C,10002094,,ZOJ,BAKER / MARCHMAN ACT,07U,2010-03-13,2010-03-13,0014,2010-03-13,0014,103,891566.97100000002,501944.41700000002,,
1101 STANFORD DR,M250,10002116,,FDD,FD SICK/INJURED PERSON,07U,2010-03-14,2010-03-14,0300,2010-03-14,0300,,,,,
1200 THEO DICKINSON DR,BLK,10002122,,ZOA,TRESPASS WARNING,07U,2010-03-14,2010-03-14,1356,2010-03-14,1356,,,,,
1200 STANFORD DR,,10002121,,ZOA,TRESPASS WARNING,07U,2010-03-14,2010-03-14,1304,2010-03-14,1304,,,,,
1306 STANFORD DR,,10002126,2,XOT,TRESPASSING,07U,2010-03-14,2010-03-14,1632,2010-03-14,1632,31,893821.40300000005,504487.02600000001,,
1306 STANFORD DR,,10002126,2,XOT,TRESPASSING,07U,2010-03-14,2010-03-14,1632,2010-03-14,1632,31,893821.40300000005,504487.02600000001,,
1306 STANFORD DR,,10002126,,XOT,TRESPASSING,07U,2010-03-14,2010-03-14,1632,2010-03-14,1632,31,893821.40300000005,504487.02600000001,,
