address,apt,case,primary_offense,offense_code,offense,tract,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,fid,x,y
1500 BRESCIA AV,BLK,13001309,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-02-19,2013-02-18,2323,2013-02-18,2343,,,
1101 STANFORD DR,,13001311,1,SCD,SIMPLE STALKING,07U,2013-02-19,2013-02-18,2200,2013-02-18,2331,,,
1101 STANFORD DR,,13001311,2,ZOA,TRESPASS WARNING,07U,2013-02-19,2013-02-18,2200,2013-02-18,2331,,,
5615 PAVIA ST,,13001320,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-02-19,2013-02-19,1027,2013-02-19,1027,,,
5600 GEORGE E MERRICK ST,BLK,13001323,1,FDD,FD SICK/INJURED PERSON,07U,2013-02-19,2013-02-19,1100,2013-02-19,1107,281,894121.38500000001,503702.092
1500 ALBENGA AV,BLK,13001334,1,THK,THEFT OTHER,07U,2013-02-19,2013-01-14,0000,2013-01-14,0200,,,
1306 STANFORD DR,,13001337,2,FRL,FRAUD OTHER JURISDICTION,07U,2013-02-19,2013-02-13,2200,2013-02-14,1200,889,893849.723,504355.50400000002
1306 STANFORD DR,,13001337,1,THK,THEFT OTHER,07U,2013-02-19,2013-02-13,2200,2013-02-14,1200,889,893849.723,504355.50400000002
1312 MILLER DR,,13001342,1,FDD,FD SICK/INJURED PERSON,07U,2013-02-19,2013-02-19,1957,2013-02-19,1957,,,
5665 PONCE DE LEON BLVD,,13001344,1,PRB,PROPERTY LOST,07U,2013-02-19,2013-02-19,0725,2013-02-19,0740,,,
1300 MEMORIAL DR,,13001357,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-02-20,2013-02-20,1329,2013-02-20,1345,16,893634.74199999997,505003.36800000002
5250 UNIVERSITY DR,,13001367,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-02-20,2013-02-20,1825,2013-02-20,1940,,,
1211 DICKINSON DR,,13001403,2,FDD,FD SICK/INJURED PERSON,07U,2013-02-22,2013-02-21,2300,2013-02-22,0145,,,
1211 DICKINSON DR,,13001403,1,ZOM,INTOXICATED PERSON,07U,2013-02-22,2013-02-21,2300,2013-02-22,0145,,,
1549 S ALHAMBRA CIR/PONCE DE LEON BLVD,,13001413,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-02-22,2013-02-22,0906,2013-02-22,0906,,,
1241 DICKINSON DR,,13001415,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-02-22,2013-02-22,0952,2013-02-22,0952,,,
5600 GEORGE E MERRICK ST,,13001419,1,ZOA,TRESPASS WARNING,07U,2013-02-22,2013-02-22,1155,2013-02-22,1155,,,
1111 MEMORIAL DR,,13001422,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-02-22,2013-02-21,0930,2013-02-22,1000,18,894105.66599999997,505505.27299999999
1000 MEMORIAL DR,,13001426,1,ZOD,INCIDENT REPORT,07U,2013-02-22,2013-02-21,1400,2013-02-21,1400,28,894184.72699999996,504997.91200000001
1211 DICKINSON DR,420,13001434,1,SCA,SIMPLE BATTERY,07U,2013-02-23,2013-02-22,2315,2013-02-23,0117,,,
1231 DICKINSON DR,,13001435,1,DIA,DISTURBANCE DOMESTIC,07U,2013-02-23,2013-02-23,0300,2013-02-23,0300,823,893040.96200000006,503228.41399999999
1231 DICKINSON DR,,13001435,2,ZOA,TRESPASS WARNING,07U,2013-02-23,2013-02-23,0300,2013-02-23,0300,823,893040.96200000006,503228.41399999999
5615 PAVIA ST,,13001437,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-02-23,2013-02-23,0736,2013-02-23,0736,,,
1211 DICKINSON DR,450,13001453,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-02-24,2013-02-24,0213,2013-02-24,0218,,,
1211 DICKINSON DR,450,13001453,2,ZOM,INTOXICATED PERSON,07U,2013-02-24,2013-02-24,0213,2013-02-24,0218,,,
1211 DICKINSON DR,450,13001453,1,ZOQ,ULEAD,07U,2013-02-24,2013-02-24,0213,2013-02-24,0218,,,
1239 DICKINSON DR,317,13001455,1,FDD,FD SICK/INJURED PERSON,07U,2013-02-24,2013-02-24,0417,2013-02-24,0425,,,
1239 DICKINSON DR,317,13001455,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-02-24,2013-02-24,0417,2013-02-24,0425,,,
5821 SAN AMARO DR,,13001456,1,XOP,ORDINANCE VIOLATION,07U,2013-02-24,2013-02-24,0730,2013-02-24,0800,,,
1311 MILLER DR,,13001463,1,THK,THEFT OTHER,07U,2013-02-24,2013-02-23,1800,2013-02-23,2010,,,
1239 DICKINSON DR,,13001471,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-02-24,2013-02-24,2215,2013-02-24,2215,,,
1239 DICKINSON DR,,13001471,1,ZOQ,ULEAD,07U,2013-02-24,2013-02-24,2215,2013-02-24,2215,,,
5000 BRUNSON DR,BLK,13001488,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-02-25,2013-02-25,1430,2013-02-25,1430,,,
5250 UNIVERSITY DR,,13001512,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-02-26,2013-02-25,2000,2013-02-25,2030,29,894302.49800000002,504669.35700000002
5362 SAN AMARO DR/MILLER DR,,13001513,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-02-26,2013-02-26,1245,2013-02-26,1245,,,
1535 LEVANTE AV,,13001536,2,ASA,ASSIST LAW AGENCY,07U,2013-02-27,2013-02-27,0850,2013-02-27,0850,,,
1535 LEVANTE AV,,13001536,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-02-27,2013-02-27,0850,2013-02-27,0850,,,
1300 MEMORIAL DRIVE,1 FLOOR,13001560,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-02-27,2013-02-27,1950,2013-02-27,2010,,,
1231 DICKINSON DR,PT 1121,13001561,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-02-28,2013-02-27,2238,2013-02-27,2242,,,
1231 DICKINSON DR,PT 1121,13001561,1,ZOQ,ULEAD,07U,2013-02-28,2013-02-27,2238,2013-02-27,2242,,,
1231 DICKINSON DR,,13001569,1,VAC,VANDALISM TO PROPERTY,07U,2013-02-28,2013-02-28,0949,2013-02-28,0949,70,893261.76699999999,503552.82699999999
1231 DICKINSON DR,MT1200,13001577,1,FDD,FD SICK/INJURED PERSON,07U,2013-02-28,2013-02-28,1400,2013-02-28,1401,,,
1552 BRESCIA AV,,13001579,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-02-28,2013-02-28,1521,2013-02-28,1521,99,891580.03899999999,501686.75099999999
5915 PONCE DE LEON BLVD,,13001586,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-02-28,2013-02-28,1300,2013-02-28,1600,132,892107.03200000001,501012.946
1300 CAMPO SANO AV,,13001595,1,THC,THEFT FROM MOTOR VEHICLE,07U,2013-02-28,2013-02-28,2000,2013-02-28,2300,,,
1211 DICKINSON DR,,13001596,2,ZOA,TRESPASS WARNING,07U,2013-03-01,2013-03-01,0405,2013-03-01,0410,200,893607.14099999995,503723.93800000002
1211 DICKINSON DR,,13001596,1,ZOQ,ULEAD,07U,2013-03-01,2013-03-01,0405,2013-03-01,0410,200,893607.14099999995,503723.93800000002
5665 PONCE DE LEON BLVD,,13001607,1,ZOA,TRESPASS WARNING,07U,2013-03-01,2013-03-01,1226,2013-03-01,1227,,,
1231 DICKINSON DR,,13001621,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-03-01,2013-03-01,1909,2013-03-01,1917,,,
1231 DICKINSON DR,,13001621,1,ZOQ,ULEAD,07U,2013-03-01,2013-03-01,1909,2013-03-01,1917,,,
1241 DICKINSON DR,,13001623,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-03-01,2013-03-01,1845,2013-03-01,1950,81,892858.31700000004,503002.52299999999
5100 BRUNSON DR,,13001624,1,PRB,PROPERTY LOST,07U,2013-03-01,2013-02-28,1700,2013-02-28,1710,,,
1300 MEMORIAL DR,,13001625,1,THK,THEFT OTHER,07U,2013-03-01,2013-03-01,2145,2013-03-01,2155,,,
1239 DICKINSON DR,WT 804,13001626,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-03-02,2013-03-01,2320,2013-03-01,2321,74,892974.25199999998,503706.15500000003
1314 MILLER DR,,13001647,1,FDD,FD SICK/INJURED PERSON,07U,2013-03-02,2013-03-02,1918,2013-03-02,1918,,,
1231 DICKINSON DR,,13001660,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-03-03,2013-03-03,0005,2013-03-03,1300,,,
1101 STANFORD DR,MRC 509,13001666,1,ZOD,INCIDENT REPORT,07U,2013-03-04,2013-03-03,2220,2013-03-03,2222,,,
1223 DICKINSON DR,,13001668,1,VAC,VANDALISM TO PROPERTY,07U,2013-03-04,2013-03-03,0400,2013-03-04,0430,,,
6201 SAN AMARO DR,,13001680,1,XOT,TRESPASSING,07U,2013-03-04,2013-03-04,1145,2013-03-04,1155,87,892389.13100000005,501428.88400000002
1241 DICKINSON DR,,13001700,1,THC,THEFT FROM MOTOR VEHICLE,07U,2013-03-04,2013-03-04,1900,2013-03-04,1940,,,
1239 DICKINSON DR,,13001704,1,THK,THEFT OTHER,07U,2013-03-10,2013-03-04,1200,2013-03-04,1300,76,892865.95600000001,503580.26199999999
1306 STANFORD DR,,13001705,1,PRB,PROPERTY LOST,07U,2013-03-04,2013-03-04,1130,2013-03-04,1530,,,
DICKINSON DR/PONCE DE LEON BLVD,,13001712,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-03-05,2013-03-05,1031,2013-03-05,1031,,,
5250 UNIVERSITY DR,,13001714,1,ZOE,SUSPICIOUS INCIDENT,07U,2013-03-05,2013-03-05,1030,2013-03-05,1030,,,
5501 SAN AMARO DR,,13001716,1,FDD,FD SICK/INJURED PERSON,07U,2013-03-05,2013-03-05,1120,2013-03-05,1121,35,893129.473,504239.35800000001
1101 STANFORD DR,,13001724,1,PRB,PROPERTY LOST,07U,2013-03-05,2013-03-03,0800,2013-03-05,0800,,,
1101 STANFORD DR,208,13001746,1,BUA,BURGLARY RESIDENTIAL,07U,2013-03-06,2013-03-06,0400,2013-03-06,1215,,,
1101 STANFORD DR,208,13001746,2,THM,THEFT FROM BURGLARY,07U,2013-03-06,2013-03-06,0400,2013-03-06,1215,,,
5915 PONCE DE LEON BLVD,,13001748,1,AGC,AGGRAVATED KIDNAPPING / FALSE IMPRISONMENT,07U,2013-03-06,2013-03-06,1422,2013-03-06,1422,132,892107.03200000001,501012.946
5915 PONCE DE LEON BLVD,,13001748,2,SCD,SIMPLE STALKING,07U,2013-03-06,2013-03-06,1422,2013-03-06,1422,132,892107.03200000001,501012.946
5915 PONCE DE LEON BLVD,,13001748,2,SCE,SIMPLE HARASSMENT,07U,2013-03-06,2013-03-06,1422,2013-03-06,1422,132,892107.03200000001,501012.946
5915 PONCE DE LEON BLVD,,13001748,2,ZOA,TRESPASS WARNING,07U,2013-03-06,2013-03-06,1422,2013-03-06,1422,132,892107.03200000001,501012.946
1239 DICKINSON DR,,13001753,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-03-06,2013-03-05,1730,2013-03-05,1730,,,
1239 DICKINSON DR,WT 820,13001768,1,BUA,BURGLARY RESIDENTIAL,07U,2013-03-06,2013-03-06,1500,2013-03-06,2000,74,892974.25199999998,503706.15500000003
1239 DICKINSON DR,WT 820,13001768,2,THM,THEFT FROM BURGLARY,07U,2013-03-06,2013-03-06,1500,2013-03-06,2000,74,892974.25199999998,503706.15500000003
1300 STANFORD DR,,13001804,1,FDD,FD SICK/INJURED PERSON,07U,2013-03-07,2013-03-07,2251,2013-03-07,2251,,,
1300 STANFORD DR,,13001804,2,ZOM,INTOXICATED PERSON,07U,2013-03-07,2013-03-07,2251,2013-03-07,2251,,,
1211 DICKINSON DR,,13001812,1,THK,THEFT OTHER,07U,2013-03-08,2013-03-08,0530,2013-03-08,0531,,,
1239 DICKINSON DR,,13001824,1,THK,THEFT OTHER,07U,2013-03-08,2013-02-16,1200,2013-02-16,1200,,,
1300 MILLER DR,,13001872,1,ZOA,TRESPASS WARNING,07U,2013-03-11,2013-03-11,0840,2013-03-11,0840,,,
1231 DICKINSON DR,MT10/11FLR,13001875,1,PRC,PROPERTY DAMAGED,07U,2013-03-11,2013-03-08,1200,2013-03-11,0900,,,
1239 DICKINSON DR,WT 1006,13001886,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-03-11,2013-03-11,1130,2013-03-11,1130,,,
5030 BRUNSON DR,,13001889,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-03-11,2013-03-11,1712,2013-03-11,1712,,,
1306 STANFORD DR,,13001914,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-03-12,2013-03-12,1130,2013-03-12,1130,,,
5700 PONCE DE LEON BLVD,BLK,13001934,1,THC,THEFT FROM MOTOR VEHICLE,07U,2013-03-13,2013-03-13,0256,2013-03-13,0256,,,
5700 PONCE DE LEON BLVD,BLK,13001934,2,ZOA,TRESPASS WARNING,07U,2013-03-13,2013-03-13,0256,2013-03-13,0256,,,
1301 MILLER DR,BLK,13001944,2,ZOA,TRESPASS WARNING,07U,2013-03-13,2013-03-13,1052,2013-03-13,1053,825,893215.12699999998,503034.98499999999
1301 MILLER DR,BLK,13001944,1,ZOJ,BAKER / MARCHMAN ACT,07U,2013-03-13,2013-03-13,1052,2013-03-13,1053,825,893215.12699999998,503034.98499999999
1231 DICKINSON DR,PT316,13001959,1,BUA,BURGLARY RESIDENTIAL,07U,2013-03-14,2013-03-11,0930,2013-03-13,0400,,,
1231 DICKINSON DR,PT316,13001959,2,THM,THEFT FROM BURGLARY,07U,2013-03-14,2013-03-11,0930,2013-03-13,0400,,,
1231 DICKINSON DR,,13001968,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-03-14,2013-03-14,0157,2013-03-14,0157,,,
SAN AMARO DR/PONCE DE LEON BLVD,,13001970,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-03-14,2013-03-14,0823,2013-03-14,0823,,,
1231 DICKINSON DR,PT203,13001984,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-03-14,2013-03-14,1620,2013-03-14,1630,71,893300.82700000005,503382.65600000002
1231 DICKINSON DR,,13002004,1,VAC,VANDALISM TO PROPERTY,07U,2013-03-15,2013-03-14,0200,2013-03-14,2200,,,
5050 BRUNSON DR,LOT2-109,13002012,1,THC,THEFT FROM MOTOR VEHICLE,07U,2013-03-15,2013-03-15,0850,2013-03-15,1450,,,
1100 STANFORD DR,,13002025,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-03-15,2013-03-15,2213,2013-03-15,2213,,,
1101 STANFORD DR,422,13002039,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-03-16,2013-03-16,1430,2013-03-16,1430,,,
5185 PONCE DE LEON BLVD,,13002049,1,VAC,VANDALISM TO PROPERTY,07U,2013-03-17,2013-03-17,0400,2013-03-17,0430,130,895341.32,504085.989
SAN AMARO DR/LIGURIA AV,,13002055,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-03-17,2013-03-17,1628,2013-03-17,1628,,,
5600 GEORGE E MERRICK ST,,13002063,1,PRC,PROPERTY DAMAGED,07U,2013-03-18,2013-03-18,0247,2013-03-18,0252,,,
DICKINSON DR/PONCE DE LEON BLVD,,13002067,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-03-18,2013-03-18,0904,2013-03-18,0904,,,
S ALHAMBRA CIR/PONCE DE LEON BLVD,,13002068,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-03-18,2013-03-18,0949,2013-03-18,0949,,,
LIGURIA AV/SAN AMARO DR,,13002102,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-03-18,2013-03-18,2053,2013-03-18,2053,,,
1231 DICKINSON DR,MT 720,13002103,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-03-19,2013-03-19,0105,2013-03-19,0135,,,
1231 DICKINSON DR,MT 720,13002103,1,ZOQ,ULEAD,07U,2013-03-19,2013-03-19,0105,2013-03-19,0135,,,
PONCE DE LEON BLVD/S ALHAMBRA CIR,,13002107,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-03-19,2013-03-19,0824,2013-03-19,0824,,,
5600 GEORGE E MERRICK ST,,13002115,1,TVE,THEFT OF BICYCLE,07U,2013-03-19,2013-03-19,0920,2013-03-19,1530,,,
5600 GEORGE E MERRICK ST,,13002115,2,XOT,TRESPASSING,07U,2013-03-19,2013-03-19,0920,2013-03-19,1530,,,
5100 BRUNSON DR,BLK,13002118,1,VEB,VEHICLE HIT & RUN,07U,2013-03-19,2013-03-19,1656,2013-03-19,1656,,,
6299 SAN AMARO DR,,13002121,1,FDD,FD SICK/INJURED PERSON,07U,2013-03-19,2013-03-19,1815,2013-03-19,1820,,,
1300 MEMORIAL DR,,13002130,1,FRE,FRAUD BY IDENTITY THEFT / IMPERSONATION,07U,2013-03-20,2013-03-20,0815,2013-03-20,0815,,,
1306 STANFORD DR,,13002133,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-03-20,2013-03-20,0530,2013-03-20,0531,884,894116.56799999997,504431.93599999999
1101 STANFORD DR,,13002141,1,PRB,PROPERTY LOST,07U,2013-03-20,2013-03-09,1200,2013-03-09,1200,,,
1527 ALBENGA AV,,13002149,1,FDD,FD SICK/INJURED PERSON,07U,2013-03-20,2013-03-20,2200,2013-03-20,2210,,,
1231 DICKINSON DR,MT204,13002154,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-03-21,2013-03-20,2300,2013-03-21,0015,,,
1231 DICKINSON DR,MT204,13002154,1,ZOQ,ULEAD,07U,2013-03-21,2013-03-20,2300,2013-03-21,0015,,,
1301 MEMORIAL DR,,13002159,1,FDD,FD SICK/INJURED PERSON,07U,2013-03-21,2013-03-21,0945,2013-03-21,0945,7,893366.68200000003,505369.12400000001
1525 ALBENGA AV,,13002160,1,FDD,FD SICK/INJURED PERSON,07U,2013-03-21,2013-03-20,2050,2013-03-20,2050,,,
5665 PONCE DE LEON BLVD,,13002167,1,ZOA,TRESPASS WARNING,07U,2013-03-21,2013-03-21,1432,2013-03-21,1441,,,
5665 PONCE DE LEON BLVD,,13002178,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-03-22,2013-03-22,0059,2013-03-22,0100,123,893056.50699999998,501950.05499999999
5665 PONCE DE LEON BLVD,,13002178,1,ZOQ,ULEAD,07U,2013-03-22,2013-03-22,0059,2013-03-22,0100,123,893056.50699999998,501950.05499999999
1231 DICKINSON DR,,13002179,1,VAA,VANDALISM TO STRUCTURE,07U,2013-03-22,2013-03-22,0300,2013-03-22,0310,,,
1239 DICKINSON DR,RT:301,13002186,1,FDD,FD SICK/INJURED PERSON,07U,2013-03-22,2013-03-22,1030,2013-03-22,1050,,,
1575 LIGURIA AV,,13002189,1,VAA,VANDALISM TO STRUCTURE,07U,2013-03-22,2013-03-22,1200,2013-03-22,1200,,,
1306 STANFORD DR,,13002190,1,PRB,PROPERTY LOST,07U,2013-03-22,2013-03-21,0130,2013-03-21,1500,,,
1306 STANFORD DR,,13002209,2,FDD,FD SICK/INJURED PERSON,07U,2013-03-22,2013-03-22,2100,2013-03-22,2110,,,
1306 STANFORD DR,,13002209,1,VAC,VANDALISM TO PROPERTY,07U,2013-03-22,2013-03-22,2100,2013-03-22,2110,,,
5185 PONCE DE LEON BLVD,515,13002211,2,DCB,DISORDERLY DISTURBING PEACE / DISRUPTING FUNCTION,07U,2013-03-23,2013-03-23,0120,2013-03-23,0445,,,
5185 PONCE DE LEON BLVD,515,13002211,1,VAA,VANDALISM TO STRUCTURE,07U,2013-03-23,2013-03-23,0120,2013-03-23,0445,,,
5185 PONCE DE LEON BLVD,515,13002211,2,ZOM,INTOXICATED PERSON,07U,2013-03-23,2013-03-23,0120,2013-03-23,0445,,,
1231 DICKINSON DR,,13002212,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-03-23,2013-03-23,0110,2013-03-23,0451,,,
1231 DICKINSON DR,,13002212,1,ZOQ,ULEAD,07U,2013-03-23,2013-03-23,0110,2013-03-23,0451,,,
1560 LIGURIA AV,307A,13002213,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-03-23,2013-03-23,0430,2013-03-23,0600,103,891566.97100000002,501944.41700000002
SAN AMARO DR/LEVANTE AV,,13002214,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-03-23,2013-03-23,0858,2013-03-23,0858,,,
6201 SAN AMARO DR,,13002225,1,FDD,FD SICK/INJURED PERSON,07U,2013-03-23,2013-03-23,1000,2013-03-23,1000,,,
1111 MEMORIAL DR,,13002227,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-03-23,2013-03-23,1230,2013-03-23,1400,18,894105.66599999997,505505.27299999999
5665 PONCE DE LEON BLVD,,13002233,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-03-23,2013-03-23,1500,2013-03-23,2130,,,
DICKINSON DR/PONCE DE LEON BLVD,,13002237,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-03-24,2013-03-24,1211,2013-03-24,1211,,,
1525 ALBENGA AV,,13002276,1,THC,THEFT FROM MOTOR VEHICLE,07U,2013-03-25,2013-03-23,1200,2013-03-25,1800,,,
5800 SAN AMARO DR,BLK,13002292,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-03-26,2013-03-26,1310,2013-03-26,1310,,,
1575 ALBENGA AV,310,13002303,1,FDD,FD SICK/INJURED PERSON,07U,2013-03-26,2013-03-26,2234,2013-03-26,2234,,,
SAN AMARO DR/MILLER RD,,13002306,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-03-27,2013-03-27,0207,2013-03-27,0207,,,
5665 PONCE DE LEON BLVD,,13002311,1,ZOA,TRESPASS WARNING,07U,2013-03-27,2013-03-20,1230,2013-03-20,1230,,,
1239 DICKINSON DR,,13002312,1,ZOD,INCIDENT REPORT,07U,2013-03-27,2013-03-18,1000,2013-03-20,1900,,,
1231 DICKINSON DR,MT218,13002315,1,BUA,BURGLARY RESIDENTIAL,07U,2013-03-27,2013-03-27,0200,2013-03-27,0900,70,893261.76699999999,503552.82699999999
1231 DICKINSON DR,MT218,13002315,2,THM,THEFT FROM BURGLARY,07U,2013-03-27,2013-03-27,0200,2013-03-27,0900,70,893261.76699999999,503552.82699999999
1101 STANFORD DR,208,13002316,1,BUA,BURGLARY RESIDENTIAL,07U,2013-03-27,2013-03-27,0300,2013-03-27,0800,131,895221.08200000005,503966.17599999998
1101 STANFORD DR,208,13002316,2,THM,THEFT FROM BURGLARY,07U,2013-03-27,2013-03-27,0300,2013-03-27,0800,131,895221.08200000005,503966.17599999998
1101 STANFORD DR,208,13002317,1,BUA,BURGLARY RESIDENTIAL,07U,2013-03-27,2013-03-18,1200,2013-03-18,1600,131,895221.08200000005,503966.17599999998
1101 STANFORD DR,208,13002317,2,THM,THEFT FROM BURGLARY,07U,2013-03-27,2013-03-18,1200,2013-03-18,1600,131,895221.08200000005,503966.17599999998
1101 STANFORD DR,,13002319,1,ZOE,SUSPICIOUS INCIDENT,07U,2013-03-27,2013-03-25,1900,2013-03-27,1113,,,
1211 DICKINSON DR,,13002325,1,VEB,VEHICLE HIT & RUN,07U,2013-03-27,2013-03-27,0907,2013-03-27,1310,67,893671.82799999998,503718.77100000001
1231 DICKINSON DR,PT 416,13002330,1,FDD,FD SICK/INJURED PERSON,07U,2013-03-27,2013-03-27,1400,2013-03-27,1427,,,
1241 DICKINSON DR,,13002332,1,TVE,THEFT OF BICYCLE,07U,2013-03-27,2013-03-27,1030,2013-03-27,1135,,,
6200 SAN AMARO DR,BLK,13002336,1,PRC,PROPERTY DAMAGED,07U,2013-03-27,2013-03-27,1900,2013-03-27,1901,,,
1365 MEMORIAL DR,,13002339,1,PRB,PROPERTY LOST,07U,2013-03-27,2013-03-27,1050,2013-03-27,1120,,,
5821 SAN AMARO DR,,13002343,1,VAA,VANDALISM TO STRUCTURE,07U,2013-03-28,2013-03-28,0730,2013-03-28,0730,,,
1100 STANFORD DR,,13002355,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-03-28,2013-03-27,1210,2013-03-27,1330,,,
1231 DICKINSON DR,,13002358,1,TVE,THEFT OF BICYCLE,07U,2013-03-28,2013-03-28,1050,2013-03-28,1215,,,
1239 DICKINSON DR,,13002372,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-03-29,2013-03-29,0242,2013-03-29,0242,,,
1239 DICKINSON DR,,13002372,1,ZOQ,ULEAD,07U,2013-03-29,2013-03-29,0242,2013-03-29,0242,,,
1239 DICKINSON DR,,13002373,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2013-03-29,2013-03-29,0242,2013-03-29,0249,,,
1239 DICKINSON DR,,13002373,2,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,2013-03-29,2013-03-29,0242,2013-03-29,0249,,,
1239 DICKINSON DR,,13002373,2,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,2013-03-29,2013-03-29,0242,2013-03-29,0249,,,
1239 DICKINSON DR,,13002373,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-03-29,2013-03-29,0242,2013-03-29,0249,,,
1311 MILLER DR,,13002378,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-03-29,2013-03-29,1030,2013-03-29,1040,10,893159.37199999997,504798.79599999997
1312 MILLER DR,,13002385,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-03-29,2013-03-27,1800,2013-03-29,1400,,,
1101 STANFORD DR,217,13002388,2,FDD,FD SICK/INJURED PERSON,07U,2013-03-29,2013-03-28,2200,2013-03-29,1600,,,
5665 PONCE DE LEON BLVD,,13002389,2,ZOD,INCIDENT REPORT,07U,2013-03-29,2013-03-29,1743,2013-03-29,1743,,,
5665 PONCE DE LEON BLVD,,13002389,1,ZOQ,ULEAD,07U,2013-03-29,2013-03-29,1743,2013-03-29,1743,,,
1231 DICKINSON DR,P820,13002393,1,FDD,FD SICK/INJURED PERSON,07U,2013-03-29,2013-03-29,2255,2013-03-29,2255,,,
1231 DICKINSON DR,,13002399,1,ZOM,INTOXICATED PERSON,07U,2013-03-30,2013-03-30,0629,2013-03-30,0630,,,
1100 STANFORD DR,,13002402,1,SXJ,SEXUAL RAPE,07U,2013-03-30,2013-03-25,2330,2013-03-25,2330,,,
1565 LIGURIA AV,107C,13002410,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-03-30,2013-03-30,1330,2013-03-30,1400,,,
1565 LIGURIA AV,107C,13002410,1,ZOQ,ULEAD,07U,2013-03-30,2013-03-30,1330,2013-03-30,1400,,,
1239 DICKINSON DR,,13002425,1,ZOM,INTOXICATED PERSON,07U,2013-03-31,2013-03-31,0110,2013-03-31,0112,,,
1550 BRESCIA AV,,13002427,1,VAC,VANDALISM TO PROPERTY,07U,2013-03-31,2013-03-30,0000,2013-03-31,0130,,,
