address,apt,case,primary_offense,offense_code,offense,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,fid,x,y
1231 THEO DICKINSON DR,,07007627,1,ALA,ALCOHOL JUVENILE VIOLATION,2007-08-31,2007-08-31,0135,2007-08-31,0.065,,893298.620,503290.810
1252 MEMORIAL DR,RM 240,07007641,1,BUB,BURGLARY NON RESIDENTIAL,2007-08-31,2007-08-31,0815,2007-08-31,0815,17,893876.15800000005,505263.125
1252 MEMORIAL DR,RM 240,07007641,2,THK,THEFT OTHER,2007-08-31,2007-08-31,0815,2007-08-31,0815,17,893876.15800000005,505263.125
5185 PONCE DE LEON BLVD,,07007647,1,TVE,THEFT OF BICYCLE,2007-08-31,2007-08-29,2000,2007-08-30,2000,,893333.940,505047.630
1231 THEO DICKINSON DR,,07007667,1,ALA,ALCOHOL JUVENILE VIOLATION,2007-09-01,2007-09-01,0135,2007-09-01,0.065,,893333.940,505047.630
1231 THEO DICKINSON DR,,07007691,1,ALA,ALCOHOL JUVENILE VIOLATION,2007-09-02,2007-09-02,0534,2007-09-02,0534,,892669.500,504245.340
5183 PONCE DE LEON BLVD,,07007750,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-04,2007-09-04,1935,2007-09-04,1935,49,895569.78700000001,504323.94
1241 THEO DICKINSON DR,,07007717,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-04,2007-09-04,0945,2007-09-04,0945,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,07007721,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-04,2007-09-04,1010,2007-09-04,1010,81,892858.31700000004,503002.52299999999
5801 SAN AMARO DR,,07007722,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-04,2007-09-04,1023,2007-09-04,1023,,893053.560,504943.780
1101 STANFORD DR,,07007723,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-04,2007-09-04,1001,2007-09-04,1001,,893053.560,504943.780
5821 SAN AMARO DR,,07007730,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-04,2007-09-04,1305,2007-09-04,1305,,895227.560,503603.810
1101 STANFORD DR,,07007732,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-04,2007-09-04,1351,2007-09-04,1350,,895374.630,503876.970
5225 LEVANTE AVE,,07007734,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-04,2007-09-04,1352,2007-09-04,1352,,895326.750,503874.030
1541 BRESCIA AV,,07007710,1,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2007-09-04,2007-09-04,0050,2007-09-04,0.034,100,891661.20299999998,501694.89199999999
1237 THEO DICKINSON DR,,07007718,1,PRB,PROPERTY LOST,2007-09-04,2007-09-03,0300,2007-09-03,0300,,892692.560,501420.220
1507 LEVANTE AV,,07007726,1,ZOD,INCIDENT REPORT,2007-09-04,2007-09-04,0925,2007-09-04,0925,95,891853.24100000004,501275.31300000002
1535 LEVANTE AV,249,07007729,1,SCE,SIMPLE HARASSMENT,2007-09-04,2007-09-04,0946,2007-09-04,0946,94,891627.89,501154.33500000002
1507 LEVANTE AV,,07007742,1,SCB,SIMPLE ASSAULT THREATS,2007-09-04,2007-09-04,1515,2007-09-04,1515,95,891853.24100000004,501275.31300000002
1241 THEO DICKINSON DR,,07007768,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-05,2007-09-05,0910,2007-09-05,0910,81,892858.31700000004,503002.52299999999
5501 SAN AMARO DR,,07007770,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-05,2007-09-05,1011,2007-09-05,1011,,891865.310,501564.910
1101 STANFORD DR,,07007771,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-05,2007-09-05,0948,2007-09-05,0948,,892176.190,501351.440
5665 PONCE DE LEON BLVD,,07007778,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-05,2007-09-05,1426,2007-09-05,1426,,892651.310,504270.970
5665 PONCE DE LEON BLVD,,07007788,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-05,2007-09-05,1532,2007-09-05,1532,,893254.750,504971.780
5183 PONCE DE LEON BLVD,,07007758,1,ZOD,INCIDENT REPORT,2007-09-05,2007-09-05,0224,2007-09-05,0.1,49,895569.78700000001,504323.94
5665 PONCE DE LEON BLVD,,07007782,1,PRB,PROPERTY LOST,2007-09-05,2007-09-04,1230,2007-09-04,1230,,895217.120,503601.280
5513 MERRICK DRIVE,,07007781,2,FRL,FRAUD OTHER JURISDICTION,2007-09-05,2007-08-22,1030,2007-08-22,1030,,895217.120,503601.280
5513 MERRICK DRIVE,,07007781,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-09-05,2007-08-22,1030,2007-08-22,1030,,893218.370,503235.900
5500 SAN AMARO DR,,07007780,1,THK,THEFT OTHER,2007-09-05,2007-08-31,1230,2007-08-31,1230,,893394.250,504600.530
5665 PONCE DE LEON BLVD,,07007796,1,THC,THEFT FROM MOTOR VEHICLE,2007-09-05,2007-08-30,1930,2007-09-05,1930,,892151.250,502788.340
1101 STANFORD DR,735,07007800,1,FDD,FD INJURED PERSON,2007-09-05,2007-09-05,2217,2007-09-05,2217,,894663.310,504115.780
1111 MEMORIAL DR,,07007832,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-06,2007-09-06,1428,2007-09-06,1427,18,894105.66599999997,505505.27299999999
5252 BRUNSON DR,,07007815,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-06,2007-09-06,0940,2007-09-06,0940,,894362.500,503350.870
5821 SAN AMARO DR,,07007820,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-06,2007-09-06,1025,2007-09-06,1025,,895250.060,503571.210
1300 STANFORD DR,,07007822,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-06,2007-09-06,1057,2007-09-06,1057,,893422.940,504601.470
5821 HURRICANE DR,,07007835,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-06,2007-09-06,1524,2007-09-06,1524,,893202.500,503207.000
5638 GEORGE E MERRICK ST,23X,07007806,1,ALA,ALCOHOL JUVENILE VIOLATION,2007-09-06,2007-09-06,0013,2007-09-06,0.009,,893394.250,504600.530
1213 WILLIAM E WALSH AV,,07007824,1,ZOA,TRESPASS WARNING,2007-09-06,2007-09-06,1229,2007-09-06,1228,59,894010.11800000002,503323.35100000002
1301 STANFORD DR,,07007819,1,THC,THEFT FROM MOTOR VEHICLE,2007-09-06,2007-09-03,1200,2007-09-03,1200,50,894666.745,504343.22399999999
1111 MEMORIAL DR,RM 208,07007838,1,FDD,FD INJURED PERSON,2007-09-06,2007-09-06,1504,2007-09-06,1504,18,894105.66599999997,505505.27299999999
5821 SAN AMARO DR,,07007837,1,FDD,FD INJURED PERSON,2007-09-06,2007-09-06,1456,2007-09-06,1456,,895227.560,503603.810
1535 LEVANTE AV,,07007840,1,THK,THEFT OTHER,2007-09-06,2007-08-11,0001,2007-08-13,0.000,94,891627.89,501154.33500000002
1535 LEVANTE AV,,07007842,1,THK,THEFT OTHER,2007-09-06,2007-08-11,2123,2007-08-11,2123,94,891627.89,501154.33500000002
1535 LEVANTE AV,,07007847,1,THK,THEFT OTHER,2007-09-06,2007-08-22,1959,2007-08-22,1959,94,891627.89,501154.33500000002
1300 MEMORIAL DR,,07007849,1,THK,THEFT OTHER,2007-09-06,2007-08-29,1330,2007-08-29,1330,16,893634.74199999997,505003.36800000002
1306 STANFORD DR,,07007859,1,TVE,THEFT OF BICYCLE,2007-09-06,2007-09-06,1630,2007-09-06,1630,31,893821.40300000005,504487.02600000001
1111 MEMORIAL DR,,07007870,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-07,2007-09-07,1035,2007-09-07,1035,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,,07007872,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-07,2007-09-07,1040,2007-09-07,1040,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,,07007873,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-07,2007-09-07,1045,2007-09-07,1045,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,,07007874,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-07,2007-09-07,1155,2007-09-07,1155,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,,07007875,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-07,2007-09-07,1204,2007-09-07,1204,18,894105.66599999997,505505.27299999999
1301 STANFORD DR,,07007879,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-07,2007-09-07,1300,2007-09-07,1300,50,894666.745,504343.22399999999
1306 STANFORD DR,,07007864,2,ALA,ALCOHOL JUVENILE VIOLATION,2007-09-07,2007-09-07,0220,2007-09-07,0.097,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,07007864,1,FRK,FRAUD OTHER,2007-09-07,2007-09-07,0220,2007-09-07,0.097,31,893821.40300000005,504487.02600000001
1100 STANFORD DR,,07007866,1,DCC,DISORDERLY INTOXICATION,2007-09-07,2007-09-07,0322,2007-09-07,0322,,893876.120,503620.340
1100 STANFORD DR,,07007866,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,2007-09-07,2007-09-07,0322,2007-09-07,0322,,894351.880,504069.220
1100 STANFORD DR,,07007866,1,XOM,OBSTRUCTION OF JUSTICE RESIST ARREST ESCAPE,2007-09-07,2007-09-07,0322,2007-09-07,0322,,894351.880,504069.220
1330 MILLER DR,,07007901,1,ALA,ALCOHOL JUVENILE VIOLATION,2007-09-08,2007-09-08,0033,2007-09-08,0.022,32,893531.48600000003,504366.55300000001
1330 MILLER DR,,07007903,1,ALA,ALCOHOL JUVENILE VIOLATION,2007-09-08,2007-09-08,0000,2007-09-08,0000,32,893531.48600000003,504366.55300000001
1239 THEO DICKINSON DR,,07007906,1,VEA,VEHICLE DRIVING BOATING UNDER THE INFLUENCE,2007-09-08,2007-09-08,0633,2007-09-08,0632,,894973.000,505282.750
1527 ALBENGA AV,302,07007916,1,FRD,FRAUD BY CREDIT CARD ATM,2007-09-08,2007-08-20,0000,2007-08-25,0000,110,891783.19900000002,502422.848
1239 THEO DICKINSON DR,,07007919,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-09-08,2007-09-06,1000,2007-09-07,1000,,894383.750,505930.710
5821 SAN AMARO DR,,07007929,1,PRA,PROPERTY FOUND IMPOUNDED,2007-09-09,2007-09-09,0024,2007-09-09,0.016,,891934.430,502351.460
1560 LIGURIA AV,,07007930,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-09,2007-09-09,0053,2007-09-09,0.036,103,891566.97100000002,501944.41700000002
1306 STANFORD DR,,07007941,1,PRA,PROPERTY FOUND IMPOUNDED,2007-09-09,2007-09-07,1431,2007-09-07,1431,31,893821.40300000005,504487.02600000001
1301 MEMORIAL DR,,07007957,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-10,2007-09-10,1112,2007-09-10,1112,7,893366.68200000003,505369.12400000001
5030 BRUNSON DR,,07007950,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-10,2007-09-10,0956,2007-09-10,0956,19,894255.06599999999,505594.31900000002
5030 BRUNSON DR,,07007952,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-10,2007-09-10,1012,2007-09-10,1012,19,894255.06599999999,505594.31900000002
5050 BRUNSON DR,,07007959,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-10,2007-09-10,1200,2007-09-10,1200,20,894420.18700000003,505665.27899999998
5050 BRUNSON DR,,07007964,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-10,2007-09-10,1343,2007-09-10,1342,20,894420.18700000003,505665.27899999998
1507 LEVANTE AV,,07007966,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-10,2007-09-10,1402,2007-09-10,1402,95,891853.24100000004,501275.31300000002
5501 SAN AMARO DR,,07007951,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-10,2007-09-10,1004,2007-09-10,1004,,895227.560,503603.810
5665 PONCE DE LEON BLVD,,07007953,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-10,2007-09-10,1029,2007-09-10,1029,,893698.190,502569.410
5501 SAN AMARO DR,,07007974,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-10,2007-09-10,1533,2007-09-10,1533,,892692.560,501420.220
5501 SAN AMARO DR,,07007968,1,TVE,THEFT OF BICYCLE,2007-09-10,2007-09-09,1600,2007-09-10,1600,,893349.250,505034.560
1245 DAUER DR,,07007972,1,THI,THEFT BY PICKPOCKET,2007-09-10,2007-09-09,2100,2007-09-09,2100,65,893424.071,502854.73300000001
1231 THEO DICKINSON DR,,07007965,1,TVE,THEFT OF BICYCLE,2007-09-10,2007-09-08,1700,2007-09-10,1700,,892692.560,501420.220
5665 PONCE DE LEON BLVD,,07007977,1,ZOD,INCIDENT REPORT,2007-09-10,2007-09-10,1315,2007-09-10,1315,,893202.500,503207.000
1239 THEO DICKINSON DR,,07008000,1,TVE,THEFT OF BICYCLE,2007-09-10,2007-09-07,1800,2007-09-09,1800,,892692.560,501420.220
5600-BL GEORGE E MERRICK ST,BLK,07007943,1,ZOA,TRESPASS WARNING,2007-09-10,2007-09-10,0220,2007-09-10,0.097,,893195.560,503214.180
5600-BL GEORGE E MERRICK ST,BLK,07007943,2,ZOB,WARRANT ARREST,2007-09-10,2007-09-10,0220,2007-09-10,0.097,,893147.190,503186.560
1301 MEMORIAL DR,,07008017,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-11,2007-09-11,1034,2007-09-11,1034,7,893366.68200000003,505369.12400000001
5050 BRUNSON DR,,07008016,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-11,2007-09-11,1027,2007-09-11,1027,20,894420.18700000003,505665.27899999998
5050 BRUNSON DR,,07008032,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-11,2007-09-11,1439,2007-09-11,1439,20,894420.18700000003,505665.27899999998
5050 BRUNSON DR,,07008033,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-11,2007-09-11,1459,2007-09-11,1459,20,894420.18700000003,505665.27899999998
5050 BRUNSON DR,,07008037,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-11,2007-09-11,1516,2007-09-11,1516,20,894420.18700000003,505665.27899999998
1213 WILLIAM E WALSH AV,,07008034,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-11,2007-09-11,1506,2007-09-11,1506,59,894010.11800000002,503323.35100000002
1245 DAUER DR,,07008011,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-11,2007-09-11,0956,2007-09-11,0956,65,893424.071,502854.73300000001
1101 STANFORD DR,,07008020,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-11,2007-09-11,1115,2007-09-11,1115,,892672.500,501442.500
5500 SAN AMARO DR,,07008028,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-11,2007-09-11,1254,2007-09-11,1253,,894674.130,504087.690
1211 THEO DICKINSON DR,,07008007,1,ALA,ALCOHOL JUVENILE VIOLATION,2007-09-11,2007-09-11,0430,2007-09-11,0430,,893582.810,505289.780
5030 BRUNSON DR,,07008038,1,ZOE,SUSPICIOUS INCIDENT,2007-09-11,2007-09-10,2028,2007-09-11,2028,19,894255.06599999999,505594.31900000002
1251 MEMORIAL DR,,07008045,1,TVE,THEFT OF BICYCLE,2007-09-11,2007-09-11,0805,2007-09-11,0805,,893298.620,503290.810
1239 THEO DICKINSON DR,,07008052,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-09-11,2007-09-11,2115,2007-09-11,2115,,893298.620,503290.810
5030 BRUNSON DR,,07008063,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-12,2007-09-12,0933,2007-09-12,0933,19,894255.06599999999,505594.31900000002
5030 BRUNSON DR,,07008067,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-12,2007-09-12,1055,2007-09-12,1055,19,894255.06599999999,505594.31900000002
5030 BRUNSON DR,,07008068,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-12,2007-09-12,1106,2007-09-12,1106,19,894255.06599999999,505594.31900000002
5200 BRUNSON DR,,07008073,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-12,2007-09-12,1309,2007-09-12,1309,24,894706.67700000003,505424.42
5183 PONCE DE LEON BLVD,,07008062,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-12,2007-09-12,0929,2007-09-12,0929,49,895569.78700000001,504323.94
1228 THEO DICKINSON DR,,07008066,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-12,2007-09-12,0958,2007-09-12,0958,63,893509.95700000005,503319.49900000001
1550 BRESCIA AV,,07008077,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-12,2007-09-12,1409,2007-09-12,1409,97,891684.67799999996,501443.87400000001
5501 SAN AMARO DR,,07008065,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-12,2007-09-12,0950,2007-09-12,0950,,892009.750,501204.280
5501 SAN AMARO DR,,07008075,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-12,2007-09-12,1356,2007-09-12,1356,,894135.560,503185.160
1238 THEO DICKINSON DR,,07008054,2,PRA,PROPERTY FOUND IMPOUNDED,2007-09-12,2007-09-12,0210,2007-09-12,0.090,64,893333.80900000001,503125.55
1238 THEO DICKINSON DR,,07008054,1,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2007-09-12,2007-09-12,0210,2007-09-12,0.090,64,893333.80900000001,503125.55
1241 THEO DICKINSON DR,,07008058,1,TVE,THEFT OF BICYCLE,2007-09-12,2007-09-08,2200,2007-09-09,2200,81,892858.31700000004,503002.52299999999
1245 DAUER DR,,07008081,1,PRB,PROPERTY LOST,2007-09-12,2007-09-11,2010,2007-09-11,2010,65,893424.071,502854.73300000001
5600 PAVIA ST,BLK,07008084,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-12,2007-09-12,1642,2007-09-12,1642,,892672.500,501442.500
1301 MEMORIAL DR,,07008089,1,TVE,THEFT OF BICYCLE,2007-09-12,2007-09-11,1700,2007-09-12,1700,7,893366.68200000003,505369.12400000001
1239 THEO DICKINSON DR,,07008091,1,PRB,PROPERTY LOST,2007-09-12,2007-09-12,1300,2007-09-12,1300,,894277.560,506034.280
1300 MEMORIAL DR,,07008115,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-13,2007-09-13,1055,2007-09-13,1055,16,893634.74199999997,505003.36800000002
5200 BRUNSON DR,,07008118,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-13,2007-09-13,1116,2007-09-13,1116,24,894706.67700000003,505424.42
5183 PONCE DE LEON BLVD,,07008124,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-13,2007-09-13,1310,2007-09-13,1309,49,895569.78700000001,504323.94
5183 PONCE DE LEON BLVD,,07008126,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-13,2007-09-13,1325,2007-09-13,1325,49,895569.78700000001,504323.94
5615 PAVIA ST,,07008114,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-13,2007-09-13,1033,2007-09-13,1033,54,894485.30200000003,503768.17499999999
1245 DAUER DR,,07008122,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-13,2007-09-13,1245,2007-09-13,1245,65,893424.071,502854.73300000001
1540 LEVANTE AV,,07008107,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-13,2007-09-13,0914,2007-09-13,0914,92,892004.78300000005,501116.19300000003
5665 PONCE DE LEON BLVD,,07008113,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-13,2007-09-13,1024,2007-09-13,1024,,892692.560,501420.220
1400 ROBBIA AV/SAN AMARO DR,,07008134,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-13,2007-09-13,1516,2007-09-13,1516,,893195.560,503214.180
5000 BRUNSON DR,,07008136,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-13,2007-09-13,1537,2007-09-13,1537,,893866.250,503637.750
1311 MILLER DR,,07008129,1,TVE,THEFT OF BICYCLE,2007-09-13,2007-09-11,1700,2007-09-11,1700,,893705.940,502575.750
1301 MEMORIAL DR,,07008137,1,TVE,THEFT OF BICYCLE,2007-09-13,2007-09-13,1220,2007-09-13,1220,7,893366.68200000003,505369.12400000001
1311 MILLER DR,,07008145,1,ROE,ROBBERY SUDDEN SNATCHING,2007-09-13,2007-09-13,1645,2007-09-13,1645,,893441.190,504632.090
1311 MILLER DR,,07008145,2,THK,THEFT OTHER,2007-09-13,2007-09-13,1645,2007-09-13,1645,,892651.310,504270.970
5665 PONCE DE LEON BLVD,,07008160,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-14,2007-09-14,0951,2007-09-14,0951,,894277.560,506034.280
1215 THEO DICKINSON DR,,07008169,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-14,2007-09-14,1525,2007-09-14,1524,,894277.560,506034.280
1301 MEMORIAL DR,377,07008154,1,ZOC,HAZARDOUS SITUATION CONTAMINANT,2007-09-14,2007-09-14,0303,2007-09-14,0303,7,893366.68200000003,505369.12400000001
5100 BRUNSON DR,BLK,07008168,1,PRC,PROPERTY DAMAGED,2007-09-14,2007-09-14,0915,2007-09-14,0915,,894277.560,506034.280
1221 WILLIAM E WALSH AV,43K,07008172,1,TVE,THEFT OF BICYCLE,2007-09-14,2007-09-13,2300,2007-09-14,2300,60,893899.23800000001,503195.21100000001
1550 BRESCIA AV,,07008180,1,VAB,VANDALISM TO VEHICLE,2007-09-14,2007-09-14,1600,2007-09-14,1600,97,891684.67799999996,501443.87400000001
1231 THEO DICKINSON DR,,07008183,1,ZOD,INCIDENT REPORT,2007-09-14,2007-09-14,1954,2007-09-14,1954,,891801.060,501592.090
5185 PONCE DE LEON BLVD,,07008187,1,FDD,FD SICK INJURED PERSON,2007-09-15,2007-09-14,2332,2007-09-14,2332,,895354.500,503899.190
1239 THEO DICKINSON DR,,07008190,1,ALA,ALCOHOL JUVENILE VIOLATION,2007-09-15,2007-09-15,0025,2007-09-15,0.017,,894238.060,506078.380
1231 THEO DICKINSON DR,,07008194,1,ALA,ALCOHOL JUVENILE VIOLATION,2007-09-15,2007-09-15,0305,2007-09-15,0305,,892677.440,504239.280
1231 THEO DICKINSON DR,,07008194,1,ZOA,TRESPASS WARNING,2007-09-15,2007-09-15,0305,2007-09-15,0305,,893350.630,503299.220
1111 MEMORIAL DR,,07008207,1,THI,THEFT BY PICKPOCKET,2007-09-15,2007-09-14,1410,2007-09-14,1410,18,894105.66599999997,505505.27299999999
1231 THEO DICKINSON DR,,07008214,1,ALA,ALCOHOL JUVENILE VIOLATION,2007-09-16,2007-09-16,0338,2007-09-16,0337,,894238.060,506078.380
1111 MEMORIAL DR,,07008243,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-17,2007-09-17,1025,2007-09-17,1025,18,894105.66599999997,505505.27299999999
1301 STANFORD DR,,07008242,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-17,2007-09-17,0944,2007-09-17,0944,50,894666.745,504343.22399999999
1101 STANFORD DR,,07008239,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-17,2007-09-17,0930,2007-09-17,0930,,891799.690,501602.000
5501 SAN AMARO DR,,07008241,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-17,2007-09-17,0947,2007-09-17,0947,,893784.440,506221.190
5500 PONCE DE LEON BLVD,,07008255,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-17,2007-09-17,1345,2007-09-17,1345,,893603.060,505267.690
1570 LIGURIA AV,,07008262,1,TVE,THEFT OF BICYCLE,2007-09-17,2007-09-16,2130,2007-09-17,2130,104,891512.72,501942.45299999998
1111 MEMORIAL DR,,07008282,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-18,2007-09-18,1050,2007-09-18,1050,18,894105.66599999997,505505.27299999999
5050 BRUNSON DR,,07008286,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-18,2007-09-18,1201,2007-09-18,1201,20,894420.18700000003,505665.27899999998
5050 BRUNSON DR,,07008297,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-18,2007-09-18,1600,2007-09-18,1600,20,894420.18700000003,505665.27899999998
5050 BRUNSON DR,,07008298,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-18,2007-09-18,1609,2007-09-18,1608,20,894420.18700000003,505665.27899999998
1301 STANFORD DR,,07008294,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-18,2007-09-18,1454,2007-09-18,1454,50,894666.745,504343.22399999999
1206 THEO DICKINSON DR,,07008288,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-18,2007-09-18,1155,2007-09-18,1155,,891948.810,501189.440
1300 MILLER DR,,07008292,1,TVE,THEFT OF BICYCLE,2007-09-18,2007-09-17,1545,2007-09-18,1545,,892672.500,501442.500
1111 MEMORIAL DR,,07008302,1,VAB,VANDALISM TO VEHICLE,2007-09-18,2007-09-18,1220,2007-09-18,1220,18,894105.66599999997,505505.27299999999
5300 CARILLO ST,,07008304,1,VAB,VANDALISM TO VEHICLE,2007-09-18,2007-09-18,1755,2007-09-18,1755,,893255.060,504941.780
1241 THEO DICKINSON DR,,07008306,1,THC,THEFT FROM MOTOR VEHICLE,2007-09-18,2007-09-18,1700,2007-09-18,1700,81,892858.31700000004,503002.52299999999
5501 SAN AMARO DR,,07008312,1,FDD,FD SICK INJURED PERSON,2007-09-18,2007-09-18,2243,2007-09-18,2243,,893705.940,502575.750
5801 SAN AMARO DRIVE,,07008335,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,2007-09-19,2007-09-19,1223,2007-09-19,1223,,895354.500,503899.190
5665 PONCE DE LEON BLVD,,07008342,1,FDD,FD INJURED PERSON,2007-09-19,2007-09-19,1420,2007-09-19,1419,,895354.500,503899.190
1300 THEO DICKINSON DR,BLK,07008350,1,ZOA,TRESPASS WARNING,2007-09-19,2007-09-19,1604,2007-09-19,1604,90,893194.61100000003,502210.72700000001
1241 THEO DICKINSON DR,,07008365,1,PRB,PROPERTY LOST,2007-09-19,2007-09-19,1100,2007-09-19,1100,81,892858.31700000004,503002.52299999999
1306 STANFORD DR,,07008366,1,TVE,THEFT OF BICYCLE,2007-09-19,2007-09-19,0800,2007-09-19,0800,31,893821.40300000005,504487.02600000001
1301 MEMORIAL DR,,07008384,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-20,2007-09-20,1113,2007-09-20,1113,7,893366.68200000003,505369.12400000001
5050 BRUNSON DR,,07008385,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-09-20,2007-09-20,1120,2007-09-20,1120,20,894420.18700000003,505665.27899999998
